raw_name,status,canonical_id,canonical_name_ko,match_reason,source_files
뱅크홀 싱글 몰트 위스키,matched,w040,뱅크홀 싱글몰트,rule,2026-05_dailyshot.csv
뱅크홀 싱글 몰트 위스키 700ml,matched,w040,뱅크홀 싱글몰트,rule,2026-04.csv;2026-05.csv
뱅크홀 싱글몰트,matched,w040,뱅크홀 싱글몰트,rule,2026-04.csv;2026-05_dailyshot.csv;whisky-list.csv
뱅크홀 싱글몰트 위스키,matched,w040,뱅크홀 싱글몰트,rule,2026-05_whiskeypick_traders_guwol.csv
뱅크홀 싱글트 위스키,matched,w040,뱅크홀 싱글몰트,rule,2026-05_dailyshot.csv
뱅크홀 싱글트 위스키 700ml,matched,w040,뱅크홀 싱글몰트,rule,2026-05.csv
버팔로 트레이스,matched,w069,버팔로 트레이스,rule,2026-04.csv;2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv;whisky-list.csv
버팔로 트레이스 1L,matched,w069,버팔로 트레이스,rule,2026-05.csv;2026-05_dailyshot.csv
버팔로 트레이스 1L9,matched,w069,버팔로 트레이스,rule,2026-04.csv
버팔로 트레이스 750mml,matched,w069,버팔로 트레이스,rule,2026-04.csv
벤니학 10년,matched,w017,벤리악 10년,rule,2026-05_whiskeypick_traders_guwol.csv
벤리악 10년,matched,w017,벤리악 10년,rule,whisky-list.csv
벨즈 700ml,unmatched,,,,2026-05_dailyshot.csv
벨즈 스카치 위스키,unmatched,,,,2026-05_dailyshot.csv
벨즈 스카치 위스키 1L,unmatched,,,,2026-03.csv;2026-04.csv;2026-05.csv
벨즈 스카치 위스키 1L4,unmatched,,,,2026-03.csv
봄베이 사파이어 진,excluded,,,gin,2026-05_whiskeypick_traders_guwol.csv
부쉬밀 15년 싱글 몰트,matched,w062,부쉬밀 15년 싱글몰트,rule,2026-05_whiskeypick_traders_guwol.csv
부쉬밀 15년 싱글몰트,matched,w062,부쉬밀 15년 싱글몰트,rule,whisky-list.csv
부시밀 10년 싱글트,unmatched,,,,2026-05_dailyshot.csv
부시밀 10년 싱글트 700ml,unmatched,,,,2026-04.csv
부시밀 12년 싱글트,unmatched,,,,2026-05_dailyshot.csv
부시밀 12년 싱글트 700ml,unmatched,,,,2026-03.csv
부시밀 15년 싱글 몰트,matched,w062,부쉬밀 15년 싱글몰트,rule,2026-05_dailyshot.csv
부시밀 15년 싱글 몰트 700ml,matched,w062,부쉬밀 15년 싱글몰트,rule,2026-05.csv
브라클라 12년,matched,w026,로얄 브라클라 12년,rule,2026-05_dailyshot.csv
브라클라 12년 700ml,matched,w026,로얄 브라클라 12년,rule,2026-03.csv
블랙보트 스카치 위스키,unmatched,,,,2026-05_dailyshot.csv
블랙보트 스카치 위스키 700ml,unmatched,,,,2026-03.csv
블렌고인 CS 171,matched,w028,글렌고인 캐스크 스트렝스 배치171,rule,2026-05_whiskeypick_traders_guwol.csv
산토리 가쿠빈,matched,w083,산토리 가쿠빈,rule,2026-04.csv;2026-05_dailyshot.csv;whisky-list.csv
산토리 가쿠빈 & 잭 다니엘스 허니,matched,w083,산토리 가쿠빈,rule,2026-05_dailyshot.csv
산토리 각쿠빈,matched,w083,산토리 가쿠빈,rule,2026-05_dailyshot.csv
산토리 각쿠빈 700ml,matched,w083,산토리 가쿠빈,rule,2026-04.csv
산토리 위스키 각쿠빈,matched,w083,산토리 가쿠빈,rule,2026-05_dailyshot.csv
산토리 위스키 각쿠빈 700ml,matched,w083,산토리 가쿠빈,rule,2026-04.csv;2026-05.csv
스모크헤드 쉐리밤 700ml 15만5,unmatched,,,,2026-04.csv
스모크헤드 오리지널 700ml,unmatched,,,,2026-04.csv
스모크헤드 하이볼 TG 700ml 11만5,unmatched,,,,2026-04.csv
스모키 스컷 아일라 싱글모트 위스키 700ml,unmatched,,,,2026-04.csv
스카치 블로 17년 450ml,unmatched,,,,2026-04.csv
스카치 블루 인터내셔널 450mml,unmatched,,,,2026-04.csv
스카치 블루 클래식 700ml,unmatched,,,,2026-04.csv
스트라스클라이드 1990 31년 (옥타브),matched,w039,스트라스클라이드 1990 31년 (옥타브),rule,whisky-list.csv
시바스 리갈 12년,matched,w048,시바스 리갈 12년,rule,whisky-list.csv
시바스리갈 12년 200ml,matched,w048,시바스 리갈 12년,rule,2026-04.csv
시바스리갈 15년 리미티드 에디션 700ml,unmatched,,,,2026-04.csv
아란 셰리 캐스크,matched,w031,아란 셰리 캐스크,rule,2026-04.csv;2026-05_dailyshot.csv;whisky-list.csv
아란 셰리 캐스크 700ml,matched,w031,아란 셰리 캐스크,rule,2026-05_dailyshot.csv
아란 쉐리케스크,matched,w031,아란 셰리 캐스크,rule,2026-05_dailyshot.csv
아란 쉐리케스크 700ml,matched,w031,아란 셰리 캐스크,rule,2026-05.csv
아란쉐리 캐스크,matched,w031,아란 셰리 캐스크,rule,2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv
아란쉐리 캐스크 700ml,matched,w031,아란 셰리 캐스크,rule,2026-05.csv
아벨라워 12년 더블캐스크,matched,w010,아벨라워 12년 더블캐스크,rule,whisky-list.csv
아벨라워 셰리 캐스크 에디션,unmatched,,,,2026-04.csv;2026-05_dailyshot.csv
아벨라워 아부나흐,matched,w011,아벨라워 아부나흐,rule,whisky-list.csv
아벨라워 아브나르 쉐리케스크 에디션,matched,w011,아벨라워 아부나흐,rule,2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv
아벨라워 아브나르 쉐리케스크 에디션 700ml,matched,w011,아벨라워 아부나흐,rule,2026-05.csv
아벨라워 아브나오 셰리케스크 에디션,matched,w011,아벨라워 아부나흐,rule,2026-05_dailyshot.csv
아벨라워 아브나오 셰리케스크 에디션 700ml,matched,w011,아벨라워 아부나흐,rule,2026-04.csv
아벨라워 아브나오 쉐리케스크 에디션,matched,w011,아벨라워 아부나흐,rule,2026-05_dailyshot.csv
아벨라워 아브나오 쉐리케스크 에디션 700ml,matched,w011,아벨라워 아부나흐,rule,2026-05.csv
아벨라워 아브나우셰리 캐스크 에디션,matched,w011,아벨라워 아부나흐,rule,2026-05_dailyshot.csv
아벨라워 아브나우셰리 캐스크 에디션 700ml,matched,w011,아벨라워 아부나흐,rule,2026-05.csv
아벨라워 아브나후 쉐리케스크 에디션,matched,w011,아벨라워 아부나흐,rule,2026-05_dailyshot.csv
아벨라워 아브나후 쉐리케스크 에디션 700ml,matched,w011,아벨라워 아부나흐,rule,2026-04.csv
아벨라워 아브나흐 쉐리케스크 에디션,matched,w011,아벨라워 아부나흐,rule,2026-05_dailyshot.csv
아벨라워 아브나흐 쉐리케스크 에디션 700ml,matched,w011,아벨라워 아부나흐,rule,2026-04.csv;2026-05.csv
앱솔루트 보드카,excluded,,,vodka,2026-05_whiskeypick_traders_guwol.csv
에반 윌리엄스 12년,matched,w081,에반 윌리엄스 12년,rule,2026-04.csv;2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv;whisky-list.csv
에반 윌리엄스 12년 750ml,matched,w081,에반 윌리엄스 12년,rule,2026-04.csv;2026-05.csv
에반 윌리엄스 12년 750mml,matched,w081,에반 윌리엄스 12년,rule,2026-04.csv
에반 윌리엄스 12주년 에디션 50도,unmatched,,,,2026-05_whiskeypick_traders_guwol.csv
에반 윌리엄스 14년,matched,w082,에반 윌리엄스 14년,rule,2026-04.csv;2026-05_dailyshot.csv;whisky-list.csv
에반 윌리엄스 BIB 12주년 에디션 50도 1L,unmatched,,,,2026-05.csv
에반 윌리엄스 블랙,matched,w080,에반 윌리엄스 블랙,rule,2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv;whisky-list.csv
에반 윌리엄스 블랙 1.75L,matched,w080,에반 윌리엄스 블랙,rule,2026-04.csv
에반 윌리엄스 블랙 1L,matched,w080,에반 윌리엄스 블랙,rule,2026-04.csv;2026-05.csv
에반 윌리엄스 블랙 750mml,matched,w080,에반 윌리엄스 블랙,rule,2026-03.csv
에반 윌리엄스 싱글 베럴,unmatched,,,,2026-05_dailyshot.csv
에반 윌리엄스 싱글 베럴 750ml,unmatched,,,,2026-03.csv
에반윌리엄스 12년,matched,w081,에반 윌리엄스 12년,rule,2026-05_dailyshot.csv
에반윌리엄스 12년 750ml,matched,w081,에반 윌리엄스 12년,rule,2026-05.csv
에반윌리엄스 12주년 에디션 50도,unmatched,,,,2026-05_dailyshot.csv
에반윌리엄스 12주년 에디션 50도 1L,unmatched,,,,2026-05.csv
에반윌리엄스 BIB,unmatched,,,,2026-05_dailyshot.csv
에반윌리엄스 BIB 12주년 에디션 50도,unmatched,,,,2026-05_dailyshot.csv
에반윌리엄스 BIB 12주년 에디션 50도 1L,unmatched,,,,2026-05.csv
에반윌리엄스 BIB 750ml,unmatched,,,,2026-03.csv
에반윌리엄스 보트림본드 12주년 에디션 50도,unmatched,,,,2026-05_dailyshot.csv
에반윌리엄스 보트림본드 12주년 에디션 50도 1L,unmatched,,,,2026-04.csv
에반윌리엄스 블랙 1L플러스,matched,w080,에반 윌리엄스 블랙,rule,2026-05_dailyshot.csv
에반윌리엄스 블랙 1L플러스 잔세트,matched,w080,에반 윌리엄스 블랙,rule,2026-04.csv
에반율리엄스 블랙,matched,w080,에반 윌리엄스 블랙,rule,2026-05_dailyshot.csv
에반율리엄스 블랙 1L,matched,w080,에반 윌리엄스 블랙,rule,2026-05.csv
에버펠 16년,matched,w027,에버펠디 16년,rule,2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv
에버펠 16년 700ml,matched,w027,에버펠디 16년,rule,2026-04.csv;2026-05.csv
에버펠디 16년,matched,w027,에버펠디 16년,rule,whisky-list.csv
오반 14년,matched,w019,오반 14년,rule,2026-04.csv;2026-05_dailyshot.csv;whisky-list.csv
오반 14년 700ml,matched,w019,오반 14년,rule,2026-04.csv
오반 싱글 몰트 14년 700ml,matched,w019,오반 14년,rule,2026-04.csv
오켄토션 쇼용 블랑 700ml 11만5,unmatched,,,,2026-04.csv
오큰토션 10년,matched,w037,오큰토션 10년,rule,2026-04.csv;2026-05_dailyshot.csv;whisky-list.csv
옥타브 스트레스 클라이드 1990 31년,matched,w039,스트라스클라이드 1990 31년 (옥타브),rule,2026-05_whiskeypick_traders_guwol.csv
와일드 터키 101 8년 700ml,matched,w073,와일드터키 8년,rule,2026-04.csv
와일드 터키 81 750mml,unmatched,,,,2026-04.csv
와일드 터키 8년 1L,matched,w073,와일드터키 8년,rule,2026-05.csv
와일드 터키 8년 1L9,matched,w073,와일드터키 8년,rule,2026-04.csv
와일드 터키 8년(구형),matched,w073,와일드터키 8년,rule,2026-05_dailyshot.csv
와일드 터키 레어 브리드 750ml,matched,w074,와일드터키 레어브리드,rule,2026-05.csv
와일드 터키 레어브리드,matched,w074,와일드터키 레어브리드,rule,2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv
와일드 터키 레어브리드 750ml,matched,w074,와일드터키 레어브리드,rule,2026-04.csv;2026-05.csv
와일드 터키 레어브리드 750mml,matched,w074,와일드터키 레어브리드,rule,2026-05.csv
와일드 터키 캔터키 스피릿 싱글 배럴,matched,w075,와일드터키 켄터키 스피릿 싱글배럴,rule,2026-05_dailyshot.csv
와일드 터키 캔터키 스피릿 싱글 배럴 750mml,matched,w075,와일드터키 켄터키 스피릿 싱글배럴,rule,2026-05.csv
와일드 터키 캔터키 스피릿 싱글 베럴,matched,w075,와일드터키 켄터키 스피릿 싱글배럴,rule,2026-05_dailyshot.csv
와일드 터키 캔터키 스피릿 싱글 베럴 750ml,matched,w075,와일드터키 켄터키 스피릿 싱글배럴,rule,2026-04.csv
와일드 터키 켄터키 스피릿 싱글 배럴 750ml,matched,w075,와일드터키 켄터키 스피릿 싱글배럴,rule,2026-04.csv
와일드 터키 켄터키 스피릿 싱글 베럴,matched,w075,와일드터키 켄터키 스피릿 싱글배럴,rule,2026-05_dailyshot.csv
와일드 터키 켄터키 스피릿 싱글 베럴 750ml,matched,w075,와일드터키 켄터키 스피릿 싱글배럴,rule,2026-04.csv
와일드 터키 켄터키 스피릿 싱글배럴 1L,matched,w075,와일드터키 켄터키 스피릿 싱글배럴,rule,2026-05_dailyshot.csv
와일드터키 8년,matched,w073,와일드터키 8년,rule,2026-05_dailyshot.csv;whisky-list.csv
와일드터키 8년 1L,matched,w073,와일드터키 8년,rule,2026-04.csv
와일드터키 레어브리드,matched,w074,와일드터키 레어브리드,rule,2026-04.csv;2026-05_dailyshot.csv;whisky-list.csv
와일드터키 켄터키 스피릿 싱글배럴,matched,w075,와일드터키 켄터키 스피릿 싱글배럴,rule,2026-04.csv;2026-05_dailyshot.csv;whisky-list.csv
우드포드 리저브,matched,w072,우드포드 리저브,rule,2026-05_dailyshot.csv;whisky-list.csv
우드포드 리저브 1L,matched,w072,우드포드 리저브,rule,2026-03.csv;2026-04.csv;2026-05.csv
우드포드 리저브 1L 제품을 평소보다,matched,w072,우드포드 리저브,rule,2026-04.csv
우드포드 리저브 750ml,matched,w072,우드포드 리저브,rule,2026-04.csv
우드포드 리저브 버번 700ml,matched,w072,우드포드 리저브,rule,2026-05_dailyshot.csv
우드포드 리저브 제품을 평소보다,matched,w072,우드포드 리저브,rule,2026-05_dailyshot.csv
윈저 12년 500ml,unmatched,,,,2026-04.csv
윈저 17년 450mml,unmatched,,,,2026-04.csv
윈저 21년 500ml,unmatched,,,,2026-04.csv
윈저 450mml,unmatched,,,,2026-04.csv
윈저 W그니처ml,unmatched,,,,2026-04.csv
이글 레어 10년,matched,w076,이글 레어 10년,rule,whisky-list.csv
이글레어 10년,matched,w076,이글 레어 10년,rule,2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv
이글레어 10년 700ml,matched,w076,이글 레어 10년,rule,2026-05_dailyshot.csv
이글레어 10년 750ml,matched,w076,이글 레어 10년,rule,2026-04.csv;2026-05.csv
잭 다니에 700ml,matched,w066,잭다니엘 No.7,rule,2026-04.csv
잭 다니엘스 & 잭 다니엘스 허니 & 잭 다니엘스 애플,matched,w067,잭다니엘 애플,rule,2026-05_dailyshot.csv
잭 다니엘스 1L,matched,w066,잭다니엘 No.7,rule,2026-05_dailyshot.csv
잭 다니엘스 200ml,matched,w066,잭다니엘 No.7,rule,2026-04.csv
잭 다니엘스 본디드 라이,matched,w068,잭다니엘 라이,rule,2026-05_dailyshot.csv
잭 다니엘스 애플 1L,matched,w067,잭다니엘 애플,rule,2026-05.csv
잭 다니엘스 애플 200ml,matched,w067,잭다니엘 애플,rule,2026-04.csv
잭 다니엘스 애플 500mml,matched,w067,잭다니엘 애플,rule,2026-04.csv
잭 다니엘스 테네시 위스키 1L,matched,w066,잭다니엘 No.7,rule,2026-05.csv
잭 다니엘스 파이어 700ml,unmatched,,,,2026-04.csv
잭 다니엘스 허니 200ml,unmatched,,,,2026-04.csv
잭 다니엘스 허니 700ml,unmatched,,,,2026-04.csv
잭다니스,matched,w066,잭다니엘 No.7,rule,2026-05_dailyshot.csv
잭다니스 1L,matched,w066,잭다니엘 No.7,rule,2026-04.csv
잭다니에스 애플,matched,w067,잭다니엘 애플,rule,2026-05_dailyshot.csv
잭다니에스 애플 1L,matched,w067,잭다니엘 애플,rule,2026-04.csv
잭다니에스 애플 1L4,matched,w067,잭다니엘 애플,rule,2026-04.csv
잭다니엘,matched,w066,잭다니엘 No.7,rule,2026-05_dailyshot.csv
잭다니엘 1L4,matched,w066,잭다니엘 No.7,rule,2026-03.csv
잭다니엘 No.7,matched,w066,잭다니엘 No.7,rule,2026-04.csv;2026-05_dailyshot.csv;whisky-list.csv
잭다니엘 라이,matched,w068,잭다니엘 라이,rule,2026-04.csv;2026-05_dailyshot.csv;whisky-list.csv
잭다니엘 애플,matched,w067,잭다니엘 애플,rule,2026-04.csv;2026-05_dailyshot.csv;whisky-list.csv
잭다니엘 애플 1L,matched,w067,잭다니엘 애플,rule,2026-03.csv
잭다니엘 애플 1L4,matched,w067,잭다니엘 애플,rule,2026-03.csv
잭다니엘 애플 700ml 전용잔 패키지,matched,w067,잭다니엘 애플,rule,2026-04.csv;2026-05.csv
잭다니엘 애플 전용잔 패키지,matched,w067,잭다니엘 애플,rule,2026-05_whiskeypick_traders_guwol.csv
잭다니엘 테네시,matched,w066,잭다니엘 No.7,rule,2026-05_dailyshot.csv
잭다니엘 테네시 700ml 전용잔 패키지,matched,w066,잭다니엘 No.7,rule,2026-05.csv
잭다니엘 테네시 전용잔 패키지,matched,w066,잭다니엘 No.7,rule,2026-05_whiskeypick_traders_guwol.csv
잭다니엘 허니,unmatched,,,,2026-05_dailyshot.csv
잭다니엘 허니 1L,unmatched,,,,2026-03.csv
잭다니엘스,matched,w066,잭다니엘 No.7,rule,2026-05_dailyshot.csv
잭다니엘스 1L,matched,w066,잭다니엘 No.7,rule,2026-04.csv
잭다니엘스 700ml 전용 패키지,matched,w066,잭다니엘 No.7,rule,2026-04.csv
잭다니엘스 BB라이,matched,w068,잭다니엘 라이,rule,2026-05_dailyshot.csv
잭다니엘스 BB라이 700ml,matched,w068,잭다니엘 라이,rule,2026-03.csv
잭다니엘스 애플,matched,w067,잭다니엘 애플,rule,2026-05_dailyshot.csv
잭다니엘스 애플 1L,matched,w067,잭다니엘 애플,rule,2026-04.csv;2026-05.csv
잭다니엘스 애플 700ml 전용잔 패키지,matched,w067,잭다니엘 애플,rule,2026-05.csv
잭다니엘스 전용,matched,w066,잭다니엘 No.7,rule,2026-05_dailyshot.csv
잭다니엘스 테네시,matched,w066,잭다니엘 No.7,rule,2026-05_dailyshot.csv
잭다니엘스 테네시 700ml 전용잔 패키지,matched,w066,잭다니엘 No.7,rule,2026-05.csv
잭다니엘스 테네시 위스키,matched,w066,잭다니엘 No.7,rule,2026-05_dailyshot.csv
잭다니엘스 테네시 위스키 1L,matched,w066,잭다니엘 No.7,rule,2026-05.csv
잭다니엘시,matched,w066,잭다니엘 No.7,rule,2026-05_dailyshot.csv
잭다니엘시 700ml 전용잔 패키지,matched,w066,잭다니엘 No.7,rule,2026-04.csv
잭다니의,matched,w066,잭다니엘 No.7,rule,2026-05_dailyshot.csv
잭다니의 1L4,matched,w066,잭다니엘 No.7,rule,2026-03.csv
잭다니의 테네시,matched,w066,잭다니엘 No.7,rule,2026-05_dailyshot.csv
잭다니의 테네시 700ml 전용잔 패키지,matched,w066,잭다니엘 No.7,rule,2026-04.csv
잭다니의 허니,unmatched,,,,2026-05_dailyshot.csv
잭다니의 허니 1L9,unmatched,,,,2026-03.csv
제임스 나이시 위스키,matched,w061,제임슨,rule,2026-05_dailyshot.csv
제임스 나이시 위스키 700ml,matched,w061,제임슨,rule,2026-03.csv
제임슨,matched,w061,제임슨,rule,2026-05_dailyshot.csv;whisky-list.csv
제임슨 18년,unmatched,,,,2026-05_dailyshot.csv
제임슨 700ml,matched,w061,제임슨,rule,2026-04.csv
제임슨 블랙베럴 700ml,unmatched,,,,2026-04.csv
제임슨 스탠다드,matched,w061,제임슨,rule,2026-04.csv;2026-05_dailyshot.csv
제임슨 스탠더드,matched,w061,제임슨,rule,2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv
제임슨 스탠더드 700ml,matched,w061,제임슨,rule,2026-04.csv;2026-05.csv
제임슨 아이리시 위스키,matched,w061,제임슨,rule,2026-03.csv;2026-05_dailyshot.csv
제임슨 아이리시 위스키 700ml,matched,w061,제임슨,rule,2026-03.csv;2026-04.csv;2026-05.csv
조니 워커 블랙누비,matched,w052,조니워커 블랙 루비,rule,2026-04.csv;2026-05_dailyshot.csv
조니 워커 블루라베,matched,w053,조니워커 블루라벨,rule,2026-05_whiskeypick_traders_guwol.csv
조니 워커 블루라베 750mml,matched,w053,조니워커 블루라벨,rule,2026-05.csv
조니워커 골드 리저브 리미티드 에디션 750ml,unmatched,,,,2026-04.csv
조니워커 그린,matched,w042,조니워커 그린라벨 15년,rule,2026-04.csv;2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv
조니워커 그린 15년,matched,w042,조니워커 그린라벨 15년,rule,2026-04.csv;2026-05_dailyshot.csv
조니워커 그린 15년 700ml,matched,w042,조니워커 그린라벨 15년,rule,2026-05_dailyshot.csv
조니워커 그린 700ml,matched,w042,조니워커 그린라벨 15년,rule,2026-03.csv;2026-04.csv;2026-05.csv
조니워커 그린납,matched,w042,조니워커 그린라벨 15년,rule,2026-05.csv;2026-05_dailyshot.csv
조니워커 그린납L,matched,w042,조니워커 그린라벨 15년,rule,2026-04.csv;2026-05_dailyshot.csv
조니워커 그린라벨,matched,w042,조니워커 그린라벨 15년,rule,2026-05_dailyshot.csv
조니워커 그린라벨 15년,matched,w042,조니워커 그린라벨 15년,rule,whisky-list.csv
조니워커 그린라벨 700ml,matched,w042,조니워커 그린라벨 15년,rule,2026-04.csv
조니워커 그린에,matched,w042,조니워커 그린라벨 15년,rule,2026-05_dailyshot.csv
조니워커 그린에 700ml,matched,w042,조니워커 그린라벨 15년,rule,2026-05.csv
조니워커 그인라,matched,w042,조니워커 그린라벨 15년,rule,2026-05_dailyshot.csv
조니워커 그인라 700ml,matched,w042,조니워커 그린라벨 15년,rule,2026-05.csv
조니워커 더블 블랙 1L,matched,w051,조니워커 더블블랙,rule,2026-05.csv;2026-05_dailyshot.csv
조니워커 더블랙,matched,w051,조니워커 더블블랙,rule,2026-05_dailyshot.csv
조니워커 더블랙 1L9,matched,w051,조니워커 더블블랙,rule,2026-04.csv
조니워커 더블블랙,matched,w051,조니워커 더블블랙,rule,2026-04.csv;2026-05_dailyshot.csv;whisky-list.csv
조니워커 더블블랙 1L,matched,w051,조니워커 더블블랙,rule,2026-04.csv
조니워커 레드,matched,w049,조니워커 레드라벨,rule,2026-05_dailyshot.csv
조니워커 레드 1.75L,matched,w049,조니워커 레드라벨,rule,2026-04.csv
조니워커 레드 1L,matched,w049,조니워커 레드라벨,rule,2026-05_dailyshot.csv
조니워커 레드 700ml,matched,w049,조니워커 레드라벨,rule,2026-04.csv
조니워커 레드라벨,matched,w049,조니워커 레드라벨,rule,whisky-list.csv
조니워커 블ml,unmatched,,,,2026-04.csv
조니워커 블랙,matched,w050,조니워커 블랙라벨 12년,rule,2026-05_dailyshot.csv
조니워커 블랙 1.75L,matched,w050,조니워커 블랙라벨 12년,rule,2026-04.csv
조니워커 블랙 1L,matched,w050,조니워커 블랙라벨 12년,rule,2026-05_dailyshot.csv
조니워커 블랙 200ml,matched,w050,조니워커 블랙라벨 12년,rule,2026-04.csv
조니워커 블랙 700ml,matched,w050,조니워커 블랙라벨 12년,rule,2026-04.csv;2026-05.csv
조니워커 블랙 누루비,matched,w052,조니워커 블랙 루비,rule,2026-05_dailyshot.csv
조니워커 블랙 누루비 700ml,matched,w052,조니워커 블랙 루비,rule,2026-05.csv
조니워커 블랙 루비,matched,w052,조니워커 블랙 루비,rule,2026-04.csv;2026-05_dailyshot.csv;whisky-list.csv
조니워커 블랙 루비 700ml,matched,w052,조니워커 블랙 루비,rule,2026-04.csv;2026-05.csv
조니워커 블랙 오징어 게임 에디션 750mml,matched,w050,조니워커 블랙라벨 12년,rule,2026-04.csv
조니워커 블랙라베,matched,w050,조니워커 블랙라벨 12년,rule,2026-05_dailyshot.csv
조니워커 블랙라베 700ml,matched,w050,조니워커 블랙라벨 12년,rule,2026-03.csv;2026-04.csv;2026-05.csv
조니워커 블랙라베4,matched,w050,조니워커 블랙라벨 12년,rule,2026-03.csv;2026-05_dailyshot.csv
조니워커 블랙라벨,matched,w050,조니워커 블랙라벨 12년,rule,2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv
조니워커 블랙라벨 12년,matched,w050,조니워커 블랙라벨 12년,rule,whisky-list.csv
조니워커 블랙라벨 700ml,matched,w050,조니워커 블랙라벨 12년,rule,2026-04.csv
조니워커 블랙루비,matched,w052,조니워커 블랙 루비,rule,2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv
조니워커 블랙루비 700ml,matched,w052,조니워커 블랙 루비,rule,2026-05.csv
조니워커 블로라,matched,w053,조니워커 블루라벨,rule,2026-05_dailyshot.csv
조니워커 블로라 750ml,matched,w053,조니워커 블루라벨,rule,2026-05.csv
조니워커 블루,matched,w053,조니워커 블루라벨,rule,2026-05_dailyshot.csv
조니워커 블루 1L,matched,w053,조니워커 블루라벨,rule,2026-05_dailyshot.csv
조니워커 블루 500ml,matched,w053,조니워커 블루라벨,rule,2026-04.csv
조니워커 블루 700ml,matched,w053,조니워커 블루라벨,rule,2026-03.csv
조니워커 블루 750ml,matched,w053,조니워커 블루라벨,rule,2026-04.csv
조니워커 블루 750mml,matched,w053,조니워커 블루라벨,rule,2026-04.csv;2026-05.csv
조니워커 블루 우마미 1L 51만8,matched,w053,조니워커 블루라벨,rule,2026-04.csv
조니워커 블루라,matched,w053,조니워커 블루라벨,rule,2026-05_dailyshot.csv
조니워커 블루라 750ml,matched,w053,조니워커 블루라벨,rule,2026-04.csv
조니워커 블루라베,matched,w053,조니워커 블루라벨,rule,2026-05_dailyshot.csv
조니워커 블루라베 750mml,matched,w053,조니워커 블루라벨,rule,2026-05.csv
조니워커 블루라벨,matched,w053,조니워커 블루라벨,rule,2026-05_dailyshot.csv;whisky-list.csv
조니워커 블루라벨 500ml,matched,w053,조니워커 블루라벨,rule,2026-04.csv
조니워커 블루라벨 엑스오디네어,matched,w053,조니워커 블루라벨,rule,2026-05_dailyshot.csv
조니워커블 블루,matched,w053,조니워커 블루라벨,rule,2026-05_dailyshot.csv
조니워커블 블루 750ml,matched,w053,조니워커 블루라벨,rule,2026-05.csv
주라 10년 700ml,unmatched,,,,2026-04.csv
주라 12년 쉐리케스크 700ml,unmatched,,,,2026-04.csv
주라 18년,unmatched,,,,2026-05_dailyshot.csv
주라 18년 700ml,unmatched,,,,2026-04.csv
진 법원위스키,unmatched,,,,2026-05_dailyshot.csv
진 법원위스키 1L,unmatched,,,,2026-05.csv
진빈 법원 유스키,matched,w065,짐빔 화이트,rule,2026-05_dailyshot.csv
진빈 법원 유스키 1L,matched,w065,짐빔 화이트,rule,2026-03.csv
진빔,matched,w065,짐빔 화이트,rule,2026-05_dailyshot.csv
진빔 1L,matched,w065,짐빔 화이트,rule,2026-04.csv
진빔 700ml,matched,w065,짐빔 화이트,rule,2026-03.csv
진빔 버유스키,matched,w065,짐빔 화이트,rule,2026-05_dailyshot.csv
진빔 버유스키 1L,matched,w065,짐빔 화이트,rule,2026-04.csv
진빔 법원위스키,matched,w065,짐빔 화이트,rule,2026-05_dailyshot.csv
진빔 법원위스키 1L,matched,w065,짐빔 화이트,rule,2026-05.csv
진빔 법원이스키,matched,w065,짐빔 화이트,rule,2026-05_dailyshot.csv
진빔 법원이스키 1L,matched,w065,짐빔 화이트,rule,2026-03.csv
진빔 하이트 750ml,matched,w065,짐빔 화이트,rule,2026-04.csv
진빔 허니 750ml,unmatched,,,,2026-04.csv
진빔 화이트,matched,w065,짐빔 화이트,rule,2026-05_dailyshot.csv;2026-05_whiskeypick_traders_guwol.csv
진빔 화이트 1L,matched,w065,짐빔 화이트,rule,2026-04.csv
진빔 화이트 750ml,matched,w065,짐빔 화이트,rule,2026-04.csv;2026-05.csv
진빔 화이트 750mml,matched,w065,짐빔 화이트,rule,2026-04.csv;2026-05.csv
짐빔,matched,w065,짐빔 화이트,rule,2026-04.csv;2026-05_dailyshot.csv
짐빔 버번 위스키,matched,w065,짐빔 화이트,rule,2026-05_dailyshot.csv
짐빔 버번 위스키 1L,matched,w065,짐빔 화이트,rule,2026-03.csv
짐빔 블랙 1L,unmatched,,,,2026-05_dailyshot.csv
짐빔 화이트,matched,w065,짐빔 화이트,rule,2026-04.csv;2026-05_dailyshot.csv;whisky-list.csv
짐빔 화이트 1L,matched,w065,짐빔 화이트,rule,2026-05_dailyshot.csv
