순위,식당명,카테고리,대분류,도로명주소,전화,도보거리_m,도보_분,콜키지태그,위스키신호,평판점수,user_score,리뷰수,confidence,대표사진,네이버지도,식당ID,lat,lng,추천_위스키종류,대안_위스키종류,페어링근거
56,베네티,레스토랑,웨스턴(양식),서울특별시 강남구 강남대로110길 14 3층,0507-1352-9539,665,10,콜키지프리,,68,3.7,6,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%B2%A0%EB%84%A4%ED%8B%B0,y7b7eyI3Mppv,37.503801,127.0260985,스페이사이드(과일몰트),재패니즈(하이볼),토마토·치즈·크림에 가벼운 배·사과향 식사주; 하이볼로도 무난.
57,청기와타운 역삼점,돼지갈비,고기,서울특별시 강남구 논현로85길 11 2층,0507-1490-6601,793,12,콜키지프리,,68,4,3,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%B2%AD%EA%B8%B0%EC%99%80%ED%83%80%EC%9A%B4%20%EC%97%AD%EC%82%BC%EC%A0%90,5faq5qtUx28K,37.4990559,127.0365023,재패니즈(하이볼),피트(스모키),하이볼 탄산이 기름 절단(클래식); 피트는 숯불 훈연 동조.
58,군선생 강남점,"생선구이, 고등어구이",물고기·해산물,서울특별시 서초구 강남대로55길 24 풍림아이원매직 지하1층,02-587-1676,301,4,콜키지프리,,67,3.6,3,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EA%B5%B0%EC%84%A0%EC%83%9D%20%EA%B0%95%EB%82%A8%EC%A0%90,6bLGgjd91JRS,37.4957149,127.0256858,피트(스모키),코스탈(해안 몰트),구운 등푸른생선 기름·바다향에 피트의 해풍·후추 동조.
59,푸에르코 역삼,"고깃집, 이베리코",고기,서울특별시 강남구 테헤란로 146 지하 1층,0507-1318-0093,721,11,콜키지프리,,67,4,4,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%ED%91%B8%EC%97%90%EB%A5%B4%EC%BD%94%20%EC%97%AD%EC%82%BC,cUVa1m29s701,37.5000386,127.0353516,재패니즈(하이볼),피트(스모키),하이볼 탄산이 기름 절단(클래식); 피트는 숯불 훈연 동조.
60,회판장 강남점,"횟집, 숙성회",물고기·해산물,서울특별시 강남구 강남대로96길 11-4 지하1층,,245,4,콜키지프리,,66,4.5,3,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%ED%9A%8C%ED%8C%90%EC%9E%A5%20%EA%B0%95%EB%82%A8%EC%A0%90,oM8zrnhM94CF,37.5001217,127.0280242,코스탈(해안 몰트),스페이사이드(과일몰트),해안 몰트의 해풍·미네랄이 회의 바다향과 동조; 피트 없는 경량 몰트로 담백함 보존.
61,노란상소갈비 강남직영점,"소갈비, 생갈비",고기,서울특별시 강남구 테헤란로8길 11-7 1층,0507-1420-9321,395,6,콜키지프리,,66,4,3,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%85%B8%EB%9E%80%EC%83%81%EC%86%8C%EA%B0%88%EB%B9%84%20%EA%B0%95%EB%82%A8%EC%A7%81%EC%98%81%EC%A0%90,wDilom4ZEQRb,37.4983455,127.032071,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
62,화설 강남점,"한우, 흑우",고기,서울특별시 서초구 서초대로73길 38 1층,0507-1393-1254,411,6,콜키지프리,,66,3.6,3,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%ED%99%94%EC%84%A4%20%EA%B0%95%EB%82%A8%EC%A0%90,IKFgyL3r1zdK,37.5006804,127.0244965,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
63,육미당 몽산,"소고기, 고기집",고기,서울특별시 강남구 강남대로96길 15 2층,0507-1309-9829,241,4,콜키지프리,,65,5,2,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%9C%A1%EB%AF%B8%EB%8B%B9%20%EB%AA%BD%EC%82%B0,7NwvsDAd6y9L,37.500038,127.0283058,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
64,푸에르코 강남 WEST,"고깃집, 한우",고기,서울특별시 서초구 강남대로53길 8 2층 푸에르코 강남 WEST,0507-1493-0230,383,6,콜키지프리,,65,5,1,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%ED%91%B8%EC%97%90%EB%A5%B4%EC%BD%94%20%EA%B0%95%EB%82%A8%20WEST,jhp1tZ8XJC3J,37.4945096,127.0280229,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
65,송추가마골 인어반 강남점,갈비탕,한식·기타,서울특별시 강남구 테헤란로 134 포스코타워 역삼 지하 1층,02-554-9290,568,8,콜키지프리,,65,3.5,5,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%86%A1%EC%B6%94%EA%B0%80%EB%A7%88%EA%B3%A8%20%EC%9D%B8%EC%96%B4%EB%B0%98%20%EA%B0%95%EB%82%A8%EC%A0%90,7wI1DFlaXMEY,37.4995167,127.0337421,블렌디드(하이볼),버번,"진한 국물·마늘·기름엔 부드러운 블렌디드, 하이볼로 입가심."
66,그릴640,고깃집,고기,서울특별시 강남구 테헤란로16길 13 동원빌딩 1층,0507-1312-0640,570,9,콜키지프리,,65,3.7,4,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EA%B7%B8%EB%A6%B4640,vcMXwHn1RZps,37.4986769,127.0340199,재패니즈(하이볼),피트(스모키),하이볼 탄산이 기름 절단(클래식); 피트는 숯불 훈연 동조.
67,든든아구 강남본점,"아구찜, 아구수육",물고기·해산물,서울특별시 강남구 역삼로 140 1층,02-538-9233,751,11,콜키지프리,,65,4.5,1,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%93%A0%EB%93%A0%EC%95%84%EA%B5%AC%20%EA%B0%95%EB%82%A8%EB%B3%B8%EC%A0%90,kXtx3k2rCHlQ,37.4943922,127.0348658,블렌디드(하이볼),버번,"진한 국물·마늘·기름엔 부드러운 블렌디드, 하이볼로 입가심."
68,아카사카일식 강남역본점,"복어, 복국",물고기·해산물,서울특별시 서초구 서초대로74길 23 서초타운트라팰리스 지하1층,0507-1385-1386,265,4,콜키지무료,,64,3.8,15,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%95%84%EC%B9%B4%EC%82%AC%EC%B9%B4%EC%9D%BC%EC%8B%9D%20%EA%B0%95%EB%82%A8%EC%97%AD%EB%B3%B8%EC%A0%90,qRsNplG3ZXOV,37.4955913,127.0271262,코스탈(해안 몰트),스페이사이드(과일몰트),해안 몰트의 해풍·미네랄이 회의 바다향과 동조; 피트 없는 경량 몰트로 담백함 보존.
69,도원반점 강남역직영점,"중식, 짜장면",중식,서울특별시 강남구 역삼로5길 22 지상1층,0507-1342-4959,485,7,콜키지무료,,64,4.5,1,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%8F%84%EC%9B%90%EB%B0%98%EC%A0%90%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A7%81%EC%98%81%EC%A0%90,gWcXgTRizN73,37.4953441,127.0320369,블렌디드(하이볼),버번,기름진 볶음·소스엔 하이볼 탄산이 느끼함 정리.
70,근성순대,"막걸리, 순대",한식·기타,서울특별시 강남구 테헤란로25길 15 지하1층,0507-1318-1695,784,12,콜키지무료,,64,4.2,2,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EA%B7%BC%EC%84%B1%EC%88%9C%EB%8C%80,0Lj8ZAILzke1,37.5015906,127.0352195,블렌디드(하이볼),버번,"진한 국물·마늘·기름엔 부드러운 블렌디드, 하이볼로 입가심."
71,담미온 강남역점,"국밥, 족발",한식·기타,서울특별시 서초구 강남대로55길 9-11 2층,0507-1395-9883,321,5,콜키지프리,,63,4,1,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%8B%B4%EB%AF%B8%EC%98%A8%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A0%90,rNp9ciIo6hsH,37.4950573,127.0276987,블렌디드(하이볼),버번,"진한 국물·마늘·기름엔 부드러운 블렌디드, 하이볼로 입가심."
72,어메이징타이,"쌀국수, 팟타이",한식·기타,서울특별시 서초구 강남대로65길 12 207호,0507-1465-7379,377,6,콜키지무료,,63,3.6,6,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%96%B4%EB%A9%94%EC%9D%B4%EC%A7%95%ED%83%80%EC%9D%B4,bU5o0wm8potl,37.500437,127.0247292,하이랜드(균형/시트러스),블렌디드(하이볼),허브·라임·약한 매운맛에 시트러스 과일향이 산뜻.
73,도정육관 강남본점,"고깃집, 솥밥",고기,서울특별시 서초구 서초대로78길 42 1층,0507-1314-1270,438,7,콜키지프리,,63,4.6,2,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%8F%84%EC%A0%95%EC%9C%A1%EA%B4%80%20%EA%B0%95%EB%82%A8%EB%B3%B8%EC%A0%90,YMDz0H3zuxK9,37.4940339,127.0282402,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
74,타닥타닥솥밥,솥밥,한식·기타,서울 강남구 강남대로94길 70 B01층,0507-1395-6673,551,8,콜키지프리,,63,3.2,3,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%ED%83%80%EB%8B%A5%ED%83%80%EB%8B%A5%EC%86%A5%EB%B0%A5,iXaQTLMXxi42,37.5006399,127.0328639,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
75,투뿔등심,"한우, 숙성등심",고기,서울특별시 강남구 테헤란로4길 6 센트럴 푸르지오시티 2층,0507-1404-8456,155,2,콜키지프리,,62,4.1,5,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%ED%88%AC%EB%BF%94%EB%93%B1%EC%8B%AC,rGt45DbGGE7t,37.4976709,127.029341,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
76,명문어가,"문어, 피문어",물고기·해산물,서울특별시 강남구 논현로79길 56 지상 1층 101호,0507-1326-8067,627,9,콜키지프리,,62,3.5,1,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%AA%85%EB%AC%B8%EC%96%B4%EA%B0%80,L7rE0PSlBgH3,37.4963256,127.0344322,코스탈(해안 몰트),스페이사이드(과일몰트),해안 몰트의 해풍·미네랄이 회의 바다향과 동조; 피트 없는 경량 몰트로 담백함 보존.
77,한우부티크 강남점,"한우, 와인",고기,서울특별시 서초구 서초대로78길 38 8층,0507-1440-3442,377,6,콜키지무료,,61,5,2,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%ED%95%9C%EC%9A%B0%EB%B6%80%ED%8B%B0%ED%81%AC%20%EA%B0%95%EB%82%A8%EC%A0%90,jQNYEfCorDLw,37.4945906,127.028286,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
78,바른고기정육점 강남점,"한우, 소고기",고기,서울특별시 강남구 테헤란로 110 지하1층,02-501-7020,163,2,콜키지프리,,60,4.2,4,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%B0%94%EB%A5%B8%EA%B3%A0%EA%B8%B0%EC%A0%95%EC%9C%A1%EC%A0%90%20%EA%B0%95%EB%82%A8%EC%A0%90,UNCCJf7Dix8g,37.4980858,127.0294592,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
79,육품 강남본점,"고깃집, 이베리코목살",고기,서울특별시 강남구 테헤란로1길 28-1,0507-1351-4102,262,4,콜키지프리,,60,3,1,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%9C%A1%ED%92%88%20%EA%B0%95%EB%82%A8%EB%B3%B8%EC%A0%90,sDfpSDjk6LgQ,37.5002943,127.0276844,재패니즈(하이볼),피트(스모키),하이볼 탄산이 기름 절단(클래식); 피트는 숯불 훈연 동조.
80,광복집 역삼본점,"뭉티기, 한우",고기,서울특별시 강남구 테헤란로13길 8-3 지하1층,0507-1440-6585,531,8,콜키지프리,,60,4.5,1,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EA%B4%91%EB%B3%B5%EC%A7%91%20%EC%97%AD%EC%82%BC%EB%B3%B8%EC%A0%90,Y4etg8yjeW0Z,37.500426,127.0327622,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
81,중식당 표량,중식,중식,서울특별시 서초구 서운로 133 2층 중식당표량,010-3086-8998,381,6,콜키지프리,,59,4.9,3,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%A4%91%EC%8B%9D%EB%8B%B9%20%ED%91%9C%EB%9F%89,dqLGfDQzG6o5,37.4953495,127.0248019,블렌디드(하이볼),버번,기름진 볶음·소스엔 하이볼 탄산이 느끼함 정리.
82,라무진 강남역점,"양갈비, 양고기",고기,서울특별시 강남구 테헤란로6길 26 1층 라무진 강남역점,02-561-1109,326,5,콜키지프리,,58,4,2,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%9D%BC%EB%AC%B4%EC%A7%84%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A0%90,oiWxH0OLfsUr,37.4968349,127.0310391,피트(스모키),셰리,누린향·쯔란(커민)에 피트 훈연이 '훈제양고기'처럼 동조; 셰리는 풍미를 받쳐줌.
83,더막창스,"막창, 곱창",고기,서울특별시 서초구 서초대로77길 37 서초동월드 106호,0507-1459-8593,402,6,콜키지프리,,58,3.9,43,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%8D%94%EB%A7%89%EC%B0%BD%EC%8A%A4,dAau1voMXHoC,37.5009217,127.0250411,버번,피트(스모키),버번 단맛+도수로 기름·잡내 정리; 피트는 숯불 불향과 훈연 동조.
84,검탄소,"한우, 정육점식당",고기,서울특별시 강남구 역삼로 106 BIEL 1층 102호,0507-1441-9313,612,9,콜키지프리,,58,3.7,2,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EA%B2%80%ED%83%84%EC%86%8C,xZPSKJdc1lGb,37.4931101,127.0309498,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
85,스터번,"스테이크, 드라이에이징스테이크",웨스턴(양식),서울특별시 강남구 테헤란로7길 11 한덕빌딩 1층,0507-1427-8100,331,5,콜키지프리,,57,4.4,6,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%8A%A4%ED%84%B0%EB%B2%88,SvkSOhD24PJn,37.499873,127.0304806,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
86,대진도원참치 강남역점,"참치, 참치무한리필",물고기·해산물,서울특별시 강남구 테헤란로 113 목화밀라트 지하1층 제비101호,0507-1473-4588,206,3,콜키지프리,,55,3.6,11,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%8C%80%EC%A7%84%EB%8F%84%EC%9B%90%EC%B0%B8%EC%B9%98%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A0%90,FOQFk11Mq9D0,37.4988646,127.0296469,피트(스모키),코스탈(해안 몰트),지방 오른 생선엔 옅은 피트의 후추·훈연이 기름 정리.
87,나주곰탕,"곰탕, 수육",한식·기타,서울특별시 강남구 강남대로94길 95,0507-1358-2907,744,11,콜키지프리,,55,3.3,2,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EB%82%98%EC%A3%BC%EA%B3%B0%ED%83%95,IjSqiOZtpVzF,37.501148,127.035028,블렌디드(하이볼),버번,"진한 국물·마늘·기름엔 부드러운 블렌디드, 하이볼로 입가심."
88,국밥쟁이 강남역점,"국밥, 국밥집",한식·기타,서울특별시 서초구 서초대로77길 9 지하1층 국밥쟁이,0507-1416-9292,122,2,콜키지프리,위스키검색매칭,53,4,1,위스키신호有(매장확인),,https://map.naver.com/p/search/%EA%B5%AD%EB%B0%A5%EC%9F%81%EC%9D%B4%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A0%90,KnR9NCS3M8WG,37.4985008,127.0264291,블렌디드(하이볼),버번,"진한 국물·마늘·기름엔 부드러운 블렌디드, 하이볼로 입가심."
89,우탭 강남점,"한우, 소고기",고기,서울특별시 서초구 서초대로78길 22 홍우빌딩 B1,0507-1363-9974,224,3,콜키지프리,,52,4.5,2,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%9A%B0%ED%83%AD%20%EA%B0%95%EB%82%A8%EC%A0%90,cID3uuyvTVKT,37.49593,127.0275179,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
90,서동한우 강남점,"한우, 드라이에이징",고기,서울특별시 서초구 서초대로74길 29 서초파라곤 2층,02-3474-9297,318,5,콜키지무료,,45,0,0,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%84%9C%EB%8F%99%ED%95%9C%EC%9A%B0%20%EA%B0%95%EB%82%A8%EC%A0%90,kvZbii0m2VwE,37.4950921,127.0273178,셰리,버번,셰리 건과일·견과가 숙성육 감칠맛·마이야르에 층을 더함; 버번 도수로 마블링 절단.
91,와인공간,"와인바, 샴페인",바·주류,"서울 서초구 강남대로55길 9-15 반석빌딩 3층, 와인공간 (서초동)",010-5805-5207,356,5,콜키지프리,,44,0,0,콜키지프리(주종확인필요),,https://map.naver.com/p/search/%EC%99%80%EC%9D%B8%EA%B3%B5%EA%B0%84,hYPhKZtF6mZR,37.4947509,127.027963,셰리,스페이사이드(과일몰트),"치즈·차콘 안주와 식후 한 잔, 셰리 단맛이 디저트처럼 마무리."
