위스키명,브랜드,표시가_USD,마일리지할인율_%,할인가_USD,정상가_USD,할인율_%,누적판매,리뷰수,평점,재고,구매가능,소분류,상품코드,SKU,상품URL
고든앤맥패일 코노세어초이스 하이랜드 파크 1998 25년 700ml,고든 앤 맥패일,305.558,35.0,449.35,473.0,5.0,212,0,0.0,0,N,1220:싱글몰트 위스키,5677224,115431000188,https://www.shilladfs.com/estore/kr/ko/p/5677224
시크릿 스페이사이드 Caperdonich 21년 Peated 700ml,글렌리벳,145.0,50.0,145.0,290.0,50.0,68,1,2.0,6,Y,1220:싱글몰트 위스키,5065826,110431000021,https://www.shilladfs.com/estore/kr/ko/p/5065826
아드벡 스모크트레일즈 배치3 1000ml,아드벡,,,71.25,95.0,25.0,44,0,0.0,6,Y,1220:싱글몰트 위스키,5867964,108631000065,https://www.shilladfs.com/estore/kr/ko/p/5867964
더 패밀리 캐스크스 2006_S24 700ml,글렌파클라스,288.116,35.0,423.7,446.0,5.0,133,0,0.0,0,N,1220:싱글몰트 위스키,5548855,265931000012,https://www.shilladfs.com/estore/kr/ko/p/5548855
NEW 올트모어 25년 (1st Fill 올로로소 쉐리) 500ml,올트모어,231.46750000000003,48.0,420.85,443.0,5.0,146,2,10.0,5,Y,1220:싱글몰트 위스키,5560833,113531000085,https://www.shilladfs.com/estore/kr/ko/p/5560833
미야기쿄 싱글 몰트 그란데 700ml,닛카 위스키,87.78,20.0,104.5,110.0,5.0,140,2,10.0,6,Y,1220:싱글몰트 위스키,5804865,292531000001,https://www.shilladfs.com/estore/kr/ko/p/5804865
아드벡 코리브레칸 700ml,아드벡,,,83.25,111.0,25.0,243,0,0.0,0,N,1220:싱글몰트 위스키,5786504,108631000057,https://www.shilladfs.com/estore/kr/ko/p/5786504
와일드무어 23년 웨이킹 포레스트 700ml,와일드무어,101.52,46.0,101.52,188.0,46.0,132,0,0.0,6,Y,1211:블렌디드 위스키,5399821,279331000002,https://www.shilladfs.com/estore/kr/ko/p/5399821
글렌글라사 샌드엔드 700ml,GLENGLASSAUGH,35.910000000000004,49.0,66.5,70.0,5.0,299,1,8.0,6,Y,1220:싱글몰트 위스키,5534637,114931000062,https://www.shilladfs.com/estore/kr/ko/p/5534637
발렌타인 15년 GLENBURGIE 700ml,발렌타인,39.69,51.0,39.69,81.0,51.0,292,0,0.0,6,Y,1220:싱글몰트 위스키,5499394,046131000056,https://www.shilladfs.com/estore/kr/ko/p/5499394
조니워커 골드 리저브 1000ml,조니워커,47.52,46.0,79.2,88.0,10.0,105,2,9.0,6,Y,1211:블렌디드 위스키,5667234,046331000062,https://www.shilladfs.com/estore/kr/ko/p/5667234
발베니 11년 헝가리안 캐스크 700ml,발베니,63.8,42.0,63.8,110.0,42.0,660,3,9.33333333,6,Y,1220:싱글몰트 위스키,5526820,112231000036,https://www.shilladfs.com/estore/kr/ko/p/5526820
로얄살루트 21년 Peated Blend 700ml,로얄살루트,140.03,30.0,190.0,200.0,5.0,491,3,10.0,6,Y,1211:블렌디드 위스키,5081231,110231000021,https://www.shilladfs.com/estore/kr/ko/p/5081231
글렌파클라스 105 1000ml,글렌파클라스,75.411,40.0,119.7,126.0,5.0,660,0,0.0,6,Y,1220:싱글몰트 위스키,5226622,265931000001,https://www.shilladfs.com/estore/kr/ko/p/5226622
시바스리갈 25년 700ml,시바스리갈,272.35835000000003,30.0,369.55,389.0,5.0,154,3,10.0,6,Y,1211:블렌디드 위스키,5070398,110331000003,https://www.shilladfs.com/estore/kr/ko/p/5070398
페넬로페 리오 750ml,페닐로페,183.6,10.0,183.6,204.0,10.0,113,0,0.0,6,Y,1220:싱글몰트 위스키,5905723,287531000012,https://www.shilladfs.com/estore/kr/ko/p/5905723
글렌알라키 17Y 미즈나라 700mL,글렌알라키,296.02000000000004,22.0,361.0,380.0,5.0,879,11,9.63636364,0,N,1220:싱글몰트 위스키,5744591,265631000017,https://www.shilladfs.com/estore/kr/ko/p/5744591
고든앤맥패일 디스틸러리 링크우드 25년 700ml,고든 앤 맥패일,244.188,35.0,359.1,378.0,5.0,78,0,0.0,0,N,1220:싱글몰트 위스키,5677238,115431000187,https://www.shilladfs.com/estore/kr/ko/p/5677238
NEW 올트모어 18년 (마데이라) 500ml,올트모어,67.68750000000001,46.0,118.75,125.0,5.0,281,2,9.0,6,Y,1220:싱글몰트 위스키,5560831,113531000087,https://www.shilladfs.com/estore/kr/ko/p/5560831
조니워커 더블 블랙 1000ml,조니워커,32.16,52.0,32.16,67.0,52.0,541,4,9.5,6,Y,1211:블렌디드 위스키,3625938,046331000029,https://www.shilladfs.com/estore/kr/ko/p/3625938
카발란 콘서트마스터 1000ml,카발란,52.800000000000004,40.0,70.4,88.0,20.0,285,0,0.0,6,Y,1220:싱글몰트 위스키,5101466,249031000001,https://www.shilladfs.com/estore/kr/ko/p/5101466
발렌타인 21년 500ml,발렌타인,84.71815,30.0,114.95,121.0,5.0,111,0,0.0,6,Y,1211:블렌디드 위스키,5900540,046131000065,https://www.shilladfs.com/estore/kr/ko/p/5900540
카발란 올로로소 쉐리 솔리스트 1000ml,카발란,171.0,10.0,171.0,190.0,10.0,2467,4,9.5,1,Y,1220:싱글몰트 위스키,5101467,249031000004,https://www.shilladfs.com/estore/kr/ko/p/5101467
Balblair 21 Years Old 700ml,발블레어,208.62,45.0,342.0,380.0,10.0,42,0,0.0,0,N,1220:싱글몰트 위스키,5865412,265731000008,https://www.shilladfs.com/estore/kr/ko/p/5865412
올트모어 19년 CS 한정판 (토니포트) 700ml,올트모어,198.36,45.0,342.0,360.0,5.0,157,0,0.0,0,N,1220:싱글몰트 위스키,5541881,113531000079,https://www.shilladfs.com/estore/kr/ko/p/5541881
아드벡 우거다일 700ml,아드벡,,,68.25,91.0,25.0,308,0,0.0,0,N,1220:싱글몰트 위스키,5713333,108631000058,https://www.shilladfs.com/estore/kr/ko/p/5713333
브룩라디 블랙아트 11 700ml,브룩라디,,,337.5,450.0,25.0,442,1,4.0,0,N,1220:싱글몰트 위스키,5610610,085131000085,https://www.shilladfs.com/estore/kr/ko/p/5610610
보모어 16년 700ml,보모어,,,60.5,110.0,45.0,417,1,10.0,6,Y,1220:싱글몰트 위스키,5524532,114231000053,https://www.shilladfs.com/estore/kr/ko/p/5524532
카발란 클래식 1000ml,카발란,65.4,40.0,87.2,109.0,20.0,741,2,10.0,6,Y,1220:싱글몰트 위스키,5101821,249031000002,https://www.shilladfs.com/estore/kr/ko/p/5101821
듀어스 더블더블 30년 500ml,듀어스,177.65,48.0,323.0,340.0,5.0,385,4,10.0,6,Y,1211:블렌디드 위스키,5547656,113531000073,https://www.shilladfs.com/estore/kr/ko/p/5547656
카발란 페드로히메네즈 솔리스트 750ml,카발란,319.2,20.0,319.2,399.0,20.0,2932,5,10.0,0,N,1220:싱글몰트 위스키,5101643,249031000010,https://www.shilladfs.com/estore/kr/ko/p/5101643
발렌타인 21년 아티스트 에디션 5 700ml,발렌타인,116.92505,30.0,158.65,167.0,5.0,15,0,0.0,6,Y,1211:블렌디드 위스키,5945876,046131000067,https://www.shilladfs.com/estore/kr/ko/p/5945876
글렌드로낙 10년 1000ml,글렌드로낙,47.88,40.0,76.0,80.0,5.0,562,1,10.0,6,Y,1220:싱글몰트 위스키,5088303,114931000033,https://www.shilladfs.com/estore/kr/ko/p/5088303
폴 존 올로로소 쉐리 700ml,폴 존,52.8675,50.0,99.75,105.0,5.0,167,0,0.0,0,N,1220:싱글몰트 위스키,5312120,249031000024,https://www.shilladfs.com/estore/kr/ko/p/5312120
보모어 24년 프랭크 콰이어틀리 4 700ml,보모어,,,295.8,510.0,42.0,683,6,10.0,6,Y,1220:싱글몰트 위스키,5489102,114231000048,https://www.shilladfs.com/estore/kr/ko/p/5489102
폴 존 피티드 1000ml,폴 존,42.0,58.0,42.0,100.0,58.0,73,0,0.0,6,Y,1220:싱글몰트 위스키,5311922,249031000023,https://www.shilladfs.com/estore/kr/ko/p/5311922
발베니 21년 포트우드 700ml,발베니,288.0,20.0,288.0,360.0,20.0,90,1,10.0,6,Y,1220:싱글몰트 위스키,5479261,112231000037,https://www.shilladfs.com/estore/kr/ko/p/5479261
시크릿 스페이사이드 Longmorn 18년 700ml,글렌리벳,70.3,30.0,95.0,100.0,5.0,447,3,7.33333333,6,Y,1220:싱글몰트 위스키,5065830,110431000022,https://www.shilladfs.com/estore/kr/ko/p/5065830
시그나토리 오크니(HP) 2005 캐스크 스트렝스 19년 #31 700ml,시그나토리 빈티지,193.79999999999998,35.0,285.0,300.0,5.0,171,2,10.0,0,N,1220:싱글몰트 위스키,5819169,288631000006,https://www.shilladfs.com/estore/kr/ko/p/5819169
페넬로페 프로젝트 X 메이플 브륄레 750ml,페닐로페,71.2,20.0,71.2,89.0,20.0,63,0,0.0,6,Y,1220:싱글몰트 위스키,5916221,287531000014,https://www.shilladfs.com/estore/kr/ko/p/5916221
발렌타인 25년 GLENBURGIE 700ml,발렌타인,279.3,30.0,279.3,399.0,30.0,76,0,0.0,6,Y,1220:싱글몰트 위스키,5885749,046131000069,https://www.shilladfs.com/estore/kr/ko/p/5885749
더 글렌그란트 21년 700ml,더 글렌그란트,174.08,49.0,272.0,340.0,20.0,905,5,10.0,6,Y,1220:싱글몰트 위스키,5300501,257131000006,https://www.shilladfs.com/estore/kr/ko/p/5300501
글렌알라키 8년 700ml,글렌알라키,35.0168,62.0,67.34,91.0,26.0,145,0,0.0,6,Y,1220:싱글몰트 위스키,5249072,265631000001,https://www.shilladfs.com/estore/kr/ko/p/5249072
벤리악 Triple Distilled 10년 1000ml,벤리악,38.038000000000004,51.0,73.15,77.0,5.0,130,0,0.0,6,Y,1220:싱글몰트 위스키,5303576,114931000042,https://www.shilladfs.com/estore/kr/ko/p/5303576
싱글톤 가든스 오브 어번던스 - 딥 포레스트 리치 700ml,싱글톤,146.3,48.0,266.0,280.0,5.0,115,1,10.0,6,Y,1220:싱글몰트 위스키,5479002,111231000047,https://www.shilladfs.com/estore/kr/ko/p/5479002
글렌알라키 18Y(24RB) 700mL,글렌알라키,182.78949999999998,33.0,257.45,271.0,5.0,306,0,0.0,6,Y,1220:싱글몰트 위스키,5691284,265631000015,https://www.shilladfs.com/estore/kr/ko/p/5691284
부쉬밀 버번 캐스크 15년 700ml,부쉬밀,53.865,40.0,85.5,90.0,5.0,198,2,10.0,6,Y,1220:싱글몰트 위스키,5200759,130531000020,https://www.shilladfs.com/estore/kr/ko/p/5200759
폴존 미투나 750ml,폴 존,126.5,45.0,126.5,230.0,45.0,21,0,0.0,6,Y,1220:싱글몰트 위스키,5461894,249031000055,https://www.shilladfs.com/estore/kr/ko/p/5461894
아케시 리슌 700ml,아케시,252.5,50.0,252.5,505.0,50.0,135,0,0.0,6,Y,1220:싱글몰트 위스키,5513163,276131000004,https://www.shilladfs.com/estore/kr/ko/p/5513163
에버펠디 12년 마데이라 캐스크 700ml,에버펠디,33.231,50.0,62.7,66.0,5.0,118,0,0.0,5,Y,1220:싱글몰트 위스키,5490012,113531000083,https://www.shilladfs.com/estore/kr/ko/p/5490012
더 글렌리벳 19년 700ml,글렌리벳,91.39,30.0,123.5,130.0,5.0,283,0,0.0,0,N,1220:싱글몰트 위스키,5828030,110431000037,https://www.shilladfs.com/estore/kr/ko/p/5828030
보모어 14년 700ml,보모어,,,37.4,68.0,45.0,158,0,0.0,6,Y,1220:싱글몰트 위스키,5524536,114231000052,https://www.shilladfs.com/estore/kr/ko/p/5524536
시그나토리 글렌기어리 2011 12년 스몰배치 #14 700ml,시그나토리 빈티지,59.5,50.0,59.5,119.0,50.0,220,3,10.0,6,Y,1220:싱글몰트 위스키,5788002,288631000004,https://www.shilladfs.com/estore/kr/ko/p/5788002
에버펠디 16년 마데이라 700ml,에버펠디,64.125,49.0,118.75,125.0,5.0,254,0,0.0,6,Y,1220:싱글몰트 위스키,5336801,113531000080,https://www.shilladfs.com/estore/kr/ko/p/5336801
라프로익 포오크 2023 1000ml,라프로익,40.508,51.0,77.9,82.0,5.0,117,1,10.0,6,Y,1220:싱글몰트 위스키,5368246,114131000037,https://www.shilladfs.com/estore/kr/ko/p/5368246
잭다니엘 Tennessee Apple 1000ml,잭다니엘,17.29,51.0,33.25,35.0,5.0,541,15,9.2,6,Y,1211:블렌디드 위스키,5303578,114931000044,https://www.shilladfs.com/estore/kr/ko/p/5303578
잭다니엘 블랙라벨 1000ml,잭다니엘,18.62,47.0,33.25,35.0,5.0,675,9,9.55555556,6,Y,1211:블렌디드 위스키,5070932,114931000001,https://www.shilladfs.com/estore/kr/ko/p/5070932
산토리 야마자키 코게이 700ml,산토리,230.0,0.0,230.0,230.0,0.0,4617,19,9.15789474,0,N,1220:싱글몰트 위스키,5368247,114131000038,https://www.shilladfs.com/estore/kr/ko/p/5368247
시그나토리 글렌리벳 2006 캐스크 스트렝스 18년 #901031 700ml,시그나토리 빈티지,180.8705,25.0,228.95,241.0,5.0,481,2,10.0,0,N,1220:싱글몰트 위스키,5819168,288631000005,https://www.shilladfs.com/estore/kr/ko/p/5819168
몰트락 네버바운드 700ml,몰트락,95.75999999999999,20.0,114.0,120.0,5.0,39,0,0.0,6,Y,1220:싱글몰트 위스키,5845281,111231000053,https://www.shilladfs.com/estore/kr/ko/p/5845281
레드브레스트 18년 700ml,제임슨,112.0,44.0,112.0,200.0,44.0,141,0,0.0,0,N,1211:블렌디드 위스키,5769824,110531000008,https://www.shilladfs.com/estore/kr/ko/p/5769824
시그나토리 쿨일라 2007 캐스크 스트렝스 17년 #3 700ml,시그나토리 빈티지,224.0,30.0,224.0,320.0,30.0,100,0,0.0,6,Y,1220:싱글몰트 위스키,5895329,288631000008,https://www.shilladfs.com/estore/kr/ko/p/5895329
인드리 700ml,인드리,27.5,50.0,27.5,55.0,50.0,24,0,0.0,6,Y,1220:싱글몰트 위스키,5360892,276731000001,https://www.shilladfs.com/estore/kr/ko/p/5360892
조니워커 블랙 루비 1000ml,조니워커,31.95,55.0,31.95,71.0,55.0,103,0,0.0,6,Y,1211:블렌디드 위스키,5624247,046331000088,https://www.shilladfs.com/estore/kr/ko/p/5624247
시바스리갈 Ultis XX 1000ml,시바스리갈,140.6475,40.0,223.25,235.0,5.0,49,2,5.0,6,Y,1211:블렌디드 위스키,3755407,110331000017,https://www.shilladfs.com/estore/kr/ko/p/3755407
고든앤맥패일 코노세어초이스 스트라스밀 2009 14년 700ml,고든 앤 맥패일,150.51799999999997,35.0,221.35,233.0,5.0,32,0,0.0,0,N,1220:싱글몰트 위스키,5724904,115431000192,https://www.shilladfs.com/estore/kr/ko/p/5724904
로얄살루트 21년 해리스 리드 에디션 700ml,로얄살루트,160.33435,30.0,217.55,229.0,5.0,97,0,0.0,6,Y,1211:블렌디드 위스키,5804217,110231000043,https://www.shilladfs.com/estore/kr/ko/p/5804217
카발란 마스터 셀렉트 넘버 1 1000ml,카발란,81.0,40.0,108.0,135.0,20.0,213,0,0.0,6,Y,1220:싱글몰트 위스키,5707271,249031000047,https://www.shilladfs.com/estore/kr/ko/p/5707271
시그나토리 글렌알라키 2009 캐스크 스트렝스 15년 #900864 700ml,시그나토리 빈티지,180.34799999999998,20.0,214.7,226.0,5.0,185,3,8.66666667,0,N,1220:싱글몰트 위스키,5788000,288631000003,https://www.shilladfs.com/estore/kr/ko/p/5788000
메이커스 마크 1000ml,메이커스마크,28.196,50.0,53.2,56.0,5.0,532,3,10.0,6,Y,1211:블렌디드 위스키,5070543,109831000005,https://www.shilladfs.com/estore/kr/ko/p/5070543
크라이겔라키 13년 1000ml,크라이겔라키,46.284000000000006,45.0,79.8,84.0,5.0,53,1,10.0,6,Y,1220:싱글몰트 위스키,5560825,113531000021,https://www.shilladfs.com/estore/kr/ko/p/5560825
쿠라요시 12년 몰트 700ml,마츠이,102.85,45.0,102.85,187.0,45.0,26,0,0.0,6,Y,1211:블렌디드 위스키,5157350,254631000017,https://www.shilladfs.com/estore/kr/ko/p/5157350
글렌파클라스 15년 700ml,글렌파클라스,67.5,50.0,67.5,135.0,50.0,548,0,0.0,6,Y,1220:싱글몰트 위스키,5226623,265931000004,https://www.shilladfs.com/estore/kr/ko/p/5226623
짐빔 화이트 1000ml,짐빔,11.88,56.0,11.88,27.0,56.0,281,6,9.33333333,6,Y,1211:블렌디드 위스키,5070546,109831000008,https://www.shilladfs.com/estore/kr/ko/p/5070546
더 글렌그란트 10년 1000ml,더 글렌그란트,29.759999999999998,52.0,49.6,62.0,20.0,215,1,10.0,6,Y,1220:싱글몰트 위스키,5173311,257131000003,https://www.shilladfs.com/estore/kr/ko/p/5173311
고든앤맥패일 코노세어초이스 탐나불린 2007 14년 700ml,고든 앤 맥패일,133.72199999999998,35.0,196.65,207.0,5.0,49,0,0.0,0,N,1220:싱글몰트 위스키,5677234,115431000185,https://www.shilladfs.com/estore/kr/ko/p/5677234
더 글렌리벳 12년 1000ml,글렌리벳,38.25,49.0,38.25,75.0,49.0,115,0,0.0,6,Y,1220:싱글몰트 위스키,5615979,110431000015,https://www.shilladfs.com/estore/kr/ko/p/5615979
우드포드 리저브 디스틸러 셀렉트 1000ml,우드포드 리저브,25.650000000000002,49.0,47.5,50.0,5.0,598,1,10.0,6,Y,1211:블렌디드 위스키,5070939,114931000004,https://www.shilladfs.com/estore/kr/ko/p/5070939
옥토모어 14.2 700ml,브룩라디,,,190.0,190.0,0.0,195,1,10.0,6,Y,1220:싱글몰트 위스키,5900470,085131000112,https://www.shilladfs.com/estore/kr/ko/p/5900470
펀다도르 18년 1000ml,펀다도르,190.0,5.0,190.0,200.0,5.0,23,0,0.0,2,Y,1220:싱글몰트 위스키,5166837,114431000027,https://www.shilladfs.com/estore/kr/ko/p/5166837
라프로익 레거시 에디션 700ml,라프로익,62.78,57.0,62.78,146.0,57.0,321,1,10.0,6,Y,1220:싱글몰트 위스키,3612827,114131000014,https://www.shilladfs.com/estore/kr/ko/p/3612827
싱글톤 가든스 오브 어번던스 - 골든 어텀 오차드 1000ml,싱글톤,51.7275,48.0,94.05,99.0,5.0,82,1,10.0,6,Y,1220:싱글몰트 위스키,5478855,111231000045,https://www.shilladfs.com/estore/kr/ko/p/5478855
클라이넬리시 10년 SR FY24 700ml (2023 Special Release),탈리스커,109.09800000000001,45.0,188.1,198.0,5.0,191,0,0.0,0,N,1220:싱글몰트 위스키,5420684,111131000030,https://www.shilladfs.com/estore/kr/ko/p/5420684
듀어스 15년 (New Edition) 1000ml ,듀어스,33.44,48.0,60.8,64.0,5.0,155,0,0.0,6,Y,1211:블렌디드 위스키,5575518,113531000089,https://www.shilladfs.com/estore/kr/ko/p/5575518
BLADNOCH 19YO 700ml,블라드녹,227.2,20.0,227.2,284.0,20.0,207,4,9.5,2,Y,1220:싱글몰트 위스키,5834297,293331000002,https://www.shilladfs.com/estore/kr/ko/p/5834297
글렌알라키 싱글캐스크 2012 11년 OLO  HHD 700ML,글렌알라키,132.84,35.0,184.5,205.0,10.0,464,2,10.0,0,N,1220:싱글몰트 위스키,5536821,265631000014,https://www.shilladfs.com/estore/kr/ko/p/5536821
하이랜드 파크 WOLF 14년 1000ml ,하이랜드 파크,45.9,54.0,90.0,100.0,10.0,185,0,0.0,6,Y,1220:싱글몰트 위스키,5145172,112031000019,https://www.shilladfs.com/estore/kr/ko/p/5145172
발베니 Stories Creation Classic 700ml,발베니,59.59,41.0,59.59,101.0,41.0,1403,3,10.0,6,Y,1220:싱글몰트 위스키,5108415,112231000023,https://www.shilladfs.com/estore/kr/ko/p/5108415
더 글렌리벳 16년 1000ml,글렌리벳,58.65,49.0,58.65,115.0,49.0,103,0,0.0,6,Y,1220:싱글몰트 위스키,5828029,110431000036,https://www.shilladfs.com/estore/kr/ko/p/5828029
와일드터키 101 1000ml,와일드터키,24.96,48.0,24.96,48.0,48.0,421,3,10.0,6,Y,1211:블렌디드 위스키,5173368,257231000002,https://www.shilladfs.com/estore/kr/ko/p/5173368
부나하벤 크루아모나 1000ml,부나하벤,51.84,46.0,86.4,96.0,10.0,231,1,8.0,6,Y,1220:싱글몰트 위스키,5229281,265331000002,https://www.shilladfs.com/estore/kr/ko/p/5229281
우드포드 리저브 Kentucky Derby 적마 에디션 1000ml,우드포드 리저브,30.78,49.0,57.0,60.0,5.0,159,0,0.0,6,Y,1211:블렌디드 위스키,5070956,114931000012,https://www.shilladfs.com/estore/kr/ko/p/5070956
라프로익 12년 700ml,라프로익,42.0,40.0,42.0,70.0,40.0,54,0,0.0,0,N,1220:싱글몰트 위스키,5917035,114131000053,https://www.shilladfs.com/estore/kr/ko/p/5917035
로얄살루트 21년 LNY25 700ml,로얄살루트,123.22639999999998,30.0,167.2,176.0,5.0,35,0,0.0,6,Y,1211:블렌디드 위스키,5661900,110231000037,https://www.shilladfs.com/estore/kr/ko/p/5661900
와일드터키 마스터스 킵 보야지 750ml,와일드터키,122.322,30.0,165.3,174.0,5.0,370,2,9.0,0,N,1211:블렌디드 위스키,5605211,257231000008,https://www.shilladfs.com/estore/kr/ko/p/5605211
듀어스 더블더블 21년 미즈나라캐스크 500ml,듀어스,92.56800000000001,47.0,165.3,174.0,5.0,620,1,10.0,0,N,1211:블렌디드 위스키,5268249,113531000075,https://www.shilladfs.com/estore/kr/ko/p/5268249
웰러 스페셜 리저브 750ml,버팔로 트레이스,54.72,43.0,54.72,96.0,43.0,100,0,0.0,6,Y,1211:블렌디드 위스키,5676433,258231000022,https://www.shilladfs.com/estore/kr/ko/p/5676433
주라 21년 타임 700ml,주라,98.1,55.0,163.5,218.0,25.0,176,0,0.0,0,N,1220:싱글몰트 위스키,5166847,114431000045,https://www.shilladfs.com/estore/kr/ko/p/5166847
브룩라디 옥토모어 14.1 700ml,브룩라디,,,163.0,163.0,0.0,1892,6,10.0,0,N,1220:싱글몰트 위스키,5310713,085131000076,https://www.shilladfs.com/estore/kr/ko/p/5310713
아드벡 10년 1000ml,아드벡,,,54.0,72.0,25.0,97,0,0.0,0,N,1220:싱글몰트 위스키,5070389,108631000004,https://www.shilladfs.com/estore/kr/ko/p/5070389
더 글렌그란트 익스플로레이션 700ml,더 글렌그란트,54.0,55.0,54.0,120.0,55.0,92,0,0.0,6,Y,1220:싱글몰트 위스키,5569745,257131000008,https://www.shilladfs.com/estore/kr/ko/p/5569745
탈리스커 10년 1L ,탈리스커,48.449999999999996,43.0,80.75,85.0,5.0,338,0,0.0,6,Y,1220:싱글몰트 위스키,5604485,111131000024,https://www.shilladfs.com/estore/kr/ko/p/5604485
더 글렌그란트 2006 프라이빗 캐스크 700ml,더 글렌그란트,98.704,50.0,159.2,199.0,20.0,190,0,0.0,0,N,1220:싱글몰트 위스키,5764516,257131000009,https://www.shilladfs.com/estore/kr/ko/p/5764516
암룻 PEATED CASK STRENGTH 700ml,암룻,52.44,54.0,52.44,114.0,54.0,93,0,0.0,0,N,1220:싱글몰트 위스키,5337845,275031000005,https://www.shilladfs.com/estore/kr/ko/p/5337845
부쉬밀 마르사라 캐스크 21년 700ml,부쉬밀,153.7,42.0,153.7,265.0,42.0,270,2,10.0,1,Y,1220:싱글몰트 위스키,5200760,130531000021,https://www.shilladfs.com/estore/kr/ko/p/5200760
ABERLOUR 16년 700ml,발렌타인,76.7,41.0,76.7,130.0,41.0,58,0,0.0,6,Y,1220:싱글몰트 위스키,5837405,046131000061,https://www.shilladfs.com/estore/kr/ko/p/5837405
짐빔 놉크릭 700ml,짐빔,26.6855,50.0,50.35,53.0,5.0,250,0,0.0,6,Y,1211:블렌디드 위스키,5166851,109831000017,https://www.shilladfs.com/estore/kr/ko/p/5166851
기원 해 700ml,기원 위스키,41.6,35.0,41.6,64.0,35.0,93,0,0.0,6,Y,1220:싱글몰트 위스키,5757507,922031000006,https://www.shilladfs.com/estore/kr/ko/p/5757507
듀어스 12년 1000ml,듀어스,28.158,46.0,49.4,52.0,5.0,180,0,0.0,6,Y,1211:블렌디드 위스키,5070785,113531000001,https://www.shilladfs.com/estore/kr/ko/p/5070785
더글라스랭 OP ARDMORE 15년 700ml,더글라스랭,70.03,53.0,70.03,149.0,53.0,35,0,0.0,6,Y,1220:싱글몰트 위스키,5228865,265431000005,https://www.shilladfs.com/estore/kr/ko/p/5228865
부쉬밀 18년 트리플 캐스크 700ml,부쉬밀,72.8,48.0,72.8,140.0,48.0,110,1,10.0,6,Y,1220:싱글몰트 위스키,5818225,130531000025,https://www.shilladfs.com/estore/kr/ko/p/5818225
산토리 토키 1000ml,산토리,25.194000000000003,51.0,48.45,51.0,5.0,126,0,0.0,6,Y,1211:블렌디드 위스키,5549144,114131000044,https://www.shilladfs.com/estore/kr/ko/p/5549144
브룩라디 옥토모어 15.1 700ml,브룩라디,,,167.0,167.0,0.0,746,2,10.0,6,Y,1220:싱글몰트 위스키,5611045,085131000102,https://www.shilladfs.com/estore/kr/ko/p/5611045
짐빔 블랙 7년 1000ml,짐빔,19.636499999999998,50.0,37.05,39.0,5.0,2,0,0.0,6,Y,1211:블렌디드 위스키,5833135,109831000038,https://www.shilladfs.com/estore/kr/ko/p/5833135
아드벡 언 오 1000ml,아드벡,,,65.6,82.0,20.0,116,0,0.0,6,Y,1220:싱글몰트 위스키,5388184,108631000023,https://www.shilladfs.com/estore/kr/ko/p/5388184
듀어스 더블더블 20년 500ml,듀어스,70.756,47.0,126.35,133.0,5.0,725,5,10.0,0,N,1211:블렌디드 위스키,5268250,113531000068,https://www.shilladfs.com/estore/kr/ko/p/5268250
조니워커 블랙 트리플 캐스크 1000ml,조니워커,31.5,50.0,31.5,63.0,50.0,326,0,0.0,6,Y,1211:블렌디드 위스키,5082567,046331000049,https://www.shilladfs.com/estore/kr/ko/p/5082567
글렌데브론 20년 1000ml,글렌데브론,63.5,50.0,63.5,127.0,50.0,104,0,0.0,6,Y,1211:블렌디드 위스키,5070793,113531000009,https://www.shilladfs.com/estore/kr/ko/p/5070793
PAUL JOHN PEATED 올로로소 700ml,폴 존,123.75,55.0,123.75,275.0,55.0,47,0,0.0,6,Y,1220:싱글몰트 위스키,5461900,249031000057,https://www.shilladfs.com/estore/kr/ko/p/5461900
시바스리갈 18년 200ml,시바스리갈,15.561,40.0,24.7,26.0,5.0,185,3,10.0,6,Y,1211:블렌디드 위스키,5075893,110331000024,https://www.shilladfs.com/estore/kr/ko/p/5075893
몰트락 16년 750ml,몰트락,73.53,43.0,122.55,129.0,5.0,257,2,10.0,0,N,1220:싱글몰트 위스키,5082282,111231000018,https://www.shilladfs.com/estore/kr/ko/p/5082282
ABERLOUR 13년 700ml,발렌타인,40.5,46.0,40.5,75.0,46.0,55,0,0.0,6,Y,1220:싱글몰트 위스키,5663013,046131000060,https://www.shilladfs.com/estore/kr/ko/p/5663013
달위니 15년 1000ml,달위니,65.15100000000001,49.0,120.65,127.0,5.0,537,0,0.0,6,Y,1220:싱글몰트 위스키,5082286,111231000021,https://www.shilladfs.com/estore/kr/ko/p/5082286
글렌모레이 슈냉 블랑 700ml,글렌모레이,59.77,57.0,59.77,139.0,57.0,10,0,0.0,6,Y,1220:싱글몰트 위스키,5707056,249031000013,https://www.shilladfs.com/estore/kr/ko/p/5707056
와일드터키 켄터키 스피릿 1L,와일드터키,39.22,47.0,39.22,74.0,47.0,166,0,0.0,6,Y,1211:블렌디드 위스키,5408280,257231000005,https://www.shilladfs.com/estore/kr/ko/p/5408280
Balblair 15 Years Old 1000ml,발블레어,68.625,45.0,112.5,125.0,10.0,16,0,0.0,6,Y,1220:싱글몰트 위스키,5865409,265731000006,https://www.shilladfs.com/estore/kr/ko/p/5865409
GLENSCOT LIQU 2016 Exclusive Cask 700ml,글렌 스코시아,63.00000000000001,50.0,112.5,125.0,10.0,176,3,10.0,0,N,1220:싱글몰트 위스키,5712162,265131000005,https://www.shilladfs.com/estore/kr/ko/p/5712162
