제품명,용량ml,신라용량ml,롯데용량ml,신세계용량ml,신라_USD,신라_USD100ml,롯데_USD,롯데_USD100ml,신세계_USD,신세계_USD100ml,최저가_면세점,가격차_USD100ml,가격차_%,국내최저_₩,국내최저_₩100ml,국내최저_소스,국내수집일,면세최저_₩100ml,면세vs국내_%,최저처(면세vs국내),더싼곳,차이_USD100ml,신라상품명,롯데상품명,신세계상품명
더 글렌그란트 13년 1000ml,1000,1000,1000,1000,46.4,4.64,49.68,4.97,60.0,6.0,신라,1.36,22.7,,,,,,,,신라,0.33,더 글렌그란트 13년 1000ml,더 글렌그란트 13년 1000ml,더 글렌그란트 13년 1000ml
아벨라워 16년 700ml,700,,700,700,,,91.26,13.04,81.9,11.7,신세계,1.34,10.3,149000,21286,데일리샷,2026-06-28,16595,22.0,면세,,,,아벨라워 16년 700ml,아벨라워 16년 700ml
더 글렌그란트 12년 1000ml,1000,1000,1000,1000,35.1,3.51,48.43,4.84,37.44,3.74,신라,1.33,27.5,59400,8486,트레이더스,2026-08-15,4979,41.3,면세,신라,1.33,더 글렌그란트 12년 1000ml,더 글렌그란트 12년 1000ml,더 글렌그란트 12년 1000ml
글렌피딕 23년 그랑크뤼 슬림팩 700ml,700,700,700,700,194.15,27.74,192.73,27.53,201.92,28.85,롯데,1.31,4.6,,,,,,,,롯데,0.2,글렌피딕 23년 그랑크뤼 슬림팩 700ml,글렌피딕 23년 그랑 크루 700ml,글렌피딕 23년 그랑 크루 700ml
라가불린 16년 700ml,700,700,700,700,64.01,9.14,65.73,9.39,73.2,10.46,신라,1.31,12.6,144000,19200,데일리샷,2026-06-28,12964,32.5,면세,신라,0.25,라가불린 16년 700ml,라가불린 16년 700ml,라가불린 16년 700ml
탐두 14년 엠버 빈티지 2009 700ml,700,,700,700,,,72.28,10.33,81.32,11.62,롯데,1.29,11.1,,,,,,,,,,,탐두 14년 엠버 빈티지 2009 700ml,탐두 14년 엠버 빈티지 2009 700ml
싱글톤 가든스 오브 어번던스 - 이그저틱 스파이스 그로브 1000ml,1000,1000,,1000,82.8,8.28,,,95.4,9.54,신라,1.26,13.2,,,,,,,,,,싱글톤 가든스 오브 어번던스 - 이그저틱 스파이스 그로브 1000ml,,싱글톤 가든스 오브 어번던스 - 이그저틱 스파이스 그로브 1000ml
글렌피딕 23년 Grand Cru 700ml,700,700,700,,201.21,28.74,192.73,27.53,,,롯데,1.21,4.2,,,,,,,,롯데,1.21,글렌피딕 23년 Grand Cru 700ml,글렌피딕 23년 그랑 크루 슬림팩 700ml,
더 글렌리벳 트리플 캐스크 머추어드 1000ml,1000,1000,1000,1000,33.15,3.31,45.24,4.52,35.95,3.6,신라,1.21,26.7,,,,,,,,신라,1.21,더 글렌리벳 트리플 캐스크 머추어드 1000ml,더 글렌리벳 트리플 캐스크 머추어드 1000ml,더 글렌리벳 트리플 캐스크 머추어드 1000ml
부쉬밀 18년 트리플 캐스크 700ml,700,700,700,700,77.0,11.0,75.6,10.8,84.0,12.0,롯데,1.2,10.0,259000,37000,데일리샷,2026-06-28,15319,58.6,면세,롯데,0.2,부쉬밀 18년 트리플 캐스크 700ml,부쉬밀 18년 트리플 캐스크 700ml,부쉬밀 18년 트리플 캐스크 700ml
오켄토션 24년 700ml,700,700,,700,139.1,19.87,,,147.38,21.05,신라,1.18,5.6,,,,,,,,,,오켄토션 24년 700ml,,오켄토션 24년 700ml
아드벡 우거다일 700ml,700,700,700,700,64.84,9.26,68.25,9.75,72.8,10.4,신라,1.14,10.9,134000,19143,데일리샷,2026-06-28,13135,31.4,면세,신라,0.49,아드벡 우거다일 700ml,아드벡 우거다일 700ml,아드벡 우거다일 700ml
글렌알라키 17Y 미즈나라 700mL,700,700,,700,296.02,42.29,,,304.0,43.43,신라,1.14,2.6,,,,,,,,,,글렌알라키 17Y 미즈나라 700mL,,글렌알라키 17Y 미즈나라 700ml
더 글렌리벳 16년 1000ml,1000,1000,1000,1000,80.52,8.05,80.5,8.05,69.23,6.92,신세계,1.13,14.0,,,,,,,,롯데,0.0,더 글렌리벳 16년 1000ml,더 글렌리벳 16년 1000ml,더 글렌리벳 16년 1000ml
로얄살루트 25년 더 트레저드 블렌드 700ml,700,,700,700,,,190.08,27.15,198.0,28.29,롯데,1.13,4.0,444000,63429,데일리샷,2026-06-28,38510,39.3,면세,,,,로얄살루트 25년 더 트레저드 블렌드 700ml,로얄살루트 25년 더 트레저드 블렌드 700ml
오켄토션 블러드 오크 1000ml,1000,1000,1000,1000,39.59,3.96,46.4,4.64,50.83,5.08,신라,1.12,22.1,,,,,,,,신라,0.68,오켄토션 블러드 오크 1000ml,오켄토션 블러드 오크  1000ml,오켄토션 블러드 오크 1000ml
보모어 18년 700ml,700,,700,700,,,147.25,21.04,139.5,19.93,신세계,1.11,5.3,,,,,,,,,,,보모어 18년 700ml,보모어 18년 700ml
벤리악 30년 1994 캐스크 에디션 700ml,700,,700,700,,,666.9,95.27,674.5,96.36,롯데,1.09,1.1,1289000,184143,데일리샷,2026-06-28,135132,26.6,면세,,,,벤리악 30년 1994 캐스크 에디션 700ml,벤리악 30년 1994 캐스크 에디션 700ml
블라드녹 비나야 700ml,700,,700,700,,,31.46,4.49,39.0,5.57,롯데,1.08,19.3,88000,12571,데일리샷,2026-06-28,6369,49.3,면세,,,,블라드녹 비나야 700ml,블라드녹 비나야 700ml
패터캐른 17년 700ml,700,700,,700,69.44,9.92,,,62.0,8.86,신세계,1.06,10.7,,,,,,,,,,패터캐른 17년 700ml,,패터캐른 17년 700ml
제임슨 트리플 트리플 1000ml,1000,1000,1000,1000,23.73,2.37,34.26,3.43,32.9,3.29,신라,1.05,30.7,26690,3813,코스트코,2026-06-30,3362,11.8,면세,신라,1.05,제임슨 트리플 트리플 1000ml,제임슨 트리플 트리플 1000ml,제임슨 트리플 트리플 1000ml
기원 달 기프트팩 700ml,700,700,700,700,43.2,6.17,43.41,6.2,50.4,7.2,신라,1.03,14.3,,,,,,,,신라,0.03,기원 달 기프트팩 700ml,기원 달 기프트팩 700ml,기원 달 기프트팩 700ml
듀어스 더블더블 26년 500ml,500,500,500,500,122.61,24.52,119.85,23.97,124.88,24.98,롯데,1.01,4.0,,,,,,,,롯데,0.55,듀어스 더블더블 26년 500ml,듀어스 더블더블 26년 500ml,듀어스 더블더블 26년 500ml
조니워커 킹조지 5세 750ml,750,750,750,,410.67,54.76,403.2,53.76,,,롯데,1.0,1.8,,,,,,,,롯데,1.0,조니워커 킹조지 5세 750ml,조니워커 킹조지 5세 750ml,
윌더니스 트레일 켄터키 스트레이트 하이 라이 버번 750ml,750,750,,750,24.2,3.23,,,31.57,4.21,신라,0.98,23.3,,,,,,,,,,윌더니스 트레일 켄터키 스트레이트 하이 라이 버번 750ml,,윌더니스 트레일 켄터키 스트레이트 하이 라이 버번 750ml
올트모어 19년 CS 한정판 (토니포트) 700ml,700,700,,700,198.36,28.34,,,205.2,29.31,신라,0.98,3.3,,,,,,,,,,올트모어 19년 CS 한정판 (토니포트) 700ml,,올트모어 19년 CS 한정판 (토니포트) 700ml
윌더니스 트레일 켄터키 스트레이트 휘티드 버번 750ml,750,750,,750,21.5,2.87,,,28.7,3.83,신라,0.96,25.1,,,,,,,,,,윌더니스 트레일 켄터키 스트레이트 휘티드 버번 750ml,,윌더니스 트레일 켄터키 스트레이트 휘티드 버번 750ml
큐로 몰트 500ml,500,500,500,,57.12,11.42,52.36,10.47,,,롯데,0.95,8.3,,,,,,,,롯데,0.95,큐로 몰트 500ml,큐로 몰트 500ml,
기원 해 700ml,700,700,700,700,39.6,5.66,39.79,5.68,46.2,6.6,신라,0.94,14.3,,,,,,,,신라,0.03,기원 해 700ml,기원 해 700ml,기원 해 700ml
노아스 밀 750ml,750,,750,750,,,66.69,8.89,73.71,9.83,롯데,0.94,9.5,155000,20667,데일리샷,2026-06-28,12610,39.0,면세,,,,노아스밀  750ml,노아스 밀 750ml
더 글렌그란트 15년 1000ml,1000,1000,1000,1000,61.44,6.14,67.96,6.8,70.78,7.08,신라,0.93,13.2,89400,12771,트레이더스,2026-08-15,8709,31.8,면세,신라,0.65,더 글렌그란트 15년 1000ml,더 글렌그란트 15년 1000ml,더 글렌그란트 15년 1000ml
와일드터키 마스터스 킵 언포가튼 750ml,750,750,,750,126.0,16.8,,,119.0,15.87,신세계,0.93,5.6,,,,,,,,,,와일드터키 마스터스 킵 언포가튼 750ml,,와일드터키 마스터스 킵 언포가튼 750ml
보모어 11년 700ml,700,700,,700,35.75,5.11,,,29.26,4.18,신세계,0.93,18.2,,,,,,,,,,보모어 11년 700ml,,보모어 11년 700ml
아벨라워 SUTHAINN 700ml,700,,700,700,,,63.18,9.03,56.7,8.1,신세계,0.93,10.3,,,,,,,,,,,아벨라워 SUTHAINN 700ml,아벨라워 SUTHAINN 700ml
탈리스커 다크 스톰 1000ml,1000,1000,1000,1000,57.15,5.71,64.8,6.48,66.29,6.63,신라,0.91,13.8,129000,12900,데일리샷,2026-06-28,8099,37.2,면세,신라,0.76,탈리스커 다크 스톰 1000ml,탈리스커 다크스톰 1000ml,탈리스커 다크스톰 1000ml
NEW 올트모어 21년 (깔바도스) 500ml,500,500,,500,99.5,19.9,,,103.98,20.8,신라,0.9,4.3,242000,34571,데일리샷,2026-06-28,28226,18.4,면세,,,NEW 올트모어 21년 (깔바도스) 500ml,,NEW 올트모어 21년 (깔바도스) 500ml
싱글톤 가든스 오브 어번던스 - 래디언트 스프링 가든 1000ml,1000,1000,1000,1000,31.28,3.13,40.25,4.03,36.04,3.6,신라,0.9,22.3,,,,,,,,신라,0.9,싱글톤 가든스 오브 어번던스 - 래디언트 스프링 가든 1000ml,싱글톤 가든스 오브 어번던스 - 래디언트 스프링 가든 1000ml,싱글톤 가든스 오브 어번던스 - 래디언트 스프링 가든 1000ml
조니워커 18년 750ml,750,750,750,750,56.0,7.47,52.64,7.02,59.36,7.91,롯데,0.9,11.3,169000,24143,데일리샷,2026-06-28,9957,58.8,면세,롯데,0.45,조니워커 18년 750ml,조니워커 18년 750ml,조니워커 18년 750ml
쿠라 클래식 700ml,700,700,,700,62.5,8.93,,,68.75,9.82,신라,0.89,9.1,,,,,,,,,,쿠라 클래식 700ml,,쿠라 클래식 700ml
조니워커 킹조지 5세 500ml,500,500,500,,286.0,57.2,281.6,56.32,,,롯데,0.88,1.5,,,,,,,,롯데,0.88,조니워커 킹조지 5세 500ml,조니워커 킹조지 5세 500ml,
탈리스커 10년 1L,1000,1000,1000,1000,48.45,4.84,53.12,5.31,44.37,4.44,신세계,0.88,16.5,69000,9857,데일리샷,2026-08-15,6298,36.1,면세,신라,0.47,탈리스커 10년 1L,탈리스커 10년 1000ml,탈리스커 10년 1000ml
더 글렌그란트 10년 1000ml,1000,1000,1000,1000,29.76,2.98,38.5,3.85,35.59,3.56,신라,0.87,22.7,69000,6900,데일리샷,2026-06-28,4227,38.7,면세,신라,0.87,더 글렌그란트 10년 1000ml,더 글렌그란트 10년 1000ml,더 글렌그란트 10년 1000ml
클라이넬리시 10년 SR FY24 700ml (2023 Special Release),700,700,700,700,112.86,16.12,118.8,16.97,118.8,16.97,신라,0.85,5.0,,,,,,,,신라,0.85,클라이넬리시 10년 SR FY24 700ml (2023 Special Release),클라이넬리시 10년 SR FY24 700ml(2023 Special Release),클라이넬리시 10년 SR FY24 700ml(2023 Special Release)
아드모어 트리플 우드 1000ml,1000,1000,,1000,58.8,5.88,,,50.4,5.04,신세계,0.84,14.3,,,,,,,,,,아드모어 트리플 우드 1000ml,,아드모어 트리플우드 1000ml
더 글렌리벳 14년 1000ml,1000,1000,1000,1000,59.51,5.95,59.5,5.95,51.17,5.12,신세계,0.83,14.0,,,,,,,,롯데,0.0,더 글렌리벳 14년 1000ml,더 글렌리벳 14년 1000ml,더 글렌리벳 14년 1000ml
롱몬23년 700ml,700,,700,700,,,208.8,29.83,203.0,29.0,신세계,0.83,2.8,,,,,,,,,,,롱몬 23년 700mL,롱몬23년 700ml
와일드터키 아메리칸 허니 1000ml,1000,,1000,1000,,,13.28,1.33,21.6,2.16,롯데,0.83,38.5,25000,3333,데일리샷,2026-06-28,1886,43.4,면세,,,,와일드터키 아메리칸 허니 1000ml,와일드터키 아메리칸 허니 1000ml
브룩라디 21년 700ml,700,700,,700,151.25,21.61,,,156.75,22.39,신라,0.79,3.5,,,,,,,,,,브룩라디 21년 700ml,,브룩라디 21년 700ml
제임슨 블랙배럴 1000ml,1000,1000,,1000,30.53,3.05,,,38.41,3.84,신라,0.79,20.5,36800,5257,데일리샷,2026-06-28,4326,17.7,면세,,,제임슨 블랙배럴 1000ml,,제임슨 블랙배럴 1000ml
잭다니엘 아메리칸 싱글몰트 1000ml,1000,1000,1000,1000,50.4,5.04,48.24,4.82,56.0,5.6,롯데,0.78,13.9,,,,,,,,롯데,0.22,잭다니엘 아메리칸 싱글몰트 1000ml,잭다니엘 아메리칸 싱글몰트 1000ml,잭다니엘 아메리칸 싱글몰트 1000ml
아벨라워 13년 700ml,700,,700,700,,,52.65,7.52,47.25,6.75,신세계,0.77,10.3,,,,,,,,,,,아벨라워 13년 700ml,아벨라워 13년 700ml
글렌파클라스 15년 700ml,700,700,700,700,70.2,10.03,69.25,9.89,74.52,10.65,롯데,0.75,7.1,119400,17057,트레이더스,2026-08-15,14028,17.8,면세,롯데,0.14,글렌파클라스 15년 700ml,글렌파클라스 15년 700ml,글렌파클라스 15년 700ml
듀어스 더블더블 20년 500ml,500,500,,500,70.76,14.15,,,67.03,13.41,신세계,0.75,5.3,,,,,,,,,,듀어스 더블더블 20년 500ml,,듀어스 더블더블 20년 500ml
조니워커 레드 라벨 1000ml,1000,,1000,1000,,,23.2,2.32,15.95,1.59,신세계,0.72,31.2,49940,2854,트레이더스,2026-06-30,2255,21.0,면세,,,,조니워커 레드라벨 1L,조니워커 레드 라벨 1000ml
와일드터키 롱브랜치 1000ml,1000,,1000,1000,,,27.66,2.77,34.8,3.48,롯데,0.71,20.5,,,,,,,,,,,와일드터키 롱브랜치 1000ml,와일드터키 롱브랜치 1000ml
싱글톤 가든스 오브 어번던스 - 골든 어텀 오차드 1000ml,1000,1000,1000,1000,51.73,5.17,58.6,5.86,52.47,5.25,신라,0.69,11.7,,,,,,,,신라,0.69,싱글톤 가든스 오브 어번던스 - 골든 어텀 오차드 1000ml,싱글톤 가든스 오브 어번던스 - 골든 어텀 오차드 1000ml,싱글톤 가든스 오브 어번던스 - 골든 어텀 오차드1000ml
와일드터키 켄터키 스피릿 1L,1000,1000,1000,1000,37.0,3.7,34.63,3.46,41.44,4.14,롯데,0.68,16.4,,,,,,,,롯데,0.24,와일드터키 켄터키 스피릿 1L,와일드터키 켄터키 스피릿 1000ml,와일드터키 켄터키 스피릿 1000ml
글렌드로낙 10년 1000ml,1000,1000,1000,1000,47.88,4.79,43.2,4.32,41.4,4.14,신세계,0.65,13.5,95000,9500,데일리샷,2026-06-28,5872,38.2,면세,롯데,0.47,글렌드로낙 10년 1000ml,글렌드로낙 10년 1000ml,글렌드로낙 10년 1000ml
잭다니엘 시나트라 셀렉트 1000ml,1000,1000,,1000,87.21,8.72,,,93.5,9.35,신라,0.63,6.7,,,,,,,,,,잭다니엘 시나트라 셀렉트 1000ml,,잭다니엘 시나트라 셀렉트 1000ml
아드벡 10년 1000ml,1000,1000,,1000,51.3,5.13,,,57.6,5.76,신라,0.63,10.9,114000,11400,데일리샷,2026-06-28,7276,36.2,면세,,,아드벡 10년 1000ml,,아드벡 10년 1000ml
조니워커 아일랜드 그린 1000ml,1000,1000,1000,1000,42.57,4.26,48.64,4.86,44.72,4.47,신라,0.61,12.5,,,,,,,,신라,0.61,조니워커 아일랜드 그린 1000ml,조니워커 아일랜드 그린 1000ml,조니워커 아일랜드 그린 1000ml
몽키숄더 1000ml,1000,1000,1000,1000,30.0,3.0,26.4,2.64,32.5,3.25,롯데,0.61,18.8,49790,7113,코스트코,2026-08-15,3745,47.4,면세,롯데,0.36,몽키숄더 1000ml,몽키숄더 1000ml,몽키숄더 1000ml
뉴리프 싱글배럴 버번 750ml,750,750,,750,61.86,8.25,,,57.29,7.64,신세계,0.61,7.4,,,,,,,,,,뉴리프 싱글배럴 버번 750ml,,뉴리프 싱글배럴 버번 750ml
벤리악 트리플 디스틸드 25년 700ml,700,700,700,700,245.48,35.07,242.82,34.69,247.0,35.29,롯데,0.6,1.7,,,,,,,,롯데,0.38,벤리악 트리플 디스틸드 25년 700ml,벤리악 트리플 디스틸드 25년 700ml,벤리악 트리플 디스틸드 25년 700ml
아드벡 코리브레칸 700ml,700,700,700,700,79.09,11.3,83.25,11.89,83.25,11.89,신라,0.59,5.0,,,,,,,,신라,0.59,아드벡 코리브레칸 700ml,아드벡 코리브레칸 700ml,아드벡 코리브레칸 700ml
패터캐른 14년 700ml,700,700,,700,41.5,5.93,,,37.35,5.34,신세계,0.59,10.0,,,,,,,,,,패터캐른 14년 700ml,,패터캐른 14년 700ml
1792 풀프루프 싱글배럴셀렉트 750ml,750,,750,750,,,79.2,10.56,74.8,9.97,신세계,0.59,5.6,145000,20714,데일리샷,2026-06-28,14142,31.7,면세,,,,1792 풀프루프 싱글배럴 셀렉트 750ml,1792 풀프루프 싱글배럴셀렉트 750ml
글렌드로낙 16년 700ml,700,700,,700,103.95,14.85,,,108.0,15.43,신라,0.58,3.7,350000,50000,데일리샷,2026-06-28,21063,57.9,면세,,,글렌드로낙 16년 700ml,,글렌드로낙 16년 700ml
더 글렌리벳 12년 1000ml,1000,1000,1000,1000,52.51,5.25,52.2,5.22,46.73,4.67,신세계,0.58,11.0,60900,8700,데일리샷,2026-08-15,6624,23.9,면세,롯데,0.03,더 글렌리벳 12년 1000ml,더 글렌리벳 12년 1000ml,더 글렌리벳 12년 1000ml
쿠라요시 레귤러 700ml,700,700,,700,52.64,7.52,,,56.73,8.1,신라,0.58,7.2,,,,,,,,,,쿠라요시 레귤러 700ml,,쿠라요시 레귤러 700ml
조니워커 더블 블랙 1000ml,1000,1000,1000,1000,32.16,3.22,37.84,3.78,34.84,3.48,신라,0.57,15.0,44000,6286,데일리샷,2026-06-28,4567,27.3,면세,신라,0.57,조니워커 더블 블랙 1000ml,조니워커 더블 블랙 1000ml,조니워커 더블블랙 1000ml
더 글렌리벳 19년 700ml,700,700,700,700,91.39,13.06,91.0,13.0,94.9,13.56,롯데,0.56,4.1,,,,,,,,롯데,0.06,더 글렌리벳 19년 700ml,더 글렌리벳 19년 700ml,더 글렌리벳 19년 700ml
짐빔 싱글 배럴  750ml,750,750,750,750,19.27,2.57,21.87,2.92,23.5,3.13,신라,0.56,18.0,,,,,,,,신라,0.35,짐빔 싱글 배럴  750ml,짐빔 싱글배럴 750ml,짐빔 싱글배럴 750ml
스카라버스 10년 700ml,700,700,,700,42.8,6.11,,,46.75,6.68,신라,0.56,8.5,,,,,,,,,,스카라버스 10년 700ml,,스카라버스 10년 700ml
조니워커 블랙 루비 1000ml,1000,1000,1000,1000,32.33,3.23,37.84,3.78,36.92,3.69,신라,0.55,14.6,52900,7557,데일리샷,2026-08-15,4581,39.4,면세,신라,0.55,조니워커 블랙 루비 1000ml,조니워커 블랙 루비 1000ml,조니워커 블랙 루비 1000ml
글렌모렌지 인피니타 18년 700ml,700,700,700,,90.0,12.86,86.25,12.32,,,롯데,0.54,4.2,,,,,,,,롯데,0.54,글렌모렌지 인피니타 18년 700ml,글렌모렌지 인피니타 18년 700ml,
러셀 리저브 라이 6년 750ml,750,750,,750,27.84,3.71,,,31.9,4.25,신라,0.54,12.7,55900,7986,데일리샷,2026-06-28,5262,34.1,면세,,,러셀 리저브 라이 6년 750ml,,러셀 리저브 라이 6년 750ml
글렌모레이 12년 1000ml,1000,1000,,1000,36.25,3.63,,,30.96,3.1,신세계,0.53,14.6,,,,,,,,,,글렌모레이 12년 1000ml,,글렌모레이 12년 1000ml
잭다니엘 싱글배럴 100프루프 700ml,700,700,700,700,34.88,4.98,38.55,5.51,37.4,5.34,신라,0.52,9.5,,,,,,,,신라,0.52,잭다니엘 싱글배럴 100프루프 700ml,잭다니엘 싱글배럴 100 프루프 700ml,잭다니엘 싱글배럴 100프루프 700ml
마르스 몰티지 코스모 700ml,700,700,,700,79.49,11.36,,,75.9,10.84,신세계,0.51,4.5,,,,,,,,,,마르스 몰티지 코스모 700ml,,마르스 몰티지 코스모 700ml
주라 더 팹스 700ml,700,700,,700,62.96,8.99,,,59.4,8.49,신세계,0.51,5.7,,,,,,,,,,주라 더 팹스 700ml,,주라 더 팹스 700ml
라프로익 12년 700ml,700,700,,700,42.0,6.0,,,38.5,5.5,신세계,0.5,8.3,,,,,,,,,,라프로익 12년 700ml,,라프로익 12년 700ml
달위니 15년 1000ml,1000,1000,1000,1000,65.15,6.52,65.02,6.5,69.85,6.98,롯데,0.48,6.9,109900,15700,데일리샷,2026-06-28,9220,41.3,면세,롯데,0.01,달위니 15년 1000ml,달위니 15년 1000ml,달위니 15년 1000ml
와일드터키 101 1000ml,1000,1000,1000,1000,24.96,2.5,29.8,2.98,28.8,2.88,신라,0.48,16.2,,,,,,,,신라,0.48,와일드터키 101 1000ml,와일드터키 101 1000ml,와일드터키101 1000ml
카미키 사쿠라 750ml,750,750,,750,71.4,9.52,,,67.83,9.04,신세계,0.48,5.0,128000,18286,데일리샷,2026-06-28,12822,29.9,면세,,,카미키 사쿠라 750ml,,카미키 사쿠라 750ml
더 글렌그란트 16년 1000ml,1000,1000,1000,1000,66.7,6.67,71.41,7.14,69.0,6.9,신라,0.47,6.6,,,,,,,,신라,0.47,더 글렌그란트 16년 1000ml,더 글렌그란트 16년 1000ml,더 글렌그란트 16년 1000ml
뉴리프 바틀인본드 버번 750ml,750,750,,750,47.8,6.37,,,44.27,5.9,신세계,0.47,7.4,,,,,,,,,,뉴리프 바틀인본드 버번 750ml,,뉴리프 바틀인본드 버번 750ml
윌더니스 트레일 켄터키 스트레이트 라이 750ml,750,750,,750,25.18,3.36,,,28.7,3.83,신라,0.47,12.3,,,,,,,,,,윌더니스 트레일 켄터키 스트레이트 라이 750ml,,윌더니스 트레일 켄터키 스트레이트 라이 750ml
아드벡 스모크트레일즈 배치3 1000ml,1000,1000,1000,1000,67.69,6.77,67.5,6.75,72.0,7.2,롯데,0.45,6.2,,,,,,,,롯데,0.02,아드벡 스모크트레일즈 배치3 1000ml,아드벡 스모크트레일즈 배치3 1000ml,아드벡 스모크트레일즈 배치3 1000ml
오켄토션 다크 오크 1000ml,1000,1000,1000,1000,40.82,4.08,36.34,3.63,38.48,3.85,롯데,0.45,11.0,,,,,,,,롯데,0.45,오켄토션 다크 오크 1000ml,오켄토션 다크 오크 1000ml,오켄토션 다크 오크 1000ml
오켄토션 18년 700ml,700,700,,700,52.92,7.56,,,49.88,7.13,신세계,0.43,5.7,,,,,,,,,,오켄토션 18년 700ml,,오켄토션 18년 700ml
뉴리프 8년 버번 750ml,750,750,,750,68.89,9.19,,,65.86,8.78,신세계,0.4,4.4,,,,,,,,,,뉴리프 8년 버번 750ml,,뉴리프 8년 버번 750ml
뉴리프 8년 라이 750ml,750,750,,750,68.89,9.19,,,65.86,8.78,신세계,0.4,4.4,,,,,,,,,,뉴리프 8년 라이 750ml,,뉴리프 8년 라이 750ml
조니워커 블랙라벨 트리플캐스크 에디션 1000ml,1000,,1000,1000,,,37.84,3.78,34.02,3.4,신세계,0.38,10.1,39000,5571,데일리샷,2026-06-28,4823,13.4,면세,,,,조니워커 블랙 라벨 트리플 캐스크 에디션 1000ml,조니워커 블랙라벨 트리플캐스크 에디션 1000ml
우드포드 리저브 더블 오크 1000ml,1000,1000,1000,1000,41.33,4.13,44.55,4.46,40.95,4.09,신세계,0.36,8.1,65000,9286,데일리샷,2026-08-15,5801,37.5,면세,신라,0.32,우드포드 리저브 더블 오크 1000ml,우드포드리저브 더블오크 1000ml,우드포드리저브 더블오크 1000ml
더 글렌그란트 익스플로레이션 NO.1 700ml,700,,700,700,,,74.52,10.65,72.0,10.29,신세계,0.36,3.4,99800,14257,트레이더스,2026-05-27,14595,-2.4,국내,,,,더 글렌그란트 익스플로레이션 No.1 700ml,더 글렌그란트 익스플로레이션 NO.1 700ml
주라 28년 700ml,700,700,,700,395.35,56.48,,,397.8,56.83,신라,0.35,0.6,,,,,,,,,,주라 28년 700ml,,주라 28년 700ml
오켄토션 다크 오크 CNY 1000ml,1000,1000,,1000,33.11,3.31,,,36.58,3.66,신라,0.35,9.5,,,,,,,,,,오켄토션 다크 오크 CNY 1000ml,,오켄토션 다크오크 CNY 1000ml
쿠라 8년 아와모리 700ml,700,700,700,,101.0,14.43,103.42,14.77,,,신라,0.35,2.3,,,,,,,,신라,0.35,쿠라 8년 아와모리 700ml,쿠라 8년 아와모리 700ml,
토마틴 21년 700ml,700,700,,700,128.52,18.36,,,126.14,18.02,신세계,0.34,1.9,359000,51286,데일리샷,2026-06-28,25560,50.2,면세,,,토마틴 21년 700ml,,토마틴 21년 700ml
메이커스 마크 101 1000ml,1000,1000,,1000,37.26,3.73,,,40.7,4.07,신라,0.34,8.5,,,,,,,,,,메이커스 마크 101 1000ml,,메이커스 마크 101 1000ml
더 글렌그란트 오로라 1000ml,1000,1000,1000,1000,34.22,3.42,36.63,3.66,37.61,3.76,신라,0.34,9.0,,,,,,,,신라,0.24,더 글렌그란트 오로라 1000ml,더 글렌그란트 오로라 1000ml,더 글렌그란트 오로라 1000ml
올트모어 23년 CS 한정판 (화이트포트) 700ml,700,700,,700,321.86,45.98,,,324.16,46.31,신라,0.33,0.7,,,,,,,,,,올트모어 23년 CS 한정판 (화이트포트) 700ml,,올트모어 23년 CS 한정판 (화이트포트) 700ml
마르스 이와이 트레디션 750ml,750,750,,750,43.16,5.75,,,45.65,6.09,신라,0.33,5.5,75000,10714,데일리샷,2026-06-28,8156,23.9,면세,,,마르스 이와이 트레디션 750ml,,마르스 이와이 트레디션 750ml
와일드터키101 라이 1000ml,1000,1000,,1000,20.7,2.07,,,23.92,2.39,신라,0.32,13.5,39900,5320,데일리샷,2026-06-28,2936,44.8,면세,,,와일드터키101 라이 1000ml,,와일드터키101 라이 1000ml
산토리 토키 블랙 1000ml,1000,1000,,1000,27.17,2.72,,,30.25,3.02,신라,0.31,10.2,,,,,,,,,,산토리 토키 블랙 1000ml,,산토리 토키 블랙 1000ml
글렌모렌지 12년 어코드 1000ml,1000,1000,1000,1000,54.86,5.49,57.75,5.78,57.75,5.78,신라,0.29,5.0,69800,9971,트레이더스,2026-08-15,7787,21.9,면세,신라,0.29,글렌모렌지 12년 어코드 1000ml,글렌모렌지 12년 어코드 1000ml,글렌모렌지 12년 어코드 1000ml
폴 존 클래식 1000ml,1000,1000,1000,1000,39.9,3.99,41.89,4.19,38.95,3.9,신세계,0.29,7.0,,,,,,,,신라,0.2,폴 존 클래식 1000ml,폴존 클래식 1000ml,폴존 클래식 1000ml
롱몬 18년 700ml,700,,700,700,,,72.0,10.29,70.0,10.0,신세계,0.29,2.8,,,,,,,,,,,롱몬 18년 700mL,롱몬 18년 700ml
글렌파클라스 25년 700ml,700,700,,700,226.8,32.4,,,224.91,32.13,신세계,0.27,0.8,719000,102714,데일리샷,2026-06-28,45574,55.6,면세,,,글렌파클라스 25년 700ml,,글렌파클라스 25년 700ml
오켄토션 아메리칸 오크 1000ml,1000,1000,1000,1000,25.37,2.54,27.46,2.75,28.03,2.8,신라,0.27,9.5,,,,,,,,신라,0.21,오켄토션 아메리칸 오크 1000ml,오켄토션 아메리칸 오크 1000ml,오켄토션 아메리칸 오크 1000ml
미클토어 친커핀 700ml,700,700,,700,47.32,6.76,,,45.5,6.5,신세계,0.26,3.8,,,,,,,,,,미클토어 친커핀 700ml,,미클토어 친커핀 700ml
