제품명,용량ml,신라용량ml,롯데용량ml,신세계용량ml,신라_USD,신라_USD100ml,롯데_USD,롯데_USD100ml,신세계_USD,신세계_USD100ml,최저가_면세점,가격차_USD100ml,가격차_%,국내최저_₩,국내최저_₩100ml,국내최저_소스,국내수집일,면세최저_₩100ml,면세vs국내_%,최저처(면세vs국내),더싼곳,차이_USD100ml,신라상품명,롯데상품명,신세계상품명
보모어 33년 타임리스 700ml,700,,700,700,,,1968.4,281.2,1960.0,280.0,신세계,1.2,0.4,,,,,,,,,,,보모어 33년 타임리스 700ml,보모어 33년 타임리스 700ml
글렌파클라스 25년 700ml,700,700,,700,219.24,31.32,,,227.56,32.51,신라,1.19,3.7,719000,102714,데일리샷,2026-06-28,44753,56.4,면세,,,글렌파클라스 25년 700ml,,글렌파클라스 25년 700ml
라가불린 16년 700ml,700,700,700,700,70.7,10.1,64.94,9.28,73.2,10.46,롯데,1.18,11.3,144000,19200,데일리샷,2026-06-28,13260,30.9,면세,롯데,0.82,라가불린 16년 700ml,라가불린 16년 700ml,라가불린 16년 700ml
오켄토션 24년 700ml,700,700,,700,139.1,19.87,,,147.38,21.05,신라,1.18,5.6,,,,,,,,,,오켄토션 24년 700ml,,오켄토션 24년 700ml
아드벡 우거다일 700ml,700,700,700,700,64.84,9.26,68.25,9.75,72.8,10.4,신라,1.14,10.9,134000,19143,데일리샷,2026-06-28,13232,30.9,면세,신라,0.49,아드벡 우거다일 700ml,아드벡 우거다일 700ml,아드벡 우거다일 700ml
글렌알라키 17Y 미즈나라 700mL,700,700,,700,296.02,42.29,,,304.0,43.43,신라,1.14,2.6,,,,,,,,,,글렌알라키 17Y 미즈나라 700mL,,글렌알라키 17Y 미즈나라 700ml
더 글렌리벳 16년 1000ml,1000,1000,1000,1000,80.52,8.05,80.5,8.05,69.23,6.92,신세계,1.13,14.0,,,,,,,,롯데,0.0,더 글렌리벳 16년 1000ml,더 글렌리벳 16년 1000ml,더 글렌리벳 16년 1000ml
로얄살루트 25년 더 트레저드 블렌드 700ml,700,,700,700,,,190.08,27.15,198.0,28.29,롯데,1.13,4.0,444000,63429,데일리샷,2026-06-28,38794,38.8,면세,,,,로얄살루트 25년 더 트레저드 블렌드 700ml,로얄살루트 25년 더 트레저드 블렌드 700ml
오켄토션 블러드 오크 1000ml,1000,1000,1000,1000,39.59,3.96,44.8,4.48,50.83,5.08,신라,1.12,22.1,,,,,,,,신라,0.52,오켄토션 블러드 오크 1000ml,오켄토션 블러드 오크  1000ml,오켄토션 블러드 오크 1000ml
벤리악 30년 1994 캐스크 에디션 700ml,700,,700,700,,,666.9,95.27,674.5,96.36,롯데,1.09,1.1,1289000,184143,데일리샷,2026-06-28,136130,26.1,면세,,,,벤리악 30년 1994 캐스크 에디션 700ml,벤리악 30년 1994 캐스크 에디션 700ml
블라드녹 비나야 700ml,700,,700,700,,,31.46,4.49,39.0,5.57,롯데,1.08,19.3,88000,12571,데일리샷,2026-06-28,6416,49.0,면세,,,,블라드녹 비나야 700ml,블라드녹 비나야 700ml
패터캐른 17년 700ml,700,700,,700,69.44,9.92,,,62.0,8.86,신세계,1.06,10.7,,,,,,,,,,패터캐른 17년 700ml,,패터캐른 17년 700ml
보모어 22년 700ml,700,700,,700,219.45,31.35,,,212.27,30.32,신세계,1.03,3.3,,,,,,,,,,보모어 22년 700ml,,보모어 22년 700ml
제임슨 트리플 트리플 1000ml,1000,1000,1000,1000,23.73,2.37,33.84,3.38,32.9,3.29,신라,1.01,29.9,26690,3813,코스트코,2026-06-30,3386,11.2,면세,신라,1.01,제임슨 트리플 트리플 1000ml,제임슨 트리플 트리플 1000ml,제임슨 트리플 트리플 1000ml
조니워커 킹조지 5세 750ml,750,750,750,,410.67,54.76,403.2,53.76,,,롯데,1.0,1.8,,,,,,,,롯데,1.0,조니워커 킹조지 5세 750ml,조니워커 킹조지 5세 750ml,
윌더니스 트레일 켄터키 스트레이트 하이 라이 버번 750ml,750,750,,750,24.2,3.23,,,31.57,4.21,신라,0.98,23.3,,,,,,,,,,윌더니스 트레일 켄터키 스트레이트 하이 라이 버번 750ml,,윌더니스 트레일 켄터키 스트레이트 하이 라이 버번 750ml
올트모어 19년 CS 한정판 (토니포트) 700ml,700,700,,700,198.36,28.34,,,205.2,29.31,신라,0.98,3.3,,,,,,,,,,올트모어 19년 CS 한정판 (토니포트) 700ml,,올트모어 19년 CS 한정판 (토니포트) 700ml
윌더니스 트레일 켄터키 스트레이트 휘티드 버번 750ml,750,750,,750,21.5,2.87,,,28.7,3.83,신라,0.96,25.1,,,,,,,,,,윌더니스 트레일 켄터키 스트레이트 휘티드 버번 750ml,,윌더니스 트레일 켄터키 스트레이트 휘티드 버번 750ml
큐로 몰트 500ml,500,500,500,,57.12,11.42,52.36,10.47,,,롯데,0.95,8.3,,,,,,,,롯데,0.95,큐로 몰트 500ml,큐로 몰트 500ml,
와일드터키 마스터스 킵 언포가튼 750ml,750,750,,750,126.0,16.8,,,119.0,15.87,신세계,0.93,5.6,,,,,,,,,,와일드터키 마스터스 킵 언포가튼 750ml,,와일드터키 마스터스 킵 언포가튼 750ml
더 글렌그란트 15년 1000ml,1000,1000,1000,1000,61.44,6.14,67.96,6.8,70.78,7.08,신라,0.93,13.2,89400,12771,트레이더스,2026-07-31,8773,31.3,면세,신라,0.65,더 글렌그란트 15년 1000ml,더 글렌그란트 15년 1000ml,더 글렌그란트 15년 1000ml
기원 달 기프트팩 700ml,700,700,700,700,43.55,6.22,40.4,5.77,46.9,6.7,롯데,0.93,13.9,,,,,,,,롯데,0.45,기원 달 기프트팩 700ml,기원 달 기프트팩 700ml,기원 달 기프트팩 700ml
보모어 11년 700ml,700,700,,700,35.75,5.11,,,29.26,4.18,신세계,0.93,18.2,,,,,,,,,,보모어 11년 700ml,,보모어 11년 700ml
아벨라워 SUTHAINN 700ml,700,,700,700,,,63.18,9.03,56.7,8.1,신세계,0.93,10.3,,,,,,,,,,,아벨라워 SUTHAINN 700ml,아벨라워 SUTHAINN 700ml
글렌피딕 19년 애스턴마틴 F1 700ml,700,,700,700,,,90.09,12.87,96.53,13.79,롯데,0.92,6.7,,,,,,,,,,,글렌피딕 19년 애스턴마틴 F1 700ml,글렌피딕 19년 애스턴마틴 F1 700ml
탈리스커 다크 스톰 1000ml,1000,1000,1000,1000,57.15,5.71,63.93,6.39,66.29,6.63,신라,0.91,13.8,129000,12900,데일리샷,2026-06-28,8159,36.8,면세,신라,0.68,탈리스커 다크 스톰 1000ml,탈리스커 다크스톰 1000ml,탈리스커 다크스톰 1000ml
싱글톤 가든스 오브 어번던스 - 래디언트 스프링 가든 1000ml,1000,1000,1000,1000,31.28,3.13,40.25,4.03,36.04,3.6,신라,0.9,22.3,,,,,,,,신라,0.9,싱글톤 가든스 오브 어번던스 - 래디언트 스프링 가든 1000ml,싱글톤 가든스 오브 어번던스 - 래디언트 스프링 가든 1000ml,싱글톤 가든스 오브 어번던스 - 래디언트 스프링 가든 1000ml
몰트락 네버바운드 700ml,700,700,,700,95.76,13.68,,,102.0,14.57,신라,0.89,6.1,240000,34286,데일리샷,2026-06-28,19547,43.0,면세,,,몰트락 네버바운드 700ml,,몰트락 네버바운드 700ml
쿠라 클래식 700ml,700,700,,700,62.5,8.93,,,68.75,9.82,신라,0.89,9.1,,,,,,,,,,쿠라 클래식 700ml,,쿠라 클래식 700ml
더 글렌그란트 10년 1000ml,1000,1000,1000,1000,29.76,2.98,38.5,3.85,35.59,3.56,신라,0.87,22.7,69000,6900,데일리샷,2026-06-28,4258,38.3,면세,신라,0.87,더 글렌그란트 10년 1000ml,더 글렌그란트 10년 1000ml,더 글렌그란트 10년 1000ml
기원 해 700ml,700,700,700,700,40.3,5.76,37.38,5.34,43.4,6.2,롯데,0.86,13.9,,,,,,,,롯데,0.42,기원 해 700ml,기원 해 700ml,기원 해 700ml
듀어스 더블더블 30년 500ml,500,500,500,500,177.65,35.53,173.4,34.68,173.4,34.68,롯데/신세계,0.85,2.4,,,,,,,,롯데,0.85,듀어스 더블더블 30년 500ml,듀어스 더블더블 30년 500ml,듀어스 더블더블 30년 500ml
아드모어 트리플 우드 1000ml,1000,1000,,1000,58.8,5.88,,,50.4,5.04,신세계,0.84,14.3,,,,,,,,,,아드모어 트리플 우드 1000ml,,아드모어 트리플우드 1000ml
더 글렌리벳 14년 1000ml,1000,1000,1000,1000,59.51,5.95,59.5,5.95,51.17,5.12,신세계,0.83,14.0,,,,,,,,롯데,0.0,더 글렌리벳 14년 1000ml,더 글렌리벳 14년 1000ml,더 글렌리벳 14년 1000ml
롱몬23년 700ml,700,,700,700,,,208.8,29.83,203.0,29.0,신세계,0.83,2.8,,,,,,,,,,,롱몬 23년 700mL,롱몬23년 700ml
와일드터키 아메리칸 허니 1000ml,1000,,1000,1000,,,13.28,1.33,21.6,2.16,롯데,0.83,38.5,25000,3333,데일리샷,2026-06-28,1900,43.0,면세,,,,와일드터키 아메리칸 허니 1000ml,와일드터키 아메리칸 허니 1000ml
브룩라디 21년 700ml,700,700,,700,151.25,21.61,,,156.75,22.39,신라,0.79,3.5,,,,,,,,,,브룩라디 21년 700ml,,브룩라디 21년 700ml
기원 코리안 트래블 익스클루시브 700ml,700,700,,700,71.5,10.21,,,77.0,11.0,신라,0.79,7.1,,,,,,,,,,기원 코리안 트래블 익스클루시브 700ml,,"기원 코리안 트래블 익스클루시브, 700ml"
제임슨 블랙배럴 1000ml,1000,1000,,1000,30.53,3.05,,,38.41,3.84,신라,0.79,20.5,36800,5257,데일리샷,2026-06-28,4358,17.1,면세,,,제임슨 블랙배럴 1000ml,,제임슨 블랙배럴 1000ml
잭다니엘 아메리칸 싱글몰트 1000ml,1000,1000,1000,1000,50.4,5.04,48.24,4.82,56.0,5.6,롯데,0.78,13.9,,,,,,,,롯데,0.22,잭다니엘 아메리칸 싱글몰트 1000ml,잭다니엘 아메리칸 싱글몰트 1000ml,잭다니엘 아메리칸 싱글몰트 1000ml
아벨라워 13년 700ml,700,,700,700,,,52.65,7.52,47.25,6.75,신세계,0.77,10.3,,,,,,,,,,,아벨라워 13년 700ml,아벨라워 13년 700ml
기원 달 700ml,700,700,700,700,35.75,5.11,33.16,4.74,38.5,5.5,롯데,0.76,13.9,,,,,,,,롯데,0.37,기원 달 700ml,기원 달 700ml,기원 달 700ml
글렌파클라스 15년 700ml,700,700,700,700,74.25,10.61,69.25,9.89,74.52,10.65,롯데,0.75,7.1,119400,17057,트레이더스,2026-07-31,14132,17.2,면세,롯데,0.71,글렌파클라스 15년 700ml,글렌파클라스 15년 700ml,글렌파클라스 15년 700ml
듀어스 더블더블 20년 500ml,500,500,,500,70.76,14.15,,,67.03,13.41,신세계,0.75,5.3,,,,,,,,,,듀어스 더블더블 20년 500ml,,듀어스 더블더블 20년 500ml
와일드터키 켄터키 스피릿 1L,1000,1000,1000,1000,37.0,3.7,33.96,3.4,41.44,4.14,롯데,0.75,18.1,,,,,,,,롯데,0.3,와일드터키 켄터키 스피릿 1L,와일드터키 켄터키 스피릿 1000ml,와일드터키 켄터키 스피릿 1000ml
조니워커 18년 750ml,750,750,750,750,56.0,7.47,52.64,7.02,58.24,7.77,롯데,0.75,9.6,169000,24143,데일리샷,2026-06-28,10031,58.5,면세,롯데,0.45,조니워커 18년 750ml,조니워커 18년 750ml,조니워커 18년 750ml
와일드터키 롱브랜치 1000ml,1000,,1000,1000,,,27.66,2.77,34.8,3.48,롯데,0.71,20.5,,,,,,,,,,,와일드터키 롱브랜치 1000ml,와일드터키 롱브랜치 1000ml
뉴리프 싱글배럴 버번 750ml,750,750,,750,66.88,8.92,,,61.6,8.21,신세계,0.7,7.9,,,,,,,,,,뉴리프 싱글배럴 버번 750ml,,뉴리프 싱글배럴 버번 750ml
싱글톤 가든스 오브 어번던스 - 골든 어텀 오차드 1000ml,1000,1000,1000,1000,51.73,5.17,58.6,5.86,52.47,5.25,신라,0.69,11.7,,,,,,,,신라,0.69,싱글톤 가든스 오브 어번던스 - 골든 어텀 오차드 1000ml,싱글톤 가든스 오브 어번던스 - 골든 어텀 오차드 1000ml,싱글톤 가든스 오브 어번던스 - 골든 어텀 오차드1000ml
글렌드로낙 10년 1000ml,1000,1000,1000,1000,47.88,4.79,43.2,4.32,41.4,4.14,신세계,0.65,13.5,95000,9500,데일리샷,2026-06-28,5916,37.7,면세,롯데,0.47,글렌드로낙 10년 1000ml,글렌드로낙 10년 1000ml,글렌드로낙 10년 1000ml
아드벡 10년 1000ml,1000,1000,,1000,51.3,5.13,,,57.6,5.76,신라,0.63,10.9,114000,11400,데일리샷,2026-06-28,7330,35.7,면세,,,아드벡 10년 1000ml,,아드벡 10년 1000ml
잭다니엘 시나트라 셀렉트 1000ml,1000,1000,,1000,87.21,8.72,,,93.5,9.35,신라,0.63,6.7,,,,,,,,,,잭다니엘 시나트라 셀렉트 1000ml,,잭다니엘 시나트라 셀렉트 1000ml
몽키숄더 1000ml,1000,1000,1000,1000,30.0,3.0,26.4,2.64,32.5,3.25,롯데,0.61,18.8,49790,7113,코스트코,2026-07-31,3772,47.0,면세,롯데,0.36,몽키숄더 1000ml,몽키숄더 1000ml,몽키숄더 1000ml
벤리악 트리플 디스틸드 25년 700ml,700,700,700,700,245.48,35.07,242.82,34.69,247.0,35.29,롯데,0.6,1.7,,,,,,,,롯데,0.38,벤리악 트리플 디스틸드 25년 700ml,벤리악 트리플 디스틸드 25년 700ml,벤리악 트리플 디스틸드 25년 700ml
아드벡 코리브레칸 700ml,700,700,700,700,79.09,11.3,83.25,11.89,83.25,11.89,신라,0.59,5.0,,,,,,,,신라,0.59,아드벡 코리브레칸 700ml,아드벡 코리브레칸 700ml,아드벡 코리브레칸 700ml
조니워커 블랙 루비 1000ml,1000,1000,1000,1000,31.95,3.19,37.84,3.78,36.92,3.69,신라,0.59,15.6,52900,7557,데일리샷,2026-07-31,4558,39.7,면세,신라,0.59,조니워커 블랙 루비 1000ml,조니워커 블랙 루비 1000ml,조니워커 블랙 루비 1000ml
패터캐른 14년 700ml,700,700,,700,41.5,5.93,,,37.35,5.34,신세계,0.59,10.0,,,,,,,,,,패터캐른 14년 700ml,,패터캐른 14년 700ml
1792 풀프루프 싱글배럴셀렉트 750ml,750,,750,750,,,79.2,10.56,74.8,9.97,신세계,0.59,5.6,145000,20714,데일리샷,2026-06-28,14246,31.2,면세,,,,1792 풀프루프 싱글배럴 셀렉트 750ml,1792 풀프루프 싱글배럴셀렉트 750ml
글렌드로낙 16년 700ml,700,700,,700,103.95,14.85,,,108.0,15.43,신라,0.58,3.7,350000,50000,데일리샷,2026-06-28,21219,57.6,면세,,,글렌드로낙 16년 700ml,,글렌드로낙 16년 700ml
더 글렌리벳 12년 1000ml,1000,1000,1000,1000,52.51,5.25,52.2,5.22,46.73,4.67,신세계,0.58,11.0,60900,8700,데일리샷,2026-07-31,6673,23.3,면세,롯데,0.03,더 글렌리벳 12년 1000ml,더 글렌리벳 12년 1000ml,더 글렌리벳 12년 1000ml
쿠라요시 레귤러 700ml,700,700,,700,52.64,7.52,,,56.73,8.1,신라,0.58,7.2,,,,,,,,,,쿠라요시 레귤러 700ml,,쿠라요시 레귤러 700ml
조니워커 더블 블랙 1000ml,1000,1000,1000,1000,32.16,3.22,37.84,3.78,34.84,3.48,신라,0.57,15.0,44000,6286,데일리샷,2026-06-28,4601,26.8,면세,신라,0.57,조니워커 더블 블랙 1000ml,조니워커 더블 블랙 1000ml,조니워커 더블블랙 1000ml
글렌파클라스 105 1000ml,1000,1000,1000,1000,68.04,6.8,63.44,6.34,62.37,6.24,신세계,0.57,8.3,,,,,,,,롯데,0.46,글렌파클라스 105 1000ml,글렌파클라스 105 CS 1000ml,글렌파클라스 105 1000ml
글렌데브론 16년 1000ml,1000,1000,1000,1000,47.03,4.7,41.31,4.13,45.0,4.5,롯데,0.57,12.2,,,,,,,,롯데,0.57,글렌데브론 16년 1000ml,글렌데브론 16년 1000ml,글렌데브론 16년 1000ml
오켄토션 다크 오크 1000ml,1000,1000,1000,1000,40.82,4.08,35.11,3.51,38.48,3.85,롯데,0.57,14.0,,,,,,,,롯데,0.57,오켄토션 다크 오크 1000ml,오켄토션 다크 오크 1000ml,오켄토션 다크 오크 1000ml
조니워커 아일랜드 그린 1000ml,1000,1000,1000,1000,43.0,4.3,48.64,4.86,44.72,4.47,신라,0.56,11.6,,,,,,,,신라,0.56,조니워커 아일랜드 그린 1000ml,조니워커 아일랜드 그린 1000ml,조니워커 아일랜드 그린 1000ml
더 글렌리벳 19년 700ml,700,700,700,700,91.39,13.06,91.0,13.0,94.9,13.56,롯데,0.56,4.1,,,,,,,,롯데,0.06,더 글렌리벳 19년 700ml,더 글렌리벳 19년 700ml,더 글렌리벳 19년 700ml
짐빔 싱글 배럴  750ml,750,750,,750,19.27,2.57,,,23.5,3.13,신라,0.56,18.0,,,,,,,,,,짐빔 싱글 배럴  750ml,,짐빔 싱글배럴 750ml
스카라버스 10년 700ml,700,700,,700,42.8,6.11,,,46.75,6.68,신라,0.56,8.5,,,,,,,,,,스카라버스 10년 700ml,,스카라버스 10년 700ml
글렌모렌지 인피니타 18년 700ml,700,700,700,,90.0,12.86,86.25,12.32,,,롯데,0.54,4.2,,,,,,,,롯데,0.54,글렌모렌지 인피니타 18년 700ml,글렌모렌지 인피니타 18년 700ml,
러셀 리저브 라이 6년 750ml,750,750,,750,27.84,3.71,,,31.9,4.25,신라,0.54,12.7,55900,7986,데일리샷,2026-06-28,5301,33.6,면세,,,러셀 리저브 라이 6년 750ml,,러셀 리저브 라이 6년 750ml
글렌모레이 12년 1000ml,1000,1000,,1000,36.25,3.63,,,30.96,3.1,신세계,0.53,14.6,,,,,,,,,,글렌모레이 12년 1000ml,,글렌모레이 12년 1000ml
잭다니엘 싱글배럴 100프루프 700ml,700,700,700,700,34.88,4.98,38.55,5.51,37.4,5.34,신라,0.52,9.5,,,,,,,,신라,0.52,잭다니엘 싱글배럴 100프루프 700ml,잭다니엘 싱글배럴 100 프루프 700ml,잭다니엘 싱글배럴 100프루프 700ml
마르스 몰티지 코스모 700ml,700,700,,700,79.49,11.36,,,75.9,10.84,신세계,0.51,4.5,,,,,,,,,,마르스 몰티지 코스모 700ml,,마르스 몰티지 코스모 700ml
주라 더 팹스 700ml,700,700,,700,62.96,8.99,,,59.4,8.49,신세계,0.51,5.7,,,,,,,,,,주라 더 팹스 700ml,,주라 더 팹스 700ml
라프로익 12년 700ml,700,700,,700,42.0,6.0,,,38.5,5.5,신세계,0.5,8.3,,,,,,,,,,라프로익 12년 700ml,,라프로익 12년 700ml
아벨라워 아부나흐 700ml,700,700,700,700,80.5,11.5,80.73,11.53,77.28,11.04,신세계,0.49,4.3,200000,28571,데일리샷,2026-07-31,15775,44.8,면세,신라,0.03,아벨라워 아부나흐 700ml,아벨라워 아부나흐 700ml,아벨라워 아부나흐 700ml
달위니 15년 1000ml,1000,1000,1000,1000,65.15,6.52,65.02,6.5,69.85,6.98,롯데,0.48,6.9,109900,15700,데일리샷,2026-06-28,9288,40.8,면세,롯데,0.01,달위니 15년 1000ml,달위니 15년 1000ml,달위니 15년 1000ml
와일드터키 101 1000ml,1000,1000,1000,1000,24.96,2.5,29.8,2.98,28.8,2.88,신라,0.48,16.2,,,,,,,,신라,0.48,와일드터키 101 1000ml,와일드터키 101 1000ml,와일드터키101 1000ml
카미키 사쿠라 750ml,750,750,,750,71.4,9.52,,,67.83,9.04,신세계,0.48,5.0,128000,18286,데일리샷,2026-06-28,12917,29.4,면세,,,카미키 사쿠라 750ml,,카미키 사쿠라 750ml
더 글렌그란트 16년 1000ml,1000,1000,1000,1000,66.7,6.67,71.41,7.14,69.0,6.9,신라,0.47,6.6,,,,,,,,신라,0.47,더 글렌그란트 16년 1000ml,더 글렌그란트 16년 1000ml,더 글렌그란트 16년 1000ml
윌더니스 트레일 켄터키 스트레이트 라이 750ml,750,750,,750,25.18,3.36,,,28.7,3.83,신라,0.47,12.3,,,,,,,,,,윌더니스 트레일 켄터키 스트레이트 라이 750ml,,윌더니스 트레일 켄터키 스트레이트 라이 750ml
뉴리프 바틀인본드 버번 750ml,750,750,,750,51.03,6.8,,,47.6,6.35,신세계,0.46,6.7,,,,,,,,,,뉴리프 바틀인본드 버번 750ml,,뉴리프 바틀인본드 버번 750ml
아드벡 스모크트레일즈 배치3 1000ml,1000,1000,1000,1000,67.69,6.77,67.5,6.75,72.0,7.2,롯데,0.45,6.2,,,,,,,,롯데,0.02,아드벡 스모크트레일즈 배치3 1000ml,아드벡 스모크트레일즈 배치3 1000ml,아드벡 스모크트레일즈 배치3 1000ml
오켄토션 18년 700ml,700,700,,700,52.92,7.56,,,49.88,7.13,신세계,0.43,5.7,,,,,,,,,,오켄토션 18년 700ml,,오켄토션 18년 700ml
조니워커 블랙라벨 트리플캐스크 에디션 1000ml,1000,,1000,1000,,,37.84,3.78,34.02,3.4,신세계,0.38,10.1,39000,5571,데일리샷,2026-06-28,4858,12.8,면세,,,,조니워커 블랙 라벨 트리플 캐스크 에디션 1000ml,조니워커 블랙라벨 트리플캐스크 에디션 1000ml
더 글렌그란트 익스플로레이션 NO.1 700ml,700,,700,700,,,74.52,10.65,72.0,10.29,신세계,0.36,3.4,99800,14257,트레이더스,2026-05-27,14703,-3.1,국내,,,,더 글렌그란트 익스플로레이션 No.1 700ml,더 글렌그란트 익스플로레이션 NO.1 700ml
오켄토션 다크 오크 CNY 1000ml,1000,1000,,1000,33.11,3.31,,,36.58,3.66,신라,0.35,9.5,,,,,,,,,,오켄토션 다크 오크 CNY 1000ml,,오켄토션 다크오크 CNY 1000ml
주라 28년 700ml,700,700,,700,395.35,56.48,,,397.8,56.83,신라,0.35,0.6,,,,,,,,,,주라 28년 700ml,,주라 28년 700ml
메이커스 마크 101 1000ml,1000,1000,,1000,37.26,3.73,,,40.7,4.07,신라,0.34,8.5,,,,,,,,,,메이커스 마크 101 1000ml,,메이커스 마크 101 1000ml
토마틴 21년 700ml,700,700,,700,128.52,18.36,,,126.14,18.02,신세계,0.34,1.9,359000,51286,데일리샷,2026-06-28,25749,49.8,면세,,,토마틴 21년 700ml,,토마틴 21년 700ml
더 글렌그란트 오로라 1000ml,1000,1000,1000,1000,34.22,3.42,36.63,3.66,37.61,3.76,신라,0.34,9.0,,,,,,,,신라,0.24,더 글렌그란트 오로라 1000ml,더 글렌그란트 오로라 1000ml,더 글렌그란트 오로라 1000ml
올트모어 23년 CS 한정판 (화이트포트) 700ml,700,700,,700,321.86,45.98,,,324.16,46.31,신라,0.33,0.7,,,,,,,,,,올트모어 23년 CS 한정판 (화이트포트) 700ml,,올트모어 23년 CS 한정판 (화이트포트) 700ml
마르스 이와이 트레디션 750ml,750,750,,750,43.16,5.75,,,45.65,6.09,신라,0.33,5.5,75000,10714,데일리샷,2026-06-28,8216,23.3,면세,,,마르스 이와이 트레디션 750ml,,마르스 이와이 트레디션 750ml
우드포드 리저브 더블 오크 1000ml,1000,1000,1000,1000,41.33,4.13,44.55,4.46,44.1,4.41,신라,0.32,7.2,58000,8286,데일리샷,2026-07-31,5901,28.8,면세,신라,0.32,우드포드 리저브 더블 오크 1000ml,우드포드리저브 더블오크 1000ml,우드포드리저브 더블오크 1000ml
와일드터키101 라이 1000ml,1000,1000,,1000,20.7,2.07,,,23.92,2.39,신라,0.32,13.5,39900,5320,데일리샷,2026-06-28,2958,44.4,면세,,,와일드터키101 라이 1000ml,,와일드터키101 라이 1000ml
산토리 토키 블랙 1000ml,1000,1000,,1000,27.17,2.72,,,30.25,3.02,신라,0.31,10.2,,,,,,,,,,산토리 토키 블랙 1000ml,,산토리 토키 블랙 1000ml
로얄브라클라 12년 1000ml,1000,1000,1000,1000,51.6,5.16,48.64,4.86,48.89,4.89,롯데,0.3,5.7,89800,12829,트레이더스,2026-07-31,6944,45.9,면세,롯데,0.3,로얄브라클라 12년 1000ml,로얄브라클라 12년 1000ml,로얄브라클라 12년 1000ml
폴 존 클래식 1000ml,1000,1000,1000,1000,39.9,3.99,41.89,4.19,38.95,3.9,신세계,0.29,7.0,,,,,,,,신라,0.2,폴 존 클래식 1000ml,폴존 클래식 1000ml,폴존 클래식 1000ml
글렌모렌지 12년 어코드 1000ml,1000,1000,1000,1000,54.86,5.49,57.75,5.78,57.75,5.78,신라,0.29,5.0,69800,9971,트레이더스,2026-07-31,7845,21.3,면세,신라,0.29,글렌모렌지 12년 어코드 1000ml,글렌모렌지 12년 어코드 1000ml,글렌모렌지 12년 어코드 1000ml
롱몬 18년 700ml,700,,700,700,,,72.0,10.29,70.0,10.0,신세계,0.29,2.8,,,,,,,,,,,롱몬 18년 700mL,롱몬 18년 700ml
우드포드 리저브 디스틸러 셀렉트 1000ml,1000,1000,,1000,26.6,2.66,,,29.4,2.94,신라,0.28,9.5,58000,8286,데일리샷,2026-07-31,3801,54.1,면세,,,우드포드 리저브 디스틸러 셀렉트 1000ml,,우드포드리저브 디스틸러 셀렉트 1000ml
오켄토션 아메리칸 오크 1000ml,1000,1000,1000,1000,25.37,2.54,26.44,2.64,28.03,2.8,신라,0.27,9.5,,,,,,,,신라,0.11,오켄토션 아메리칸 오크 1000ml,오켄토션 아메리칸 오크 1000ml,오켄토션 아메리칸 오크 1000ml
미클토어 친커핀 700ml,700,700,,700,47.32,6.76,,,45.5,6.5,신세계,0.26,3.8,,,,,,,,,,미클토어 친커핀 700ml,,미클토어 친커핀 700ml
더 글렌그란트 캐스크 헤이븐 1000ml,1000,1000,,1000,39.15,3.91,,,41.76,4.18,신라,0.26,6.3,,,,,,,,,,더 글렌그란트 캐스크 헤이븐 1000ml,,더 글렌그란트 캐스크 헤이븐 1000ml
더 디콘 1000ml,1000,,1000,1000,,,30.87,3.09,28.4,2.84,신세계,0.25,8.0,35900,3590,데일리샷,2026-06-28,4058,-13.0,국내,,,,더 디콘 1000ml,더 디콘 1000ml
리젠트 버번 700ml,700,,700,700,,,33.25,4.75,35.0,5.0,롯데,0.25,5.0,,,,,,,,,,,리젠트 버번 700ml,리젠트 버번 700ml
밀크앤허니 에이펙스 알바 캐스크 700ml,700,,700,700,,,86.43,12.35,88.2,12.6,롯데,0.25,2.0,,,,,,,,,,,밀크앤허니 에이펙스 알바 캐스크 700ml,밀크앤허니 에이펙스 알바 캐스크 700ml
밀크앤허니 에이펙스 데킬라 캐스크 700ml,700,,700,700,,,86.43,12.35,88.2,12.6,롯데,0.25,2.0,,,,,,,,,,,밀크앤허니 에이펙스 데킬라 캐스크 700ml,밀크앤허니 에이펙스 데킬라 캐스크 700ml
와일드 터키 레어브리드 1000ml,1000,1000,1000,1000,36.86,3.69,39.12,3.91,37.17,3.72,신라,0.23,5.8,75000,10714,데일리샷,2026-07-31,5273,50.8,면세,신라,0.23,와일드 터키 레어브리드 1000ml,와일드터키 레어브리드 1000ml,와일드터키 레어브리드 1000ml
글렌모렌지 14년 엘레멘타 1000ml,1000,1000,1000,1000,67.5,6.75,67.5,6.75,69.75,6.98,신라/롯데,0.23,3.2,,,,,,,,동일,0.0,글렌모렌지 14년 엘레멘타 1000ml,글렌모렌지 14년 엘레멘타 1000ml,글렌모렌지 14년 엘레멘타 1000ml
로얄브라클라 18년 700ml,700,700,700,700,110.27,15.75,111.69,15.96,110.38,15.77,신라,0.2,1.3,207000,29571,데일리샷,2026-06-28,22505,23.9,면세,신라,0.2,로얄브라클라 18년 700ml,로얄브라클라 18년 700ml,로얄브라클라 18년 700ml
짐빔 블랙 체커팩 1000ml,1000,1000,,1000,17.55,1.75,,,19.5,1.95,신라,0.2,10.0,,,,,,,,,,짐빔 블랙 체커팩 1000ml,,짐빔 블랙 체커팩 1000ml
