역,식당명,rid,카테고리,대분류,1인_아낌,1인_표준,1인_넉넉,confidence,lat,lng,메뉴수,근거,정규화내역
강남역,우륵,gMX0ma5lrsVS,"고깃집, 생갈비",고기,28000,37800,39000,보통,37.5017809,127.032959,13,"인당 정규화(고기): 메인 5종 1인가 중앙값 25,200원 ×1.5인분 = 37,800원","숙성살치살 150g 29,000원(150g)→1인180g = 34,800/인 | 숙성한우육회 180g 26,000원(180g)→1인180g = 26,000/인 | 숙성생갈비 한정/예약상품 250g 35,000원(250g)→1인180g = 25,200/인 | 숙성양념꽃갈비 280g 29,000원(280g)→1인180g = 18,600/인 | 숙성양념불갈비 280g 29,000원(280g)→1인180g = 18,600/인"
강남역,이여곰탕 역삼점,4PwQ1Nygt6H4,곰탕,한식·기타,12800,22500,40500,보통,37.498857,127.0360313,14,"인당 정규화(한식·기타): 메인 12종 1인가 중앙값 22,500원 = 22,500원","수육전골 54,000원/인 | 만두전골(규아상전골) 49,000원/인 | ++1 등심 42,000원/인 | 불고기전골 40,000원/인 | 반수육전골 34,000원/인 | +1 육회 29,000원/인 | 우삼겹 16,000원/인 | 살로만 15,000원/인 | 육회 비빔밥 13,000원/인 | 곰탕 12,000원/인 | 곰개장 12,000원/인 | 곰탕면 12,000원/인"
강남역,일편등심 강남점,r3rkplp2r0bL,"한우, 꽃살",고기,48000,70500,115900,보통,37.4996332,127.0278063,26,"인당 정규화(고기): 메인 17종 1인가 중앙값 47,000원 ×1.5인분 = 70,500원","꽃갈비스페셜 179,000원/인 | 등심스페셜 350g 158,000원(350g)→1인180g = 81,300/인 | 양념등심 100g 45,000원(100g)→1인180g = 81,000/인 | 한우 한마리A 380g 168,000원(380g)→1인180g = 79,600/인 | 한우 한마리B 550g 236,000원(550g)→1인180g = 77,200/인 | 1++(9) 한우 새우살 (한정) 56,000원/인 | 1++(9) 한우 꽃살치 (한정) 54,000원/인 | 1++(9) 한우 치마살 49,000원/인 | 1++(9) 한우 특안심 47,000원/인 | 1++(9) 한우 특등심 45,000원/인 | 1++(9) 한우 특부채살 43,000원/인 | 1++(9)갈비살 41,000원/인 | 1++한우육회 32,000원/인 | 한우뚝배기 불고기 16,000원/인 | 육회비빔밥(간장, 고추장) 14,000원/인 | 한우된장밥 12,000원/인"
강남역,청기와타운 강남점,XqvCIaUU0nF2,"왕갈비, 고기집",고기,30800,42000,46500,보통,37.4947894,127.0300389,21,"인당 정규화(고기): 메인 12종 1인가 중앙값 28,000원 ×1.5인분 = 42,000원","15cm생왕갈비 36,000원/인 | 서울왕갈비 31,000원/인 | 빗살로스 (한우 1+ 이상) 31,000원/인 | 15cm마늘왕갈비 31,000원/인 | 15cm수원왕갈비 31,000원/인 | 육회(배/아보카도/트러플) 28,000원/인 | LA양념갈비 28,000원/인 | 안창살 27,000원/인 | 돼지갈비 22,000원/인 | 갈비탕 16,000원/인 | 육회비빔밥 13,000원/인 | 소고기미역국 9,000원/인"
강남역,파브란트,x186KDBTr4JO,"레스토랑, 파스타",웨스턴(양식),25000,28000,59900,보통,37.4999326,127.0323679,21,"인당 정규화(웨스턴(양식)): 메인 21종 1인가 중앙값 28,000원 = 28,000원","SIGNATURE COURSE 99,000원/인 | STANDARD COURSE 79,000원/인 | 우대갈비 스테이크 75,000원/인 | 채끝 스테이크 68,000원/인 | 안심 스테이크 68,000원/인 | PASTA COURSE 59,900원/인 | STEAK LUNCH SET 55,000원/인 | 시그니처 폭립 55,000원/인 | 우대갈비 리조또 40,000원/인 | PASTA LUNCH SET 29,900원/인 | 통오징어 먹물 리조또 28,000원/인 | 화이트 갈비라구 라자냐 28,000원/인 | 통 닭다리 로제 리조또 27,000원/인 | 투움바 크림 파스타 27,000원/인 | 비프 타르타르 25,000원/인 | 시저 샐러드 25,000원/인"
강남역,우슬 역삼점,er4cPX2XCA4X,"장어, 소고기",물고기·해산물,17200,67500,87800,보통,37.4981921,127.0349152,28,"인당 정규화(물고기·해산물): 메인 16종 1인가 중앙값 67,500원 = 67,500원","우슬 모둠 4人 240,000원/인 | 우슬 모둠 3人 180,000원/인 | 우슬 모둠 2人 138,000원/인 | 민물 장어 (1kg) 91,000원/인 | 통안창살 (120g) 52,000원(120g)→1인200g = 86,700/인 | 소 모둠 4人 (600g) 230,000원(600g)→1인200g = 76,700/인 | 소 모둠 2人 (320g) 120,000원(320g)→1인200g = 75,000/인 | 업진살 (120g) 41,000원(120g)→1인200g = 68,300/인 | 살치살 (120g) 40,000원(120g)→1인200g = 66,700/인 | 제비추리/토시살 (각60g) 53,000원/인 | [저녁] 미나리 한우 육회 25,000원/인 | [저녁] 얼큰 한우 장터술밥 (2人) 18,000원/인 | [저녁] 장어탕 15,000원/인 | [저녁] 산삼 더덕구이 12,000원/인 | [저녁] 육회 들기름 국수 12,000원/인 | [저녁] 차돌 볶음밥 (2人) 12,000원/인"
강남역,담뿍화로 된장찌개,t2ogPTRU9pwi,"삼겹살, 된장찌개",고기,27000,28500,37500,보통,37.5011044,127.035011,8,"인당 정규화(고기): 메인 5종 1인가 중앙값 19,000원 ×1.5인분 = 28,500원","LA갈비 32,000원/인 | 갈비살 25,000원/인 | 연꽃살 19,000원/인 | 연삼겹 18,000원/인 | 연목살 18,000원/인"
강남역,사유의서재,T1htCCoq2A4e,"파스타, 양식",웨스턴(양식),23800,25000,25000,보통,37.500798,127.0276047,16,"인당 정규화(웨스턴(양식)): 메인 12종 1인가 중앙값 25,000원 = 25,000원","크리스마스 디너 예약금 40,000원/인 | 사유세트 40,000원/인 | 치즈휠 라구토마토 파스타 25,000원/인 | 그랑 감바스 알 아히요 25,000원/인 | 트러플 부라타치즈 샐러드 25,000원/인 | 치즈 플레이트 25,000원/인 | 씨푸드 토마토 스튜 25,000원/인 | 콰트로 풍기 크림리조또 25,000원/인 | 바질크림 파스타 25,000원/인 | 수제 리코타 샐러드 20,000원/인 | 살라미& 과일 18,000원/인 | 그릴드 브리치즈 15,000원/인"
강남역,비어룸,wvzNpkJJKsnn,"수제맥주, 술집",바·주류,10500,22000,26000,보통,37.5008976,127.0284742,18,"인당 정규화(바·주류): 메인 15종 1인가 중앙값 22,000원 = 22,000원","Quattro formaggi 42,000원/인 | Golden Hour 38,000원/인 | Diavola pizza 36,000원/인 | Margherita 26,000원/인 | Sausage, happiness 26,000원/인 | Gnocchi Tteokbokki 24,000원/인 | Crispy Squid Bites 22,000원/인 | cheese,salami,raisin 22,000원/인 | Spicy Chili Peppers 18,000원/인 | Shrimp, Happinss 16,000원/인 | Cheese Bomb Arancini 11,000원/인 | Crispy Sundae 10,000원/인 | Chicken Skin 10,000원/인 | Corn CheeseDumplings 10,000원/인 | breaded onion rings 8,000원/인"
강남역,우나기칸 강남점,h4pRlZ7mz5VQ,"일식당, 스시",일식,23200,32500,38000,보통,37.4948331,127.0274547,25,"인당 정규화(일식): 메인 10종 1인가 중앙값 32,500원 = 32,500원","우나기 카바야키 109,000원/인 | 특 히츠마부시 53,000원/인 | 히츠마부시 39,000원/인 | 화요 35,000원/인 | 일품진로 35,000원/인 | 특 스테이크동 30,000원/인 | 미니 히츠마부시 24,000원/인 | 멘타이쥬 23,000원/인 | 스테이크동 20,000원/인 | 장어탕 12,000원/인"
강남역,땅코참숯구이 강남역직영점,BQLw6nrckFqC,"삼겹살, 목살",고기,25600,25600,25600,낮음(메뉴적음),37.4953856,127.031338,5,"인당 정규화(고기): 메인 2종 1인가 중앙값 17,100원 ×1.5인분 = 25,600원","목살(1인분 200g) 19,000원(200g)→1인180g = 17,100/인 | 삼겹살(1인분 200g) 19,000원(200g)→1인180g = 17,100/인"
강남역,먼데이블루스,Te5an4jAoSRX,"와인바, 레스토랑",바·주류,31000,32000,37500,보통,37.4939699,127.0278909,10,"인당 정규화(바·주류): 메인 10종 1인가 중앙값 32,000원 = 32,000원","비프스테이크 49,000원/인 | 돈마호크 스테이크 46,000원/인 | 통삼겹구이 39,000원/인 | 라자냐 33,000원/인 | 먹물 빠에야 32,000원/인 | 꽃게 로제 파스타 32,000원/인 | 버섯크림뇨끼 31,000원/인 | 로제크림 비프 떡볶이 31,000원/인 | 감바스 알 아히오 30,000원/인 | 명란크림파스타 30,000원/인"
강남역,진씨화로,mWVr6N5LpPPI,"한우, 소고기",고기,22500,36000,81000,보통,37.4977938,127.0329264,22,"인당 정규화(고기): 메인 21종 1인가 중앙값 24,000원 ×1.5인분 = 36,000원","한우 안창살 (1++),(130g) 79,000원(130g)→1인180g = 109,400/인 | 한우 치마살 (1++),(130g) 69,000원(130g)→1인180g = 95,500/인 | 한우꽃등심 (1++),(130g) 49,000원(130g)→1인180g = 67,800/인 | 한우 모둠한판(400g) 145,000원(400g)→1인180g = 65,200/인 | 와규살치살(130g,미국산) 40,000원(130g)→1인180g = 55,400/인 | 한우 안심 54,000원/인 | 와규특등심(130g,호주산/미국산) 34,000원(130g)→1인180g = 47,100/인 | 와규갈비살(130g,호주산) 34,000원(130g)→1인180g = 47,100/인 | 한우 육회 34,000원/인 | 한우불고기 +차돌된장찌개(2인이상) 26,000원/인(N인이상=최소주문, 1인가) | 제주 생삼겹(150g,국내산) 20,000원(150g)→1인180g = 24,000/인 | 꽃냉삼 (150g,국내산) 20,000원(150g)→1인180g = 24,000/인 | 제주 생목살 (150g, 국내산) 19,000원(150g)→1인180g = 22,800/인 | 소고기샤브샤브(1인120g/2인이상) 22,000원/인(N인이상=최소주문, 1인가) | 한돈 모둠한판 (500g) 59,000원(500g)→1인180g = 21,200/인 | 한우 육회비빔밥 + 차돌된장찌개 15,000원/인"
강남역,밤별 포차 라운지 본점,FcLTYNSN1ApE,"어향가지, 동파육",중식,24500,24500,25000,보통,37.5024674,127.0266905,42,"인당 정규화(중식): 메인 32종 1인가 중앙값 24,500원 = 24,500원","눈꽃 아보카도 육회(한우++) 28,500원/인 | 아보카도 명란구이 27,000원/인 | 소고기타다끼(한우++) 27,000원/인 | 찹스테이크 27,000원/인 | 누룽지 해물 계란탕 25,500원/인 | 과일 25,500원/인 | 뿌링클 순살 치킨 25,000원/인 | 화이트라구파스타 25,000원/인 | 토마토라구파스타 25,000원/인 | 감바스 25,000원/인 | 항정수육 25,000원/인 | 쭈꾸미 부추볶음 25,000원/인 | 골뱅이무침 25,000원/인 | 스키야끼나베 24,500원/인 | 해물토마토스튜 24,500원/인 | 마늘 순살 치킨 24,500원/인"
강남역,이자카야 고코,KxhMK5tCPieh,"이자카야, 술집",일식,25000,26000,30000,보통,37.5033195,127.0261503,13,"인당 정규화(일식): 메인 11종 1인가 중앙값 26,000원 = 26,000원","고코 숙성 사시미 42,000원/인 | 대광어 시오삼합 33,000원/인 | 후쿠오카식 미즈타키 30,000원/인 | 왕 후토마끼 30,000원/인 | 얼큰 해물나베 26,000원/인 | 간사이 오뎅나베 26,000원/인 | 나가사키 나베 26,000원/인 | 고코 7종 야키토리 25,000원/인 | 사바보우즈시 25,000원/인 | 고마사바 23,000원/인 | 스피니치 파스타 21,000원/인"
강남역,로즈할인마트,2mbkeNGQ453J,와인바,바·주류,,,,메뉴없음,37.4980266,127.034757,0,바·주류 인당 정규화: 메뉴 데이터 없음(추정 보류),
강남역,베네티,y7b7eyI3Mppv,레스토랑,웨스턴(양식),20200,24500,27200,보통,37.503801,127.0260985,30,"인당 정규화(웨스턴(양식)): 메인 24종 1인가 중앙값 24,500원 = 24,500원","(스테이크)한우+1 채끝등심 스테이크 59,000원/인 | (세미메인)양갈비 스테이크 49,000원/인 | 콜키지 40,000원/인 | (세미메인)오리가슴 스테이크 37,000원/인 | (시그니처) 트러플 포르치니 리조또 28,000원/인 | (파스타) 페스카토레 파스타 28,000원/인 | (시그니처/스타터) 한우 카르파치오 27,000원/인 | (파스타) 게살 비스큐 크림파스타 26,000원/인 | (스타터) 관자 세비체 26,000원/인 | (파스타) 달래 봉골레 파스타 26,000원/인 | (파스타) 레몬 참나물 파스타 26,000원/인 | (피자) 콰트로포르마지 피자 25,000원/인 | (파스타) 샤프란쉬림프 아란치니 24,000원/인 | (스타터) 부라타 카프레제 샐러드 24,000원/인 | (피자) 클래식 마르게리타 피자 23,000원/인 | (시즌메뉴) 참외 마리네이드 21,000원/인"
강남역,청기와타운 역삼점,5faq5qtUx28K,돼지갈비,고기,28500,42000,46500,보통,37.4990559,127.0365023,20,"인당 정규화(고기): 메인 11종 1인가 중앙값 28,000원 ×1.5인분 = 42,000원","15cm생갈비 36,000원/인 | 빗살로스 31,000원/인 | 서울양념갈비 31,000원/인 | 15cm마늘왕갈비 31,000원/인 | 15cm수원왕갈비 31,000원/인 | 트러플육회 28,000원/인 | 오리지널 마늘갈비 27,000원/인 | 돼지갈비 22,000원/인 | 갈비탕 16,000원/인 | 육회비빔밥 13,000원/인 | 소고기미역국 9,000원/인"
강남역,군선생 강남점,6bLGgjd91JRS,"생선구이, 고등어구이",물고기·해산물,18000,19400,21000,보통(인원표기 평균),37.4957149,127.0256858,17,"인당(인원표기 평균, 물고기·해산물): 인원수 적힌 메뉴 3종 ÷인원 평균 = 19,400원","2인 B세트 모듬구이 42,000원 ÷2인 = 21,000/인 | 3인 세트 모듬구이 58,000원 ÷3인 = 19,300/인 | 2인 A세트 모듬구이 36,000원 ÷2인 = 18,000/인"
강남역,푸에르코 역삼,cUVa1m29s701,"고깃집, 이베리코",고기,34900,57000,102400,보통,37.5000386,127.0353516,35,"인당 정규화(고기): 메인 18종 1인가 중앙값 38,000원 ×1.5인분 = 57,000원","[한우] 한우스페셜 223,000원/인 | [이베리코 돼지고기] 시그니처세트 142,000원/인 | [이베리코 돼지고기] 푸에르코 세트 116,000원/인 | [이베리코 돼지고기] 오리지널세트 92,000원/인 | [한우] 새우살 69,000원/인 | [한우] 치마살 66,000원/인 | [한우] 설화등심 63,000원/인 | [한우] 특안심 58,000원/인 | [이베리코 돼지고기] 플루마 38,000원/인 | 한우육회 38,000원/인 | [이베리코 돼지고기] 황제살 33,000원/인 | [이베리코 돼지고기] 갈비살 26,000원/인 | [이베리코 돼지고기] 항정살 24,000원/인 | [이베리코 돼지고기] 꽃목살 23,000원/인 | 골든듀록삼겹살 22,000원/인 | 차돌깍두기볶음밥 18,000원/인"
강남역,회판장 강남점,oM8zrnhM94CF,"횟집, 숙성회",물고기·해산물,19900,20000,42800,보통,37.5001217,127.0280242,17,"인당 정규화(물고기·해산물): 메인 14종 1인가 중앙값 20,000원 = 20,000원","모둠회+해산물세트 69,000원/인 | 모둠회 세트 59,000원/인 | 모듬 해산물 세트 59,000원/인 | 모듬 물회 세트 49,000원/인 | 돌멍게 24,000원/인 | 물회 23,000원/인 | 참소라숙회 20,000원/인 | 전복회 20,000원/인 | 멍게 20,000원/인 | 해삼 20,000원/인 | 회추가 19,900원/인 | 산낙지 한 마리 15,000원/인 | 해산물추가 14,900원/인 | 해물짬뽕라면 12,000원/인"
강남역,노란상소갈비 강남직영점,wDilom4ZEQRb,"소갈비, 생갈비",고기,23200,28500,48000,보통,37.4983455,127.032071,22,"인당 정규화(고기): 메인 14종 1인가 중앙값 19,000원 ×1.5인분 = 28,500원","생갈비모듬 69,000원/인 | 이동갈비모듬 59,000원/인 | 생갈비 35,000원/인 | 정갈비 32,000원/인 | 양념갈비 32,000원/인 | 이동갈비 23,000원/인 | 와규 소꼬리구이 19,000원/인 | 와규 토시살 19,000원/인 | 한우 차돌박이 19,000원/인 | 육회비빔밥 SET 17,000원/인 | 육회 15,000원/인 | 갈비탕 15,000원/인 | 육회비빔밥 13,000원/인 | 한우수제온면 12,000원/인"
강남역,화설 강남점,IKFgyL3r1zdK,"한우, 흑우",고기,35000,43900,97300,보통,37.5006804,127.0244965,22,"인당 정규화(고기): 메인 14종 1인가 중앙값 29,200원 ×1.5인분 = 43,900원","화설 꽃살케이크[논현 모임] 200,000원/인 | 화설 1% 흑우모둠세트 109,000원/인 | 한우1++꽃등심[120g 강남역모임] 49,000원(120g)→1인180g = 73,500/인 | 화설 한돈모둠세트 69,000원/인 | 1% 흑우꽃살[120g] 35,000원(120g)→1인180g = 52,500/인 | 1% 와규등심[120g] 34,000원(120g)→1인180g = 51,000/인 | 소갈비살[120g 생/양념] 21,000원(120g)→1인180g = 31,500/인 | 한우1++육사시미[논현 고기집] 27,000원/인 | 한우1++육회[논현맛집] 25,000원/인 | 한우 수육무침 25,000원/인 | 한돈 갈매기살150g 19,000원(150g)→1인180g = 22,800/인 | 한돈 눈꽃목살150g 17,000원(150g)→1인180g = 20,400/인 | 한돈 갈비삼겹살150g 17,000원(150g)→1인180g = 20,400/인 | 한우 일품된장찌개 9,000원/인"
강남역,육미당 몽산,7NwvsDAd6y9L,"소고기, 고기집",고기,32200,38800,104800,보통,37.500038,127.0283058,19,"인당 정규화(고기): 메인 13종 1인가 중앙값 25,900원 ×1.5인분 = 38,800원","우리가족 배터져요 패밀리세트 99,900원/인 | 소고기 끝판왕 ~ 소마카세 세트 77,900원/인 | 육즙 콸콸 소갈비살 세트 69,900원/인 | 돼지고기 끝판왕~ 돈마카세 세트 69,900원/인 | 둘이서 배터져요 커플세트 56,900원/인 | 투뿔한우 뺨때리는 눈꽃살 29,900원/인 | 투뿔 한우육회 25,900원/인 | 고소한 한우차돌(150g) 19,900원(150g)→1인180g = 23,900/인 | 육즙 콸콸 소갈비살(150g) 17,900원(150g)→1인180g = 21,500/인 | 육향 가득 와규 부채살(150g) 17,900원(150g)→1인180g = 21,500/인 | 천겹 항정살 16,900원/인 | 아싸 가브리살 15,900원/인 | 육즙 삼겹살 14,900원/인"
강남역,푸에르코 강남 WEST,jhp1tZ8XJC3J,"고깃집, 한우",고기,34100,53200,112100,보통,37.4945096,127.0280229,27,"인당 정규화(고기): 메인 16종 1인가 중앙값 35,500원 ×1.5인분 = 53,200원","한우 스페셜 223,000원/인 | [이베리코 돼지고기]시그니쳐세트 142,000원/인 | [이베리코 돼지고기]푸에르코세트 116,000원/인 | 오리지널세트 92,000원/인 | 새우살(LIMITED) 69,000원/인 | 치마살 66,000원/인 | 설화등심 63,000원/인 | 투뿔 한우육회 38,000원/인 | 황제살 33,000원/인 | 갈비살 26,000원/인 | 항정살 24,000원/인 | 꽃목살 23,000원/인 | 골든듀록삼겹 22,000원/인 | 차돌깍두기볶음밥 18,000원/인 | 한우뚝배기라면 13,000원/인 | 한우된장말이밥 13,000원/인"
강남역,송추가마골 인어반 강남점,7wI1DFlaXMEY,갈비탕,한식·기타,18000,32000,47500,보통,37.4995167,127.0337421,19,"인당 정규화(한식·기타): 메인 15종 1인가 중앙값 32,000원 = 32,000원","모둠한우 107,000원/인 | CAB설화왕갈비 58,000원/인 | 한우안심 56,000원/인 | 한우채끝등심 54,000원/인 | 가마골갈비 41,000원/인 | 송추갈비 41,000원/인 | CAB 우대本갈비 41,000원/인 | 육회&육사시미 32,000원/인 | 한돈명품구이 29,000원/인 | CAB설화갈비살 28,000원/인 | 능이갈비탕 19,000원/인 | 갈비탕 17,000원/인 | 무청시래기갈비탕 16,000원/인 | 가마골 곰탕 15,000원/인 | 숙성 묵은지 김치찜 15,000원/인"
강남역,그릴640,vcMXwHn1RZps,고깃집,고기,34000,51000,78800,보통,37.4986769,127.0340199,28,"인당 정규화(고기): 메인 10종 1인가 중앙값 34,000원 ×1.5인분 = 51,000원","640 소 모둠4인 SET 196,000원/인 | 640 소 모둠 2인 세트 129,000원 ÷2인세트 = 64,500/인 | 한우(1++) 숙성 안심 53,000원/인 | 한우(1++) 숙성 등심 51,000원/인 | 와규 살치살 38,000원/인 | 한우(1++) 차돌박이 30,000원/인 | 숙성 한돈 항정살(150g) 23,000원(150g)→1인180g = 27,600/인 | 숙성 한돈 가브리살 21,000원/인 | 숙성 한돈 통목살(180g) 19,000원(180g)→1인180g = 19,000/인 | 숙성 한돈 삼겹살(180g) 19,000원(180g)→1인180g = 19,000/인"
강남역,든든아구 강남본점,kXtx3k2rCHlQ,"아구찜, 아구수육",물고기·해산물,32800,55000,69000,보통,37.4943922,127.0348658,25,"인당 정규화(물고기·해산물): 메인 16종 1인가 중앙값 55,000원 = 55,000원","코스A (1인 기준) 89,000원/인 | 아구회 80,000원/인 | 든든해물탕 69,000원/인 | 든든생아구수육 69,000원/인 | 해물 생아구찜 69,000원/인 | 코스B (1인 기준) 69,000원/인 | 든든생아구찜 55,000원/인 | 든든생아구 지리탕 55,000원/인 | 든든 해물찜 55,000원/인 | 든든아구 불고기 55,000원/인 | 든든생아구들깨탕 55,000원/인 | 든든알곤이찜 37,000원/인 | 새우튀김 20,000원/인 | 위통무침 20,000원/인 | 직화불향쭈꾸미 13,000원/인 | 아구불고기덮밥 12,000원/인"
강남역,아카사카일식 강남역본점,qRsNplG3ZXOV,"복어, 복국",물고기·해산물,30000,70000,100000,보통,37.4955913,127.0271262,7,"인당 정규화(물고기·해산물): 메인 5종 1인가 중앙값 70,000원 = 70,000원","아카사카극활참복카이세키코스(프리미엄) 150,000원/인 | 곽문영셰프 시그니처오마카세코스(추천) 100,000원/인 | 아카사카 진코스(1인) 70,000원/인 | 복가라아게(사이드) 30,000원/인 | 복국오마카세(룸×/예약×/당일입장) 16,000원/인"
강남역,도원반점 강남역직영점,gWcXgTRizN73,"중식, 짜장면",중식,12500,15000,26000,보통,37.4953441,127.0320369,51,"인당 정규화(중식): 메인 51종 1인가 중앙값 15,000원 = 15,000원","송이전복 80,000원/인 | 전가복 55,000원/인 | 팔보채 42,000원/인 | 해물누룽지탕 36,000원/인 | 유산슬 35,000원/인 | 양장피 35,000원/인 | 칠리새우 35,000원/인 | 크림새우 35,000원/인 | 고추잡채 32,000원/인 | 라조기 30,000원/인 | 찹쌀생등심탕수육 27,000원/인 | 깐풍기 27,000원/인 | 유린기 27,000원/인 | 마파두부 25,000원/인 | 여 코스(2인이상) 25,000원/인(N인이상=최소주문, 1인가) | 잡탕밥 20,000원/인"
강남역,근성순대,0Lj8ZAILzke1,"막걸리, 순대",한식·기타,18000,21000,25000,보통,37.5015906,127.0352195,15,"인당 정규화(한식·기타): 메인 15종 1인가 중앙값 21,000원 = 21,000원","수비드삼겹살수육 33,000원/인 | 소고기 순대 전골 (대) 31,000원/인 | 오징어순대 28,000원/인 | 반반순대 25,000원/인 | 제주식 막창순대 25,000원/인 | 근성순대 24,000원/인 | 마늘순대 24,000원/인 | 참새전(참나물새우전) 21,000원/인 | 고기전 18,000원/인 | 소고기 순대 전골 (소) 18,000원/인 | 들기름막국수 18,000원/인 | 고추장 내장볶음 18,000원/인 | 비빔막국수 12,000원/인 | 순대국 11,000원/인 | [시즌한정] 봄동비빔밥 9,000원/인"
강남역,담미온 강남역점,rNp9ciIo6hsH,"국밥, 족발",한식·기타,12000,25000,45000,보통,37.4950573,127.0276987,25,"인당 정규화(한식·기타): 메인 21종 1인가 중앙값 25,000원 = 25,000원","청첩장모임 공지문 20,000,000원/인 | 담미온모듬 75,000원/인 | 담미온스페셜 60,000원/인 | 보쌈,마늘보쌈 45,000원/인 | 매일삶는 제주앞다리 족발 45,000원/인 | 불족발 45,000원/인 | 한우대창 감자탕 39,000원/인 | 순대볶음 35,000원/인 | 미녀는 낙곱새를 좋아해 26,000원/인 | 얼큰술국 25,000원/인 | 착한보쌈 25,000원/인 | 수육정식 16,000원/인 | 순대정식 16,000원/인 | 얼큰국밥 12,000원/인 | 뼈해장국 12,000원/인 | 부대찌개수육국밥 12,000원/인"
강남역,어메이징타이,bU5o0wm8potl,"쌀국수, 팟타이",한식·기타,21500,21500,21500,낮음(인원표기 적음),37.500437,127.0247292,44,"인당(인원표기 평균, 한식·기타): 인원수 적힌 메뉴 2종 ÷인원 평균 = 21,500원","2인 세트(팟타이세트) 43,000원 ÷2인 = 21,500/인 | 2인 세트(똠얌쌀국수세트) 43,000원 ÷2인 = 21,500/인"
강남역,도정육관 강남본점,YMDz0H3zuxK9,"고깃집, 솥밥",고기,34500,43500,123000,보통,37.4940339,127.0282402,22,"인당 정규화(고기): 메인 9종 1인가 중앙값 29,000원 ×1.5인분 = 43,500원","도정육관 특모둠 125,000원/인 | 1++한우모둠(업진살&차돌박이) 98,000원/인 | 도정육관 모둠 82,000원/인 | 한우더덕육회 29,000원/인 | 한우차돌 29,000원/인 | 한우양념주물럭 29,000원/인 | 양념本돼지갈비 23,000원/인 | 本생돼지갈비 23,000원/인 | 육즙 목살 19,000원/인"
강남역,타닥타닥솥밥,iXaQTLMXxi42,솥밥,한식·기타,21600,23300,24700,보통(인원표기 평균),37.5006399,127.0328639,48,"인당(인원표기 평균, 한식·기타): 인원수 적힌 메뉴 3종 ÷인원 평균 = 23,300원","4인방 세트 98,900원 ÷4인 = 24,700/인 | 2인방 커플세트 46,900원 ÷2인 = 23,400/인 | 3인방 세트 64,900원 ÷3인 = 21,600/인"
강남역,투뿔등심,rGt45DbGGE7t,"한우, 숙성등심",고기,35600,50200,76900,보통,37.4976709,127.029341,28,"인당 정규화(고기): 메인 16종 1인가 중앙값 33,500원 ×1.5인분 = 50,200원","투뿔(1++) 숙성 안심 69,000원/인 | 투뿔(1++) 숙성등심 63,000원/인 | 한우 차돌 삼합(페킹돌) 59,000원/인 | 쭈꾸미 불고기 (2인) 58,000원/인 | 삼원가든 양념갈비 (2대) 49,000원/인 | 삼원가든 한우 불고기 39,000원/인 | 등심 로스 37,000원/인 | [도시락] 고기로만 도시락 35,000원/인 | 한우 육회 32,000원/인 | 손차돌 로스 30,000원/인 | 한우 차돌 볶음밥 (2인) 28,000원/인 | [도시락] LA갈비 25,000원/인 | [도시락] 쭈꾸미삼겹살 20,000원/인 | [도시락] 불고기 18,000원/인 | [도시락] 차돌구이와 영양부추 18,000원/인 | 한우 유니 짜파게티 (2인) 18,000원/인"
강남역,명문어가,L7rE0PSlBgH3,"문어, 피문어",물고기·해산물,38000,42000,58000,보통,37.4963256,127.0344322,14,"인당 정규화(물고기·해산물): 메인 13종 1인가 중앙값 42,000원 = 42,000원","우니한판 69,000원/인 | 우니와단새우 63,000원/인 | 문어숙회(중)~(대) 58,000원/인 | 문어튀김(중)~(대) 58,000원/인 | 참소라무침 58,000원/인 | 문어숙회&참소라숙회 45,000원/인 | 구룡포과메기(계절메뉴) 42,000원/인 | 피문어파전 40,000원/인 | 문어김치전 38,000원/인 | 새우튀김 38,000원/인 | 보쌈 33,000원/인 | 먹태구이&땅콩 25,000원/인 | 먹물해물라면 13,000원/인"
강남역,한우부티크 강남점,jQNYEfCorDLw,"한우, 와인",고기,86200,88500,90800,낮음(메뉴적음),37.4945906,127.028286,5,"인당 정규화(고기): 메인 2종 1인가 중앙값 59,000원 ×1.5인분 = 88,500원","살치살 62,000원/인 | 시그니쳐 꽃등심 56,000원/인"
강남역,바른고기정육점 강남점,UNCCJf7Dix8g,"한우, 소고기",고기,31500,62600,104200,보통,37.4980858,127.0294592,15,"인당 정규화(고기): 메인 14종 1인가 중앙값 41,700원 ×1.5인분 = 62,600원","한우 통 안창살 / 600g 360,000원(600g)→1인180g = 108,000/인 | 세가지 맛 등심 / 100g 49,500원(100g)→1인180g = 89,100/인 | 정육점 장인 모둠 / 300g 145,000원(300g)→1인180g = 87,000/인 | 한우 안심 70,000원/인 | [Lunch]한우 등심구이 코스 68,000원/인 | 즉석양념갈비 55,000원/인 | 한우 육회(130g) 35,000원(130g)→1인180g = 48,500/인 | 한우 생불고기 / 180g 35,000원(180g)→1인180g = 35,000/인 | [Lunch]한우 불고기세트 35,000원/인 | [Lunch]곱창전골 24,000원/인 | [Lunch] 일품 갈비양곰탕 20,000원/인 | 차돌깍두기볶음밥 20,000원/인 | [Lunch]일품 갈비탕 20,000원/인 | [Lunch]한우 육회비빔밥 18,000원/인"
