final_class,proposed_id,name_ko,name_en,brand,category,origin,age,freq,n_variants,price_min,price_max,synonym_target,norm_key,rep_name,sources,note,web_check,raw_variants
synonym,,,,,,,,1,1,35980,35980,__new:에반윌리엄스 bib,에반 윌리엄스 bib 12주년 에디션 50도,에반 윌리엄스 BIB 12주년 에디션 50도 1L,2026-05.csv,신규 SKU로 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,에반 윌리엄스 BIB 12주년 에디션 50도 1L
synonym,,,,,,,,1,1,69800,69800,w042,조니어 그린,조니어 그린,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,조니어 그린
synonym,,,,,,,,1,1,49940,49940,w049,조니어 레드,조니어 레드 1.75l,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,조니어 레드 1.75l
synonym,,,,,,,,1,1,54800,54800,w052,조니어 블랙 루비,조니어 블랙 루비,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,조니어 블랙 루비
synonym,,,,,,,,1,1,44980,44980,w050,조니어커 블랙,조니어커 블랙,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,조니어커 블랙
synonym,,,,,,,,1,1,259800,259800,w053,조니어커 블루,조니어커 블루,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,조니어커 블루
synonym,,,,,,,,1,1,26800,26800,w050,조니워커 블ml,조니워커 블ml,2026-04.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,조니워커 블ml
synonym,,,,,,,,1,1,39980,39980,w058,커티 프로히비션,커티 프로이비션,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,커티 프로이비션
synonym,,,,,,,,1,1,84800,84800,w025,클라인엘리시 14년,클라인엘리시 14년,2026-06.csv,기존 정본 흡수,synonym(기존 정본 흡수) — 신규 검증 불필요,클라인엘리시 14년
noise,,,,,,,,2,1,,,,진 버번위스키,진 법원위스키,2026-05_dailyshot.csv;2026-06_dailyshot.csv,OCR 가비지('진 법원위스키'),noise (OCR/비위스키) — 검색대상 아님,진 법원위스키
noise,,,,,,,,1,1,54900,54900,,글렌고인 미니어처 세트,글렌고인 미니어처 세트,2026-04.csv,미니어처 기프트세트(단일 SKU 아님),noise (OCR/비위스키) — 검색대상 아님,글렌고인 미니어처 세트
noise,,,,,,,,1,1,19900,19900,,미스터 보스턴,미스터 보스턴 스카치 위스키 1L,2026-04.csv,초저가 한계 SKU — 보류,noise (OCR/비위스키) — 검색대상 아님,미스터 보스턴 스카치 위스키 1L
noise,,,,,,,,1,1,56300,56300,,스모키 스컷 아일라,스모키 스컷 아일라 싱글모트 위스키 700ml,2026-04.csv,OCR 가비지('스컷') 재확인 필요,noise (OCR/비위스키) — 검색대상 아님,스모키 스컷 아일라 싱글모트 위스키 700ml
noise,,,,,,,,1,1,24980,24980,,업타운 마가리타,업타운 마가리타,2026-06.csv,칵테일(비위스키),noise (OCR/비위스키) — 검색대상 아님,업타운 마가리타
noise,,,,,,,,1,1,38900,38900,,윈저,윈저 450mml,2026-04.csv,"용량/표기 truncated, 윈저 라인으로 흡수 예정",noise (OCR/비위스키) — 검색대상 아님,윈저 450mml
noise,,,,,,,,1,1,17400,17400,,윈저 w그니처ml,윈저 W그니처ml,2026-04.csv,OCR 가비지(truncated),noise (OCR/비위스키) — 검색대상 아님,윈저 W그니처ml
noise,,,,,,,,1,1,59800,59800,,조니워커 블랙 오징어 게임 에디션,조니워커 블랙 오징어 게임 에디션 750mml,2026-04.csv,노벨티 한정판(블랙 변형) — 별도 SKU 보류,noise (OCR/비위스키) — 검색대상 아님,조니워커 블랙 오징어 게임 에디션 750mml
noise,,,,,,,,1,1,23980,23980,,칼라 1 블렌디드,칼라 1 블렌디드 스카치 위스키,2026-06.csv,OCR 가비지(칼라일 추정 저빈도),noise (OCR/비위스키) — 검색대상 아님,칼라 1 블렌디드 스카치 위스키
noise,,,,,,,,1,1,147900,147900,,커클랜드 시그니처꽃 약 xo,커클랜드 시그니처꽃 약 XO 750ml,2026-04.csv,꼬냑 XO OCR('꽃 약'=꼬냑) 비위스키,noise (OCR/비위스키) — 검색대상 아님,커클랜드 시그니처꽃 약 XO 750ml
