술이름,기준가_HKD,정가_HKD,환율_HKDKRW,기준가_KRW,반입추정가_KRW_관세20,반입추정가_KRW_FTA0,재고,출처,가져온날짜,URL,비고
"Jura - 18y, 44%",1740.0,,189.558899,329832,842892,702410,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/jura-18y-40,
"Yoichi - 余市 Single Malt Whisky NAS, 45%, 70cl",600.0,,189.558899,113735,290652,242210,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/yoich-0001,
"Mars - Iwai, Tradition, 40%",600.0,,189.558899,113735,290652,242210,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/mars-00006,재고없음
"The First Editions - Tomatin 25y, 1994, 47.9%, 402b",2980.0,,189.558899,564886,1443577,1202981,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/the-first-editions-tomatin-25y-1994-47-9-402b,재고없음
"The First Editions - Tormore 30y, 46.3%, 1988, 150b",3980.0,,189.558899,754444,1927997,1606664,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hl-tfe0045,
"Ardnamurchan - AD/07.21:05 Release, 5y, 46.8%",650.0,,189.558899,123213,314873,262394,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/ardnamurchan-single-malt-release-4-07-21-05-5y-46-8,
"Ardnamurchan - AD/10.21:06 Release, 5y, 46.8%",650.0,,189.558899,123213,314873,262394,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/ardnamurchan-single-malt-release-4-10-21-06-5y-46-8,
"Glenrothes - Glenrothes 25, 43%, 2018",5880.0,,189.558899,1114606,2848398,2373665,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/glenrothes-glenrothes-25-43-2018,
"Macallan - Harmony Collection 1, Rich Cacao, 44%",1980.0,,189.558899,375327,959156,799296,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/macallan-harmony-collection-2021-release-44,
"Macallan - Sir Peter Blake, 2020 release, 47.7%",18000.0,,189.558899,3412060,8719588,7266323,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/macallan-sir-peter-blake-tier-b-2020-release-47-7,
"Mars - Komagatake 2016, Sherry Hogshead #3365, 60%",2880.0,,189.558899,545930,1395135,1162613,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/mars-komagatake-2016-sherry-hogshead-3365-60,재고없음
"Bruichladdich - Port Charlotte Heavily Peated 10y, 50%",830.0,,189.558899,157334,402070,335058,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/bruichladdich-port-charlotte-heavily-peated-10y-50,
"Adelphi's - Breath of Isles 14y, 2007, 58.3%, 1020b",1520.0,,189.558899,288130,736322,613602,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adelphi-breath-of-isles-14y-58-3-1020b,
"Adelphi's - Breath of Speyside 17y, 2004, 63.3%, 254b",2200.0,,189.558899,417030,1065729,888107,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adelphi-breath-of-speyside-17y-2004-63-3-254b,
"Adelphi Limited - Glen Grant 28y, 1992, 52.5%, 185b",5300.0,,189.558899,1004662,2567434,2139528,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adelphi-glengrant28y1992-52-5-185b,
Talisker - 10y,560.0,,189.558899,106153,271276,226063,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/talis-0001,재고없음
"Burns Crystal - Tumbler, Skyline The Whisky Trail",280.0,,189.558899,53076,135637,113031,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/gcs-bc0023,
"Glenfiddich - 21y, Gran Reserva, 40%",2220.0,,189.558899,420821,1075416,896180,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/gfidd-0002,재고없음
"Singleton - 18y, Cask Strength",1900.0,,189.558899,360162,920401,767001,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/singl-0002,재고없음
"Dalmore - 18y, 43%",2280.0,,189.558899,432194,1104480,920400,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/dalmo-0004,
"Dalmore - King Alexander III, 40%",1680.0,,189.558899,318459,813828,678190,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/dalmo-0008,
"Hakushu - Distiller Reserve, NAS, 43%",930.0,,189.558899,176290,450513,375427,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hakus-0004,재고없음
"Hakushu - 12y, 43%",1680.0,,189.558899,318459,813828,678190,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hakus-0002,재고없음
"Miyagikyo - 宮城峽 Single Malt Whisky NAS, 45%",600.0,,189.558899,113735,290652,242210,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/miyag-0001,
"Mars - Iwai, 40%",520.0,,189.558899,98571,251900,209917,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/mars-00005,재고없음
"Talisker - 18y, 45.8%",1860.0,,189.558899,352580,901025,750854,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/talis-0002,재고없음
"The Maltman - Macallan 25y, 1989, 49.5%, 239b (Red Box)",28000.0,,189.558899,5307649,13563803,11303169,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/maltm-0002,
"Macallan - Rare Cask 2016 release, 43%",3480.0,,189.558899,659665,1685787,1404823,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/macal-0014,
"Alba Collection - Mini Potstill, with 2 wee GG, 200ml vol",560.0,,189.558899,106153,271276,226063,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/albac-0017,
"Alba Collection - Big Barrel, with 2 wee GG, 350ml vol",790.0,,189.558899,149752,382694,318912,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/albac-0015,
"Alba Collection - Globe, mini, 200ml vol",480.0,,189.558899,90988,232522,193768,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/albac-0014,
"Alba Collection - Golfer Man , 350ml vol",680.0,,189.558899,128900,329407,274505,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/albac-0013,
"Alba Collection - Card insert tap, 2 shot, 350ml vol",850.0,,189.558899,161125,411758,343132,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/albac-0012,
"Alba Collection - Golf Club, 200ml vol",480.0,,189.558899,90988,232522,193768,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/albac-0007,
"Alba Collection - Mini Potstill, 200ml vol",320.0,,189.558899,60659,155015,129179,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/albac-0004,재고없음
"Ardbeg - Wee Beastie, 5y, 47.4%",630.0,,189.558899,119422,305185,254321,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/ardbe-0005,재고없음
"Ardbeg - Corryvreckan, 57.1%",1120.0,,189.558899,212306,542552,452127,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/ardbe-0004,재고없음
"Ardbeg - An Oa, 46.6%",780.0,,189.558899,147856,377849,314874,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/ardbe-0002,재고없음
"Ardbeg - 10y, 46%",770.0,,189.558899,145960,373004,310836,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/ardbe-0001,재고없음
"The Maltman - Master Series, Edition 1, Macallan 25y, 1989, 47.9%, 385b (Cream Box)",28000.0,,189.558899,5307649,13563803,11303169,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/maltm-0005,
"Bowmore - 18y, 43%",1230.0,,189.558899,233157,595837,496531,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/bowmore-18y-43,재고없음
"Hepburn's Choice (NEW) - Craigellachie 11y, 372b",1020.0,,189.558899,193350,494110,411758,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hl-hc00027,재고없음
"Sakurao - 3y, Single Cask #5149, 59.6%, (Asia Exclusive)",3320.0,,189.558899,629336,1608281,1340234,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/sakurao-sakurao-single-cask-5149-single-malt-japnese-whisky-59-6,
"Talisker - 25y, 45.8%",3580.0,,189.558899,678621,1734230,1445191,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/talis-0007,재고없음
"Yamazaki - Distiller's Reserve, NAS, 43%",1040.0,,189.558899,197141,503798,419831,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/yamaz-0004,
"Yamazaki - 18y, 43%",7980.0,,189.558899,1512680,3865684,3221403,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/yamaz-0005,
"Hibiki - Harmony (NAS), 43%",990.0,,189.558899,187663,479577,399647,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hibik-0008,
"Yamazaki - 12y, 50ml, 43%",250.0,,189.558899,47390,121106,100922,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/yamaz-0002,
"Drunken Master - NeoGeo, 30th Anniversary, SNK Edition 2, Bushmills 16y, 2002, 56.3%",7000.0,,189.558899,1326912,3390950,2825792,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/drunken-master-neogeo-30th-anniversary-bushmills-16y-2002-56-3-snk-2nd-edition,
"Drunken Master - NeoGeo, 30th Anniversary, SNK Edition 3, Cooley 17y, 2002, 55.8%",7000.0,,189.558899,1326912,3390950,2825792,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/drunken-master-neogeo-30th-anniversary-cooley-17y-2002-55-8-snk-3rd-edition,
"The First Editions Authors' Series - Ardbeg 21y, 1993, 56.4%, Rudyard Kipling",15100.0,,189.558899,2862339,7314765,6095637,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hl-as00001,
"The Whisky Agency - Irish Single Malt, XO, 48.4 %",2370.0,,189.558899,449255,1148080,956733,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/wa-0000004,
Copper Dog - 40% 70cl,400.0,,189.558899,75824,193770,161475,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/coppe-0001,
Johnnie Walker - Blue Legendary Eight,3630.0,,189.558899,688099,1758451,1465376,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/jw-bl00004,
"Balvenie - Portwood, 21y, 40%",2880.0,,189.558899,545930,1395135,1162613,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/balve-0002,재고없음
"Nikka - Days, 40%",690.0,,189.558899,130796,334252,278543,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/nikka-days-40,재고없음
"Highland Park - 12y, 40%, Viking Honour",650.0,,189.558899,123213,314873,262394,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/highl-0001,
"Macallan - Triple Cask, 12y, 2018 release, 40%",660.0,,189.558899,125109,319719,266432,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/macallan-triple-cask-12y-43-2018,
"Macallan - Double Cask, 12y, 2018 release, 40%",680.0,,189.558899,128900,329407,274505,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/macal-0001,재고없음
"Highland Park - 21y, 46%, 2020 Release",3280.0,,189.558899,621753,1588902,1324085,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/highland-park-21y-2020-release-46,
"Highland Park - 18y, 43%, Viking Pride",1860.0,,189.558899,352580,901025,750854,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/highland-park-18y-43-batch-20,
"Highland Park - 15y, 44%, Viking Heart, with Leather Bag",1185.0,,189.558899,224627,574039,478366,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/highland-park-15y-bag-44-2021,
"Laphroaig - 28y, Limited Edition, 44.4%",7880.0,,189.558899,1493724,3817242,3181035,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/laphroaig-28y-bottled-2018-cask-strength-44-4,
"Nikka - Tailored, Premium Blended Whisky",1200.0,,189.558899,227471,581307,484422,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/nikka-0004,재고없음
"Mars - Komagatake, Tsunuki Aging, 2020 Release, 54%",1480.0,,189.558899,280547,716943,597453,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/mars-k0008,재고없음
"The First Editions - Bowmore 23y, 48%, 1996, 116b",3730.0,,189.558899,707055,1806893,1505744,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hl-tfe0010,
"Laphroaig - 25y, 2016, Edition, 48.6%",5800.0,,189.558899,1099442,2809646,2341372,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/laphr-0003,재고없음
"Laphroaig - Quarter Cask, 48%",790.0,,189.558899,149752,382694,318912,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/laphr-0005,재고없음
"Lagavulin - 16y, 43%",980.0,,189.558899,185768,474734,395612,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/lagav-0003,재고없음
"Taketsuru - 竹鶴 Pure Malt Whisky 17YO, 43%, 70cl",4380.0,,189.558899,830268,2121766,1768139,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/taket-0002,
Hakushu - 18y,6480.0,,189.558899,1228342,3139053,2615877,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hakus-0003,
"John Walker & Sons - Private Collection 2017, 46.8%",9280.0,,189.558899,1759107,4495433,3746194,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/jw-as00003,
"Johnnie Walker - Blue Label, 40%, 75cl",1500.0,,189.558899,284338,726631,605526,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/jw-bl00001,재고없음
"Taketsuru - 竹鶴  Pure Malt Whisky 21YO, 43%, 70cl",6000.0,,189.558899,1137353,2906528,2422107,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/taket-0003,
"Yamazaki - 12y, 43%",1880.0,,189.558899,356371,910713,758928,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/yamaz-0001,
"Clynelish - 14y, 46%",660.0,,189.558899,125109,319719,266432,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/clyne-0001,재고없음
"Dalmore - 15y, 40%",980.0,,189.558899,185768,474734,395612,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/dalmo-0003,
"Bowmore - 25y, 43%",5900.0,,189.558899,1118398,2858088,2381740,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/bowmo-0003,
"Bowmore - 15y, 43%",990.0,,189.558899,187663,479577,399647,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/bowmore-15y,
"Bowmore - 12y, 40%",430.0,,189.558899,81510,208300,173584,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/bowmo-0001,
"Berry's - Linkwood 19y, 1993, 46%",1780.0,,189.558899,337415,862271,718559,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/berry-0005,
"Berry's - Glenlivet 39y, 1974, 56%",9500.0,,189.558899,1800810,4602006,3835005,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/berry-0008,
"Berry's - Exceptional Casks, Caol lla 33y, 1981, 46%",19800.0,,189.558899,3753266,9591546,7992955,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/berry-0022,
"Berry's - Exceptional Casks, Bunnahabhain 28y, 1987, 49.4%, Cask #2483",8800.0,,189.558899,1668118,4262909,3552424,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/berry-0021,
"Berry's - Bowmore 11y, 2001, 46%",1250.0,,189.558899,236949,605528,504607,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/berry-0015,재고없음
"Berry's - Blair Athol 23y, 1989, 46%",1900.0,,189.558899,360162,920401,767001,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/berry-0017,재고없음
"Berry's - Arran 16y, 1997, 46%",1360.0,,189.558899,257800,658813,549011,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/berry-0019,재고없음
"Drunken Master - NeoGeo, 30th Anniversary, SNK Edition 1, Edradour 10y, 2009, 57.4%",7000.0,,189.558899,1326912,3390950,2825792,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/drunk-0001,
"Ardnamurchan - AD/04.21:03 Release, 5y, 46.8%",650.0,,189.558899,123213,314873,262394,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/ardnamurchan-single-malt-04-21-03-5y-46-8-batch-3,
"Ardnamurchan - AD/01.21:01 Release, 5y, 46.8%",650.0,,189.558899,123213,314873,262394,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/ardnamurchan-single-malt-01-21-01-5y-46-8-batch-2,
Ardnamurchan - First AD Tasting Pack,450.0,,189.558899,85302,217991,181659,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adp-ard006,
"The First Editions - Glen Keith 28y, 1993, 56.4%, 149b",4380.0,,189.558899,830268,2121766,1768139,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/the-first-editions-glen-keith-28y-1993-56-4-149b,
"The First Editions - Tamnavulin 27y, 47.6%, 1991, 255b",3120.0,,189.558899,591424,1511396,1259497,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hl-tfe0043,
"The First Editions - Royal Lochnagar 19y, 55.5%, 2000, 384b",1980.0,,189.558899,375327,959156,799296,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hl-tfe0036,재고없음
"The First Editions - Macduff 21y, 1997, 54.4%, 288b",2480.0,,189.558899,470106,1201365,1001138,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hl-tfe0033,
"The First Editions - Glen Keith 26y, 1993, 56.7%, 162b",2750.0,,189.558899,521287,1332159,1110133,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hl-tfe0018,
"The First Editions - Bruichladdich 28y, 50.7%, 1991, 295b",4990.0,,189.558899,945899,2417264,2014387,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hl-tfe0011,
"Adelphi Selection - Glen Keith, 23y, 1995, 60.5%, 137b",3480.0,,189.558899,659665,1685787,1404823,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adp-000081,
"Adelphi Limited - Glen Grant 22y, 1985, 62.1%, 64b, IB Single Malt Scotch Whisky",4300.0,,189.558899,815103,2083012,1735843,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adp-000077,
"Adelphi Limited - Benrinnes 33y, 1984, 57.3%, 395b",6850.0,,189.558899,1298478,3318286,2765239,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adp-000069,
"Adelphi Selection - Aultmore 18y, 2000, 55% , 480b",2460.0,,189.558899,466315,1191677,993064,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adp-000067,
"Adelphi Limited - Teaninich 34y, 1983, 44%, 190b",6000.0,,189.558899,1137353,2906528,2422107,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adp-000063,
"Adelphi Limited - Mortlach 25y, 1993, 56.1%, 385b",4900.0,,189.558899,928839,2373667,1978056,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adp-000062,
"Adelphi Limited - Miltonduff 36y, 1981, 51.8%, 138b",6500.0,,189.558899,1232133,3148741,2623950,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adp-000061,
"Adelphi - Loyal Old Mature Private Stock, Blended Scotch Whisky, 40%, 70cl",330.0,,189.558899,62554,159858,133215,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/adp-000001,
"Hepburn's Choice (NEW) - Talisker 9y, 2011, 46%, 903b",1320.0,,189.558899,250218,639437,532864,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hepburns-choice-talisker-9y-2011-46-903b,
"Hepburn's Choice (NEW) - Caol ila 10y, 2010, 46%, 639b",1320.0,,189.558899,250218,639437,532864,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hepburns-choice-caol-ila-10y-2010-46-639b,
"Hepburn's Choice (NEW) - Miltonduff 10y, 257b",920.0,,189.558899,174394,445667,371389,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hl-hc00053,재고없음
"Hepburn's Choice (NEW) - Caol Ila 9y, 797b, Sherry Cask",1190.0,,189.558899,225575,576461,480385,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hl-hc00024,
"Hepburn's Choice (NEW) - Caol Ila 9y, 388b, Wine cask",1180.0,,189.558899,223680,571619,476349,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hl-hc00023,재고없음
"Hepburn's Choice (NEW) - Blair Athol 10y, 183b",920.0,,189.558899,174394,445667,371389,N,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hl-hc00018,재고없음
"Hepburn's Choice (NEW) - Benrinnes 9y, 351b",850.0,,189.558899,161125,411758,343132,Y,Caskells(Shopify products.json),2026-07-20,https://www.caskells.com/products/hl-hc00017,
Yamazaki 1979 29 Years Old Mizunara Oak Cask RF1037,380000.0,,189.558899,72032382,184080193,153400161,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/yamazaki-1979-29-years-old-mizunara-oak-cask-rf1037,
Super くどき上手 Kudoki Jozu Junmai Daiginjo Kairyo Shinko,300.0,,189.558899,56868,145327,121106,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/super-くどき上手-純米大吟釀-改良信交,
真澄 Masumi Junmai Sparkling,630.0,,189.558899,119422,305185,254321,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/真澄-純米酒-sparkling,
真澄 Masumi Junmai Sparkling Origarami,290.0,,189.558899,54972,140482,117068,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/真澄-純米酒-sparkling-origarami,
庭之鶯 Niwa no Uguisu Junmai Daiginjo NINE 35,450.0,,189.558899,85302,217991,181659,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/庭之鶯-純米大吟釀-nine-35,
Glendronach 15 Year Old 2010 Distillery Exclusive Cask 354,2490.0,,189.558899,472002,1206211,1005175,N,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/glendronach-15-year-old-2010-distillery-exclusive-cask-354,재고없음
龜泉 Junmai Daiginjo Genshu CEL-24 Yamada Nishiki,490.0,,189.558899,92884,237367,197806,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/龜泉-純米大吟釀原酒-cel-24-山田錦,
如空 Jokuu Tokubetsu Junmai White Bear,220.0,,189.558899,41703,106573,88811,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/如空-特別純米-white-bear,
"二兔 Nito Junmai Ginjo Nama Genshu ""I"" Omachi 55",260.0,,189.558899,49285,125949,104957,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/二兔-純米吟釀生酒-異-雄町五十五,
Mars Blended Whisky - The Lucky Cat Solla,750.0,,189.558899,142169,363316,302763,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/mars-blended-whisky-the-lucky-cat-solla,
Mars Blended Whisky - The Lucky Cat Choco & Luna,750.0,,189.558899,142169,363316,302763,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/mars-blended-whisky-the-lucky-cat-double-individuals-choco-luna,
Glengoyne Teapot Dram Batch 010,1680.0,,189.558899,318459,813828,678190,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/glengoyne-teapot-dram-batch-010,
Sazerac Rye Straight Rye Whiskey,320.0,,189.558899,60659,155015,129179,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/sazerac-rye-straight-rye-whiskey,
Aberfeldy 25 Year Old 2001 Hand Filled Distillery Cask 500058,3680.0,,189.558899,697577,1782672,1485560,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/aberfeldy-25-year-old-2001-hand-filled-distillery-cask-500058,
Campbeltown Loch Blended Malt Scotch Whisky,490.0,,189.558899,92884,237367,197806,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/campbeltown-loch-blended-scotch-whisky,
山崎 Yamazaki 18 Year Old Mizunara 2024 Edition,9980.0,,189.558899,1891798,4834528,4028773,N,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/山崎-yamazaki-18-year-old-mizunara-2024-edition,재고없음
Heaven Hill 19 Year Old Heritage Collection 4th Edition,4580.0,,189.558899,868180,2218651,1848876,N,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/heaven-hill-19-year-old-heritage-collection-4th-edition,재고없음
Springbank 12 Year Old Cask Strength Batch 29,1650.0,,189.558899,312772,799295,666079,N,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/springbank-12-year-old-cask-strength-batch-29,재고없음
Blanton's Takara Black Single Barrel Bourbon Whiskey (Japan Exclusive),980.0,,189.558899,185768,474734,395612,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/blantons-takara-black-single-barrel-bourbon-whiskey,
Blanton's Takara Red Single Barrel Bourbon Whiskey (Japan Exclusive),1280.0,,189.558899,242635,620059,516715,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/blantons-takara-red-single-barrel-bourbon-whiskey,
Maltbarn - Linkwood 11 Year Old 2015 Planets,720.0,,189.558899,136482,348782,290652,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/maltbarn-linkwood-11-year-old-2015-planets,
Maltbarn - Tullibardine 9 Year Old 2016 Planets,590.0,,189.558899,111840,285809,238174,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/maltbarn-tullibardine-9-year-old-2016-planets,
Milroy's - Bowmore 15 Year Old 2010 for The Whisky Agency Cask 78,1150.0,,189.558899,217993,557085,464238,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/milroys-bowmore-15-year-old-2010-for-the-whisky-agency-cask-78,
Ardbeg 21 Year Old Twenty One,6380.0,,189.558899,1209386,3090610,2575508,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/ardbeg-twenty-one,
Ardbeg Supernova 2015 Committee Exclusive,4680.0,,189.558899,887136,2267094,1889245,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/ardbeg-supernova-2015-committee-exclusive,
Ardbeg Dark Cove Committee Exclusive,4380.0,,189.558899,830268,2121766,1768139,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/ardbeg-dark-cove-committee-exclusive,
Laphroaig 15 Year Old 200th Anniversary Edition,1780.0,1980.0,189.558899,337415,862271,718559,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/laphroaig-15-year-old-200th-anniversary-edition,할인중(정가 HK$1980.0)
Laphroaig 15 Year Old - Older Bottling,2580.0,,189.558899,489062,1249808,1041506,Y,TheRareMalt(Shopify products.json),2026-07-20,https://www.theraremalt.com/products/laphroaig-15-year-old-older-bottling,
